family,n,nonalternating_n,alternating_prop,P_Gdiff_gt0,mean_Gdiff,P_Gabsabs_gt0,mean_Gabsabs,mean_kh_diag,P_kh_diag_ge3,P_kh_diag_ge4,mean_kh_support
all5_ge3,300,166,0.44666666666666666,0.6445783132530121,1.3614457831325302,0.6445783132530121,1.3614457831325302,2.55,0.5066666666666667,0.043333333333333335,30.066666666666666
no_khovanov_ge3of4,180,98,0.45555555555555555,0.6938775510204082,1.469387755102041,0.6938775510204082,1.469387755102041,2.522222222222222,0.4888888888888889,0.03333333333333333,30.216666666666665
