knot_id_base,number_of_crossings,is_alternating,signature,s_invariant_qc,all5_ge3,no_khovanov_ge3of4,G_abs_s_minus_sigma,G_abs_abs_s_minus_abs_sigma,khovanov_F_support_size,khovanov_F_q_minus_2t_diagonal_count
15a00001,15,1,0,0,False,False,0.0,0.0,30,2
15a00002,15,1,2,2,False,False,0.0,0.0,30,2
15a00003,15,1,0,0,False,False,0.0,0.0,30,2
15a00004,15,1,0,0,False,False,0.0,0.0,30,2
15a00005,15,1,2,2,False,False,0.0,0.0,30,2
15a00006,15,1,2,2,False,False,0.0,0.0,30,2
15a00007,15,1,2,2,False,False,0.0,0.0,30,2
15a00008,15,1,0,0,False,False,0.0,0.0,30,2
15a00009,15,1,2,2,False,False,0.0,0.0,30,2
15a00010,15,1,2,2,False,False,0.0,0.0,30,2
15a00011,15,1,4,4,False,False,0.0,0.0,30,2
15a00012,15,1,2,2,False,False,0.0,0.0,30,2
15a00013,15,1,0,0,False,False,0.0,0.0,30,2
15a00014,15,1,2,2,False,False,0.0,0.0,30,2
15a00015,15,1,0,0,False,False,0.0,0.0,30,2
15a00016,15,1,0,0,False,False,0.0,0.0,30,2
15a00017,15,1,2,2,False,False,0.0,0.0,30,2
15a00018,15,1,2,2,False,False,0.0,0.0,30,2
15a00019,15,1,2,2,False,False,0.0,0.0,30,2
15a00020,15,1,0,0,False,False,0.0,0.0,30,2
15a00021,15,1,4,4,False,False,0.0,0.0,30,2
15a00022,15,1,0,0,False,False,0.0,0.0,30,2
15a00023,15,1,0,0,False,False,0.0,0.0,30,2
15a00024,15,1,4,4,False,False,0.0,0.0,30,2
15a00025,15,1,0,0,False,False,0.0,0.0,30,2
15a00026,15,1,4,4,False,False,0.0,0.0,30,2
15a00027,15,1,2,2,False,False,0.0,0.0,30,2
15a00028,15,1,0,0,False,False,0.0,0.0,30,2
15a00029,15,1,2,2,False,False,0.0,0.0,30,2
15a00030,15,1,2,2,False,False,0.0,0.0,30,2
15a00031,15,1,0,0,False,False,0.0,0.0,30,2
15a00032,15,1,2,2,False,False,0.0,0.0,30,2
15a00033,15,1,2,2,False,False,0.0,0.0,30,2
15a00034,15,1,0,0,False,False,0.0,0.0,30,2
15a00035,15,1,6,6,False,False,0.0,0.0,30,2
15a00036,15,1,4,4,False,False,0.0,0.0,30,2
15a00037,15,1,6,6,False,False,0.0,0.0,30,2
15a00038,15,1,4,4,False,False,0.0,0.0,30,2
15a00039,15,1,2,2,False,False,0.0,0.0,30,2
15a00040,15,1,2,2,False,False,0.0,0.0,30,2
15a00041,15,1,0,0,False,False,0.0,0.0,30,2
15a00042,15,1,2,2,False,False,0.0,0.0,30,2
15a00043,15,1,0,0,False,False,0.0,0.0,30,2
15a00044,15,1,2,2,False,False,0.0,0.0,30,2
15a00045,15,1,2,2,False,False,0.0,0.0,30,2
15a00046,15,1,4,4,False,False,0.0,0.0,30,2
15a00047,15,1,0,0,False,False,0.0,0.0,30,2
15a00048,15,1,2,2,False,False,0.0,0.0,30,2
15a00049,15,1,0,0,False,False,0.0,0.0,30,2
15a00050,15,1,0,0,False,False,0.0,0.0,30,2
15a00051,15,1,2,2,False,False,0.0,0.0,30,2
15a00052,15,1,2,2,False,False,0.0,0.0,30,2
15a00053,15,1,2,2,False,False,0.0,0.0,30,2
15a00054,15,1,4,4,False,False,0.0,0.0,30,2
15a00055,15,1,2,2,False,False,0.0,0.0,30,2
15a00056,15,1,6,6,False,False,0.0,0.0,30,2
15a00057,15,1,4,4,False,False,0.0,0.0,30,2
15a00058,15,1,2,2,False,False,0.0,0.0,30,2
15a00059,15,1,0,0,False,False,0.0,0.0,30,2
15a00060,15,1,4,4,False,False,0.0,0.0,30,2
15a00061,15,1,0,0,False,False,0.0,0.0,30,2
15a00062,15,1,2,2,False,False,0.0,0.0,30,2
15a00063,15,1,2,2,False,False,0.0,0.0,30,2
15a00064,15,1,2,2,False,False,0.0,0.0,30,2
15a00065,15,1,0,0,False,False,0.0,0.0,30,2
15a00066,15,1,8,8,False,False,0.0,0.0,30,2
15a00067,15,1,6,6,False,False,0.0,0.0,30,2
15a00068,15,1,0,0,False,False,0.0,0.0,30,2
15a00069,15,1,6,6,False,False,0.0,0.0,30,2
15a00070,15,1,4,4,False,False,0.0,0.0,30,2
15a00071,15,1,2,2,False,False,0.0,0.0,30,2
15a00072,15,1,0,0,False,False,0.0,0.0,30,2
15a00073,15,1,0,0,False,False,0.0,0.0,30,2
15a00074,15,1,2,2,False,False,0.0,0.0,30,2
15a00075,15,1,0,0,False,False,0.0,0.0,30,2
15a00076,15,1,2,2,False,False,0.0,0.0,30,2
15a00077,15,1,0,0,False,False,0.0,0.0,30,2
15a00078,15,1,2,2,False,False,0.0,0.0,30,2
15a00079,15,1,4,4,False,False,0.0,0.0,30,2
15a00080,15,1,2,2,False,False,0.0,0.0,30,2
15a00081,15,1,0,0,False,False,0.0,0.0,30,2
15a00082,15,1,0,0,False,False,0.0,0.0,30,2
15a00083,15,1,2,2,False,False,0.0,0.0,30,2
15a00084,15,1,0,0,False,False,0.0,0.0,30,2
15a00085,15,1,2,2,False,False,0.0,0.0,30,2
15a00086,15,1,4,4,False,False,0.0,0.0,30,2
15a00087,15,1,2,2,False,False,0.0,0.0,30,2
15a00088,15,1,0,0,False,False,0.0,0.0,30,2
15a00089,15,1,2,2,False,False,0.0,0.0,30,2
15a00090,15,1,2,2,False,False,0.0,0.0,30,2
15a00091,15,1,4,4,False,False,0.0,0.0,30,2
15a00092,15,1,2,2,False,False,0.0,0.0,30,2
15a00093,15,1,2,2,False,False,0.0,0.0,30,2
15a00094,15,1,0,0,False,False,0.0,0.0,30,2
15a00095,15,1,4,4,False,False,0.0,0.0,30,2
15a00096,15,1,0,0,False,False,0.0,0.0,30,2
15a00097,15,1,2,2,False,False,0.0,0.0,30,2
15a00098,15,1,0,0,False,False,0.0,0.0,30,2
15a00099,15,1,2,2,False,False,0.0,0.0,30,2
15a00100,15,1,6,6,False,False,0.0,0.0,30,2
15a00101,15,1,4,4,False,False,0.0,0.0,30,2
15a00102,15,1,2,2,False,False,0.0,0.0,30,2
15a00103,15,1,4,4,False,False,0.0,0.0,30,2
15a00104,15,1,2,2,False,False,0.0,0.0,30,2
15a00105,15,1,2,2,False,False,0.0,0.0,30,2
15a00106,15,1,2,2,False,False,0.0,0.0,30,2
15a00107,15,1,2,2,False,False,0.0,0.0,30,2
15a00108,15,1,2,2,False,False,0.0,0.0,30,2
15a00109,15,1,4,4,False,False,0.0,0.0,30,2
15a00110,15,1,2,2,False,False,0.0,0.0,30,2
15a00111,15,1,8,8,False,False,0.0,0.0,30,2
15a00112,15,1,6,6,False,False,0.0,0.0,30,2
15a00113,15,1,2,2,False,False,0.0,0.0,30,2
15a00114,15,1,6,6,False,False,0.0,0.0,30,2
15a00115,15,1,4,4,False,False,0.0,0.0,30,2
15a00116,15,1,2,2,False,False,0.0,0.0,30,2
15a00117,15,1,0,0,False,False,0.0,0.0,30,2
15a00118,15,1,0,0,False,False,0.0,0.0,30,2
15a00119,15,1,0,0,False,False,0.0,0.0,30,2
15a00120,15,1,6,6,False,False,0.0,0.0,30,2
15a00121,15,1,2,2,False,False,0.0,0.0,30,2
15a00122,15,1,2,2,False,False,0.0,0.0,30,2
15a00123,15,1,2,2,False,False,0.0,0.0,30,2
15a00124,15,1,2,2,False,False,0.0,0.0,30,2
15a00125,15,1,0,0,False,False,0.0,0.0,30,2
15a00126,15,1,6,6,False,False,0.0,0.0,30,2
15a00127,15,1,4,4,False,False,0.0,0.0,30,2
15a00128,15,1,6,6,False,False,0.0,0.0,30,2
15a00129,15,1,2,2,False,False,0.0,0.0,30,2
15a00130,15,1,0,0,False,False,0.0,0.0,30,2
15a00131,15,1,4,4,False,False,0.0,0.0,30,2
15a00132,15,1,4,4,False,False,0.0,0.0,30,2
15a00133,15,1,2,2,False,False,0.0,0.0,30,2
15a00134,15,1,2,2,False,False,0.0,0.0,30,2
15a00135,15,1,4,4,False,False,0.0,0.0,30,2
15a00136,15,1,0,0,False,False,0.0,0.0,30,2
15a00137,15,1,2,2,False,False,0.0,0.0,30,2
15a00138,15,1,2,2,False,False,0.0,0.0,30,2
15a00139,15,1,4,4,False,False,0.0,0.0,30,2
15a00140,15,1,0,0,False,False,0.0,0.0,30,2
15a00141,15,1,4,4,False,False,0.0,0.0,30,2
15a00142,15,1,2,2,False,False,0.0,0.0,30,2
15a00143,15,1,0,0,False,False,0.0,0.0,30,2
15a00144,15,1,2,2,False,False,0.0,0.0,30,2
15a00145,15,1,2,2,False,False,0.0,0.0,30,2
15a00146,15,1,4,4,False,False,0.0,0.0,30,2
15a00147,15,1,2,2,False,False,0.0,0.0,30,2
15a00148,15,1,0,0,False,False,0.0,0.0,30,2
15a00149,15,1,0,0,False,False,0.0,0.0,30,2
15a00150,15,1,0,0,False,False,0.0,0.0,30,2
15a00151,15,1,2,2,False,False,0.0,0.0,30,2
15a00152,15,1,0,0,False,False,0.0,0.0,30,2
15a00153,15,1,4,4,False,False,0.0,0.0,30,2
15a00154,15,1,2,2,False,False,0.0,0.0,30,2
15a00155,15,1,0,0,False,False,0.0,0.0,30,2
15a00156,15,1,2,2,False,False,0.0,0.0,30,2
15a00157,15,1,0,0,False,False,0.0,0.0,30,2
15a00158,15,1,2,2,False,False,0.0,0.0,30,2
15a00159,15,1,2,2,False,False,0.0,0.0,30,2
15a00160,15,1,0,0,False,False,0.0,0.0,30,2
15a00161,15,1,2,2,False,False,0.0,0.0,30,2
15a00162,15,1,0,0,False,False,0.0,0.0,30,2
15a00163,15,1,2,2,False,False,0.0,0.0,30,2
15a00164,15,1,0,0,False,False,0.0,0.0,30,2
15a00165,15,1,2,2,False,False,0.0,0.0,30,2
15a00166,15,1,2,2,False,False,0.0,0.0,30,2
15a00167,15,1,0,0,False,False,0.0,0.0,30,2
15a00168,15,1,0,0,False,False,0.0,0.0,30,2
15a00169,15,1,4,4,False,False,0.0,0.0,30,2
15a00170,15,1,2,2,False,False,0.0,0.0,30,2
15a00171,15,1,0,0,False,False,0.0,0.0,30,2
15a00172,15,1,4,4,False,False,0.0,0.0,30,2
15a00173,15,1,8,8,False,False,0.0,0.0,30,2
15a00174,15,1,6,6,False,False,0.0,0.0,30,2
15a00175,15,1,6,6,False,False,0.0,0.0,30,2
15a00176,15,1,6,6,False,False,0.0,0.0,30,2
15a00177,15,1,4,4,False,False,0.0,0.0,30,2
15a00178,15,1,4,4,False,False,0.0,0.0,30,2
15a00179,15,1,2,2,False,False,0.0,0.0,30,2
15a00180,15,1,2,2,False,False,0.0,0.0,30,2
15a00181,15,1,2,2,False,False,0.0,0.0,30,2
15a00182,15,1,4,4,False,False,0.0,0.0,30,2
15a00183,15,1,2,2,False,False,0.0,0.0,30,2
15a00184,15,1,4,4,False,False,0.0,0.0,30,2
15a00185,15,1,2,2,False,False,0.0,0.0,30,2
15a00186,15,1,4,4,False,False,0.0,0.0,30,2
15a00187,15,1,0,0,False,False,0.0,0.0,30,2
15a00188,15,1,2,2,False,False,0.0,0.0,30,2
15a00189,15,1,6,6,False,False,0.0,0.0,30,2
15a00190,15,1,4,4,False,False,0.0,0.0,30,2
15a00191,15,1,4,4,False,False,0.0,0.0,30,2
15a00192,15,1,2,2,False,False,0.0,0.0,30,2
15a00193,15,1,4,4,False,False,0.0,0.0,30,2
15a00194,15,1,2,2,False,False,0.0,0.0,30,2
15a00195,15,1,2,2,False,False,0.0,0.0,30,2
15a00196,15,1,2,2,False,False,0.0,0.0,30,2
15a00197,15,1,4,4,False,False,0.0,0.0,30,2
15a00198,15,1,0,0,False,False,0.0,0.0,30,2
15a00199,15,1,2,2,False,False,0.0,0.0,30,2
15a00200,15,1,4,4,False,False,0.0,0.0,30,2
15a00201,15,1,2,2,False,False,0.0,0.0,30,2
15a00202,15,1,0,0,False,False,0.0,0.0,30,2
15a00203,15,1,2,2,False,False,0.0,0.0,30,2
15a00204,15,1,0,0,False,False,0.0,0.0,30,2
15a00205,15,1,4,4,False,False,0.0,0.0,30,2
15a00206,15,1,0,0,False,False,0.0,0.0,30,2
15a00207,15,1,2,2,False,False,0.0,0.0,30,2
15a00208,15,1,2,2,False,False,0.0,0.0,30,2
15a00209,15,1,2,2,False,False,0.0,0.0,30,2
15a00210,15,1,2,2,False,False,0.0,0.0,30,2
15a00211,15,1,2,2,False,False,0.0,0.0,30,2
15a00212,15,1,2,2,False,False,0.0,0.0,30,2
15a00213,15,1,2,2,False,False,0.0,0.0,30,2
15a00214,15,1,0,0,False,False,0.0,0.0,30,2
15a00215,15,1,2,2,False,False,0.0,0.0,30,2
15a00216,15,1,0,0,False,False,0.0,0.0,30,2
15a00217,15,1,4,4,False,False,0.0,0.0,30,2
15a00218,15,1,2,2,False,False,0.0,0.0,30,2
15a00219,15,1,0,0,False,False,0.0,0.0,30,2
15a00220,15,1,0,0,False,False,0.0,0.0,30,2
15a00221,15,1,2,2,False,False,0.0,0.0,30,2
15a00222,15,1,0,0,False,False,0.0,0.0,30,2
15a00223,15,1,2,2,False,False,0.0,0.0,30,2
15a00224,15,1,4,4,False,False,0.0,0.0,30,2
15a00225,15,1,2,2,False,False,0.0,0.0,30,2
15a00226,15,1,2,2,False,False,0.0,0.0,30,2
15a00227,15,1,0,0,False,False,0.0,0.0,30,2
15a00228,15,1,2,2,False,False,0.0,0.0,30,2
15a00229,15,1,0,0,False,False,0.0,0.0,30,2
15a00230,15,1,4,4,False,False,0.0,0.0,30,2
15a00231,15,1,2,2,False,False,0.0,0.0,30,2
15a00232,15,1,2,2,False,False,0.0,0.0,30,2
15a00233,15,1,2,2,False,False,0.0,0.0,30,2
15a00234,15,1,2,2,False,False,0.0,0.0,30,2
15a00235,15,1,0,0,False,False,0.0,0.0,30,2
15a00236,15,1,0,0,False,False,0.0,0.0,30,2
15a00237,15,1,2,2,False,False,0.0,0.0,30,2
15a00238,15,1,0,0,False,False,0.0,0.0,30,2
15a00239,15,1,2,2,False,False,0.0,0.0,30,2
15a00240,15,1,4,4,False,False,0.0,0.0,30,2
15a00241,15,1,0,0,False,False,0.0,0.0,30,2
15a00242,15,1,0,0,False,False,0.0,0.0,30,2
15a00243,15,1,2,2,False,False,0.0,0.0,30,2
15a00244,15,1,6,6,False,False,0.0,0.0,30,2
15a00245,15,1,2,2,False,False,0.0,0.0,30,2
15a00246,15,1,4,4,False,False,0.0,0.0,30,2
15a00247,15,1,4,4,False,False,0.0,0.0,30,2
15a00248,15,1,4,4,False,False,0.0,0.0,30,2
15a00249,15,1,2,2,False,False,0.0,0.0,30,2
15a00250,15,1,4,4,False,False,0.0,0.0,30,2
15a00251,15,1,2,2,False,False,0.0,0.0,30,2
15a00252,15,1,4,4,False,False,0.0,0.0,30,2
15a00253,15,1,2,2,False,False,0.0,0.0,30,2
15a00254,15,1,0,0,False,False,0.0,0.0,30,2
15a00255,15,1,0,0,False,False,0.0,0.0,30,2
15a00256,15,1,0,0,False,False,0.0,0.0,30,2
15a00257,15,1,4,4,False,False,0.0,0.0,30,2
15a00258,15,1,2,2,False,False,0.0,0.0,30,2
15a00259,15,1,2,2,False,False,0.0,0.0,30,2
15a00260,15,1,0,0,False,False,0.0,0.0,30,2
15a00261,15,1,2,2,False,False,0.0,0.0,30,2
15a00262,15,1,2,2,False,False,0.0,0.0,30,2
15a00263,15,1,2,2,False,False,0.0,0.0,30,2
15a00264,15,1,2,2,False,False,0.0,0.0,30,2
15a00265,15,1,4,4,False,False,0.0,0.0,30,2
15a00266,15,1,2,2,False,False,0.0,0.0,30,2
15a00267,15,1,0,0,False,False,0.0,0.0,30,2
15a00268,15,1,0,0,False,False,0.0,0.0,30,2
15a00269,15,1,0,0,False,False,0.0,0.0,30,2
15a00270,15,1,2,2,False,False,0.0,0.0,30,2
15a00271,15,1,2,2,False,False,0.0,0.0,30,2
15a00272,15,1,0,0,False,False,0.0,0.0,30,2
15a00273,15,1,2,2,False,False,0.0,0.0,30,2
15a00274,15,1,0,0,False,False,0.0,0.0,30,2
15a00275,15,1,4,4,False,False,0.0,0.0,30,2
15a00276,15,1,6,6,False,False,0.0,0.0,30,2
15a00277,15,1,2,2,False,False,0.0,0.0,30,2
15a00278,15,1,0,0,False,False,0.0,0.0,30,2
15a00279,15,1,6,6,False,False,0.0,0.0,30,2
15a00280,15,1,2,2,False,False,0.0,0.0,30,2
15a00281,15,1,0,0,False,False,0.0,0.0,30,2
15a00282,15,1,0,0,False,False,0.0,0.0,30,2
15a00283,15,1,4,4,False,False,0.0,0.0,30,2
15a00284,15,1,0,0,False,False,0.0,0.0,30,2
15a00285,15,1,2,2,False,False,0.0,0.0,30,2
15a00286,15,1,8,8,False,False,0.0,0.0,30,2
15a00287,15,1,6,6,False,False,0.0,0.0,30,2
15a00288,15,1,2,2,False,False,0.0,0.0,30,2
15a00289,15,1,6,6,False,False,0.0,0.0,30,2
15a00290,15,1,0,0,False,False,0.0,0.0,30,2
15a00291,15,1,0,0,False,False,0.0,0.0,30,2
15a00292,15,1,2,2,False,False,0.0,0.0,30,2
15a00293,15,1,4,4,False,False,0.0,0.0,30,2
15a00294,15,1,2,2,False,False,0.0,0.0,30,2
15a00295,15,1,4,4,False,False,0.0,0.0,30,2
15a00296,15,1,0,0,False,False,0.0,0.0,30,2
15a00297,15,1,2,2,False,False,0.0,0.0,30,2
15a00298,15,1,2,2,False,False,0.0,0.0,30,2
15a00299,15,1,0,0,False,False,0.0,0.0,30,2
15a00300,15,1,2,2,False,False,0.0,0.0,30,2
15a00301,15,1,4,4,False,False,0.0,0.0,30,2
15a00302,15,1,2,2,False,False,0.0,0.0,30,2
15a00303,15,1,0,0,False,False,0.0,0.0,30,2
15a00304,15,1,4,4,False,False,0.0,0.0,30,2
15a00305,15,1,2,2,False,False,0.0,0.0,30,2
15a00306,15,1,2,2,False,False,0.0,0.0,30,2
15a00307,15,1,0,0,False,False,0.0,0.0,30,2
15a00308,15,1,0,0,False,False,0.0,0.0,30,2
15a00309,15,1,2,2,False,False,0.0,0.0,30,2
15a00310,15,1,4,4,False,False,0.0,0.0,30,2
15a00311,15,1,6,6,False,False,0.0,0.0,30,2
15a00312,15,1,0,0,False,False,0.0,0.0,30,2
15a00313,15,1,2,2,False,False,0.0,0.0,30,2
15a00314,15,1,2,2,False,False,0.0,0.0,30,2
15a00315,15,1,0,0,False,False,0.0,0.0,30,2
15a00316,15,1,8,8,False,False,0.0,0.0,30,2
15a00317,15,1,6,6,False,False,0.0,0.0,30,2
15a00318,15,1,4,4,False,False,0.0,0.0,30,2
15a00319,15,1,2,2,False,False,0.0,0.0,30,2
15a00320,15,1,0,0,False,False,0.0,0.0,30,2
15a00321,15,1,0,0,False,False,0.0,0.0,30,2
15a00322,15,1,2,2,False,False,0.0,0.0,30,2
15a00323,15,1,0,0,False,False,0.0,0.0,30,2
15a00324,15,1,0,0,False,False,0.0,0.0,30,2
15a00325,15,1,2,2,False,False,0.0,0.0,30,2
15a00326,15,1,2,2,False,False,0.0,0.0,30,2
15a00327,15,1,0,0,False,False,0.0,0.0,30,2
15a00328,15,1,0,0,False,False,0.0,0.0,30,2
15a00329,15,1,2,2,False,False,0.0,0.0,30,2
15a00330,15,1,0,0,False,False,0.0,0.0,30,2
15a00331,15,1,2,2,False,False,0.0,0.0,30,2
15a00332,15,1,4,4,False,False,0.0,0.0,30,2
15a00333,15,1,0,0,False,False,0.0,0.0,30,2
15a00334,15,1,2,2,False,False,0.0,0.0,30,2
15a00335,15,1,0,0,False,False,0.0,0.0,30,2
15a00336,15,1,2,2,False,False,0.0,0.0,30,2
15a00337,15,1,0,0,False,False,0.0,0.0,30,2
15a00338,15,1,6,6,False,False,0.0,0.0,30,2
15a00339,15,1,4,4,False,False,0.0,0.0,30,2
15a00340,15,1,0,0,False,False,0.0,0.0,30,2
15a00341,15,1,2,2,False,False,0.0,0.0,30,2
15a00342,15,1,0,0,False,False,0.0,0.0,30,2
15a00343,15,1,0,0,False,False,0.0,0.0,30,2
15a00344,15,1,0,0,False,False,0.0,0.0,30,2
15a00345,15,1,2,2,False,False,0.0,0.0,30,2
15a00346,15,1,0,0,False,False,0.0,0.0,30,2
15a00347,15,1,4,4,False,False,0.0,0.0,30,2
15a00348,15,1,6,6,False,False,0.0,0.0,30,2
15a00349,15,1,0,0,False,False,0.0,0.0,30,2
15a00350,15,1,2,2,False,False,0.0,0.0,30,2
15a00351,15,1,2,2,False,False,0.0,0.0,30,2
15a00352,15,1,2,2,False,False,0.0,0.0,30,2
15a00353,15,1,0,0,False,False,0.0,0.0,30,2
15a00354,15,1,0,0,False,False,0.0,0.0,30,2
15a00355,15,1,2,2,False,False,0.0,0.0,30,2
15a00356,15,1,2,2,False,False,0.0,0.0,30,2
15a00357,15,1,0,0,False,False,0.0,0.0,30,2
15a00358,15,1,2,2,False,False,0.0,0.0,30,2
15a00359,15,1,0,0,False,False,0.0,0.0,30,2
15a00360,15,1,2,2,False,False,0.0,0.0,30,2
15a00361,15,1,2,2,False,False,0.0,0.0,30,2
15a00362,15,1,4,4,False,False,0.0,0.0,30,2
15a00363,15,1,0,0,False,False,0.0,0.0,30,2
15a00364,15,1,2,2,False,False,0.0,0.0,30,2
15a00365,15,1,4,4,False,False,0.0,0.0,30,2
15a00366,15,1,2,2,False,False,0.0,0.0,30,2
15a00367,15,1,2,2,False,False,0.0,0.0,30,2
15a00368,15,1,0,0,False,False,0.0,0.0,30,2
15a00369,15,1,0,0,False,False,0.0,0.0,30,2
15a00370,15,1,0,0,False,False,0.0,0.0,30,2
15a00371,15,1,2,2,False,False,0.0,0.0,30,2
15a00372,15,1,2,2,False,False,0.0,0.0,30,2
15a00373,15,1,4,4,False,False,0.0,0.0,30,2
15a00374,15,1,4,4,False,False,0.0,0.0,30,2
15a00375,15,1,2,2,False,False,0.0,0.0,30,2
15a00376,15,1,0,0,False,False,0.0,0.0,30,2
15a00377,15,1,2,2,False,False,0.0,0.0,30,2
15a00378,15,1,4,4,False,False,0.0,0.0,30,2
15a00379,15,1,4,4,False,False,0.0,0.0,30,2
15a00380,15,1,0,0,False,False,0.0,0.0,30,2
15a00381,15,1,2,2,False,False,0.0,0.0,30,2
15a00382,15,1,0,0,False,False,0.0,0.0,30,2
15a00383,15,1,2,2,False,False,0.0,0.0,30,2
15a00384,15,1,2,2,False,False,0.0,0.0,30,2
15a00385,15,1,4,4,False,False,0.0,0.0,30,2
15a00386,15,1,0,0,False,False,0.0,0.0,30,2
15a00387,15,1,2,2,False,False,0.0,0.0,30,2
15a00388,15,1,6,6,False,False,0.0,0.0,30,2
15a00389,15,1,4,4,False,False,0.0,0.0,30,2
15a00390,15,1,2,2,False,False,0.0,0.0,30,2
15a00391,15,1,4,4,False,False,0.0,0.0,30,2
15a00392,15,1,2,2,False,False,0.0,0.0,30,2
15a00393,15,1,4,4,False,False,0.0,0.0,30,2
15a00394,15,1,2,2,False,False,0.0,0.0,30,2
15a00395,15,1,2,2,False,False,0.0,0.0,30,2
15a00396,15,1,0,0,False,False,0.0,0.0,30,2
15a00397,15,1,2,2,False,False,0.0,0.0,30,2
15a00398,15,1,0,0,False,False,0.0,0.0,30,2
15a00399,15,1,2,2,False,False,0.0,0.0,30,2
15a00400,15,1,4,4,False,False,0.0,0.0,30,2
15a00401,15,1,2,2,False,False,0.0,0.0,30,2
15a00402,15,1,0,0,False,False,0.0,0.0,30,2
15a00403,15,1,0,0,False,False,0.0,0.0,30,2
15a00404,15,1,0,0,False,False,0.0,0.0,30,2
15a00405,15,1,2,2,False,False,0.0,0.0,30,2
15a00406,15,1,4,4,False,False,0.0,0.0,30,2
15a00407,15,1,0,0,False,False,0.0,0.0,30,2
15a00408,15,1,2,2,False,False,0.0,0.0,30,2
15a00409,15,1,6,6,False,False,0.0,0.0,30,2
15a00410,15,1,4,4,False,False,0.0,0.0,30,2
15a00411,15,1,4,4,False,False,0.0,0.0,30,2
15a00412,15,1,2,2,False,False,0.0,0.0,30,2
15a00413,15,1,2,2,False,False,0.0,0.0,30,2
15a00414,15,1,2,2,False,False,0.0,0.0,30,2
15a00415,15,1,0,0,False,False,0.0,0.0,30,2
15a00416,15,1,2,2,False,False,0.0,0.0,30,2
15a00417,15,1,2,2,False,False,0.0,0.0,30,2
15a00418,15,1,0,0,False,False,0.0,0.0,30,2
15a00419,15,1,2,2,False,False,0.0,0.0,30,2
15a00420,15,1,2,2,False,False,0.0,0.0,30,2
15a00421,15,1,2,2,False,False,0.0,0.0,30,2
15a00422,15,1,6,6,False,False,0.0,0.0,30,2
15a00423,15,1,0,0,False,False,0.0,0.0,30,2
15a00424,15,1,0,0,False,False,0.0,0.0,30,2
15a00425,15,1,2,2,False,False,0.0,0.0,30,2
15a00426,15,1,0,0,False,False,0.0,0.0,30,2
15a00427,15,1,0,0,False,False,0.0,0.0,30,2
15a00428,15,1,2,2,False,False,0.0,0.0,30,2
15a00429,15,1,0,0,False,False,0.0,0.0,30,2
15a00430,15,1,0,0,False,False,0.0,0.0,30,2
15a00431,15,1,2,2,False,False,0.0,0.0,30,2
15a00432,15,1,2,2,False,False,0.0,0.0,30,2
15a00433,15,1,2,2,False,False,0.0,0.0,30,2
15a00434,15,1,2,2,False,False,0.0,0.0,30,2
15a00435,15,1,4,4,False,False,0.0,0.0,30,2
15a00436,15,1,2,2,False,False,0.0,0.0,30,2
15a00437,15,1,0,0,False,False,0.0,0.0,30,2
15a00438,15,1,4,4,False,False,0.0,0.0,30,2
15a00439,15,1,2,2,False,False,0.0,0.0,30,2
15a00440,15,1,0,0,False,False,0.0,0.0,30,2
15a00441,15,1,0,0,False,False,0.0,0.0,30,2
15a00442,15,1,2,2,False,False,0.0,0.0,30,2
15a00443,15,1,2,2,False,False,0.0,0.0,30,2
15a00444,15,1,4,4,False,False,0.0,0.0,30,2
15a00445,15,1,2,2,False,False,0.0,0.0,30,2
15a00446,15,1,2,2,False,False,0.0,0.0,30,2
15a00447,15,1,0,0,False,False,0.0,0.0,30,2
15a00448,15,1,2,2,False,False,0.0,0.0,30,2
15a00449,15,1,0,0,False,False,0.0,0.0,30,2
15a00450,15,1,4,4,False,False,0.0,0.0,30,2
15a00451,15,1,2,2,False,False,0.0,0.0,30,2
15a00452,15,1,0,0,False,False,0.0,0.0,30,2
15a00453,15,1,2,2,False,False,0.0,0.0,30,2
15a00454,15,1,8,8,False,False,0.0,0.0,30,2
15a00455,15,1,6,6,False,False,0.0,0.0,30,2
15a00456,15,1,0,0,False,False,0.0,0.0,30,2
15a00457,15,1,2,2,False,False,0.0,0.0,30,2
15a00458,15,1,2,2,False,False,0.0,0.0,30,2
15a00459,15,1,2,2,False,False,0.0,0.0,30,2
15a00460,15,1,0,0,False,False,0.0,0.0,30,2
15a00461,15,1,2,2,False,False,0.0,0.0,30,2
15a00462,15,1,4,4,False,False,0.0,0.0,30,2
15a00463,15,1,0,0,False,False,0.0,0.0,30,2
15a00464,15,1,2,2,False,False,0.0,0.0,30,2
15a00465,15,1,2,2,False,False,0.0,0.0,30,2
15a00466,15,1,2,2,False,False,0.0,0.0,30,2
15a00467,15,1,2,2,False,False,0.0,0.0,30,2
15a00468,15,1,0,0,False,False,0.0,0.0,30,2
15a00469,15,1,2,2,False,False,0.0,0.0,30,2
15a00470,15,1,2,2,False,False,0.0,0.0,30,2
15a00471,15,1,4,4,False,False,0.0,0.0,30,2
15a00472,15,1,2,2,False,False,0.0,0.0,30,2
15a00473,15,1,0,0,False,False,0.0,0.0,30,2
15a00474,15,1,2,2,False,False,0.0,0.0,30,2
15a00475,15,1,2,2,False,False,0.0,0.0,30,2
15a00476,15,1,6,6,False,False,0.0,0.0,30,2
15a00477,15,1,4,4,False,False,0.0,0.0,30,2
15a00478,15,1,6,6,False,False,0.0,0.0,30,2
