analysis,metric,observed,null_mean,null_sd,null_q025,null_q975,empirical_p_upper,B,Holm_p_within_family
gap_exact_thickness_all5,P_G_gt_0,0.7692307692307693,0.6450278106508877,0.015265569301067459,0.6153846153846154,0.6745562130177515,0.0001999600079984003,5000,0.0005998800239952009
gap_exact_thickness_all5,mean_G,1.7337278106508875,1.471153846153846,0.03233994382048789,1.4082840236686391,1.532544378698225,0.0001999600079984003,5000,0.0005998800239952009
gap_exact_thickness_all5,P_G_ge_4,0.09763313609467456,0.0905491124260355,0.004407084959124663,0.08284023668639054,0.10059171597633136,0.09758048390321936,5000,0.09758048390321936
noKh_external_Khovanov,mean_diag,2.9727272727272727,2.4142063636363638,0.02664898447115931,2.3635227272727275,2.4681818181818183,0.0001999600079984003,5000,0.0007998400319936012
noKh_external_Khovanov,P_diag_ge_3,0.7545454545454545,0.39221,0.024836099298181688,0.3409090909090909,0.4409090909090909,0.0001999600079984003,5000,0.0007998400319936012
noKh_external_Khovanov,P_diag_ge_4,0.21818181818181817,0.021996363636363637,0.0076976933104287125,0.00909090909090909,0.03636363636363636,0.0001999600079984003,5000,0.0007998400319936012
noKh_external_Khovanov,mean_support,31.03181818181818,28.384899090909098,0.22886284680560892,27.94534090909091,28.845454545454544,0.0001999600079984003,5000,0.0007998400319936012
