norm,Conditional percentile,Raw SSE,Relative error,Residual Mahalanobis,Residual isolation forest
mean_log_sq_norm,0.002638112631612582,0.038845110131747775,-0.03135018804716938,0.05967954084877147,0.04836253169998759
max_log_sq_norm,-0.029284245662370322,-0.08036777870788242,0.007451146945316437,-0.039308938082788854,0.014715218392350203
Alexander_log_sq_norm,-0.46201276617190323,-0.5387431243343818,-0.5302968744222245,-0.37331195450920024,-0.05991378473394684
Jones_log_sq_norm,0.2634429040555641,0.49147984461997263,0.03094408022432954,0.19657480335941183,0.015896682712240297
HOMFLY_PT_log_sq_norm,0.5619773854652339,0.3779363721322369,0.3642372085653768,0.2588918497323432,0.1934424329174871
Theta_log_sq_norm,-0.30661941184852565,-0.20829902691208996,-0.45999322927802,-0.1220745642485693,0.024142155616865463
Khovanov_log_sq_norm,-0.07883137045757418,-0.38705928737840617,0.018952614016885454,-0.03447846511587106,-0.057760727634916145
