norm,Conditional percentile,Raw SSE,Relative error,Residual Mahalanobis,Residual isolation forest
mean_log_sq_norm,0.02247252059314608,0.21175672322154793,-0.2507379969790713,0.44591435233883236,0.30489822743706624
max_log_sq_norm,-0.27058704662462624,-0.4663064344338045,0.07335472913708777,-0.27656942624605446,0.11819928287265274
Alexander_log_sq_norm,-0.6116199305509201,-0.49063072515992656,-0.6962917564991877,-0.3610780161208035,-0.09193401517885993
Jones_log_sq_norm,0.2873970757561659,0.43461393658304803,0.030181147865301017,0.203059331776408,0.02664267322872722
HOMFLY_PT_log_sq_norm,0.6064729249399088,0.553874303332226,0.5127177895262788,0.4504281838507196,0.2939566486332974
Theta_log_sq_norm,-0.5228558945242128,-0.30725505896312044,-0.5135598592733497,-0.22751088171565959,0.12443901348715844
Khovanov_log_sq_norm,-0.19068749662303852,-0.9424000771501875,0.037005625184356204,-0.04331471330164501,-0.14517151771297793
