source,family,method,metric,n_selected,bootstrap_unit,inference_target,observed,bootstrap_mean,bootstrap_se,ci_level,ci_low,ci_high,n_valid_bootstrap,member_set
stage23B_equal_size_scores,All 5 C3,residual_isolation_forest,mean_abs_gap,60,canonical knot,finite-atlas empirical stability,2.1052631578947367,2.103188453319694,0.24067647982559237,0.95,1.6363636363636365,2.588235294117647,5000,
stage23B_equal_size_scores,All 5 C3,residual_isolation_forest,abs_gap_ge_4_prop,60,canonical knot,finite-atlas empirical stability,0.15789473684210525,0.15699884472785464,0.08605186801212802,0.95,0.0,0.3478804347826079,5000,
stage23B_equal_size_scores,All 5 C3,residual_isolation_forest,kh_diagonal_mean,60,canonical knot,finite-atlas empirical stability,2.3666666666666667,2.36655,0.07469301602333289,0.95,2.2333333333333334,2.5166666666666666,5000,
stage23B_equal_size_scores,All 5 C3,residual_isolation_forest,kh_diagonal_ge_3_prop,60,canonical knot,finite-atlas empirical stability,0.31666666666666665,0.31668999999999997,0.05974661355730811,0.95,0.2,0.43333333333333335,5000,
stage23B_equal_size_scores,All 5 C3,residual_isolation_forest,kh_diagonal_ge_4_prop,60,canonical knot,finite-atlas empirical stability,0.05,0.049859999999999995,0.028369138659330512,0.95,0.0,0.11666666666666667,5000,
stage23B_equal_size_scores,All 5 C3,residual_isolation_forest,kh_support_mean,60,canonical knot,finite-atlas empirical stability,29.733333333333334,29.731376666666666,0.39422720328060845,0.95,28.916666666666668,30.466666666666665,5000,
stage23B_equal_size_scores,All 5 C3,residual_isolation_forest,crossing_15_prop,60,canonical knot,finite-atlas empirical stability,0.95,0.9504166666666666,0.027755528307854403,0.95,0.8833333333333333,1.0,5000,
stage23B_equal_size_scores,All 5 C3,residual_isolation_forest,alternating_prop,60,canonical knot,finite-atlas empirical stability,0.6833333333333333,0.6833100000000001,0.059746613557308106,0.95,0.5666666666666667,0.8,5000,
stage23B_equal_size_scores,All 5 C3,conditional_percentile_100,abs_gap_positive_prop,60,canonical knot,finite-atlas empirical stability,0.7450980392156863,0.7448455617000945,0.06105807112820529,0.95,0.6226415094339622,0.8571428571428571,5000,
stage23B_equal_size_scores,All 5 C3,conditional_percentile_100,mean_abs_gap,60,canonical knot,finite-atlas empirical stability,1.7647058823529411,1.7621788792515807,0.17325468712265754,0.95,1.433827493261456,2.1071915584415577,5000,
stage23B_equal_size_scores,All 5 C3,conditional_percentile_100,abs_gap_ge_4_prop,60,canonical knot,finite-atlas empirical stability,0.13725490196078433,0.13624387792569587,0.049330364692991506,0.95,0.052478580171359285,0.2391304347826087,5000,
stage23B_equal_size_scores,All 5 C3,conditional_percentile_100,kh_diagonal_mean,60,canonical knot,finite-atlas empirical stability,3.0,2.9994,0.07493246349832827,0.95,2.85,3.15,5000,
stage23B_equal_size_scores,All 5 C3,conditional_percentile_100,kh_diagonal_ge_3_prop,60,canonical knot,finite-atlas empirical stability,0.8333333333333334,0.8337466666666667,0.048845285171527135,0.95,0.7333333333333333,0.9166666666666666,5000,
stage23B_equal_size_scores,All 5 C3,conditional_percentile_100,kh_diagonal_ge_4_prop,60,canonical knot,finite-atlas empirical stability,0.16666666666666666,0.16565333333333332,0.04864727719186659,0.95,0.08333333333333333,0.26666666666666666,5000,
stage23B_equal_size_scores,All 5 C3,conditional_percentile_100,kh_support_mean,60,canonical knot,finite-atlas empirical stability,30.1,30.0942,0.5300462189689623,0.95,29.033333333333335,31.083333333333332,5000,
stage23B_equal_size_scores,All 5 C3,conditional_percentile_100,crossing_15_prop,60,canonical knot,finite-atlas empirical stability,0.8333333333333334,0.8318066666666666,0.04783901595583732,0.95,0.7333333333333333,0.9166666666666666,5000,
stage23B_equal_size_scores,All 5 C3,conditional_percentile_100,alternating_prop,60,canonical knot,finite-atlas empirical stability,0.15,0.14999,0.047060818330137,0.95,0.06666666666666667,0.25,5000,
stage23B_equal_size_scores,No Khovanov C3,raw_sse,abs_gap_positive_prop,31,canonical knot,finite-atlas empirical stability,1.0,1.0,0.0,0.95,1.0,1.0,5000,
stage23B_equal_size_scores,No Khovanov C3,raw_sse,mean_abs_gap,31,canonical knot,finite-atlas empirical stability,2.4615384615384617,2.4569159253862156,0.24500288255101724,0.95,2.0,3.0,5000,
stage23B_equal_size_scores,No Khovanov C3,raw_sse,abs_gap_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.23076923076923078,0.22845796269310775,0.12250144127550862,0.95,0.0,0.5,5000,
stage23B_equal_size_scores,No Khovanov C3,raw_sse,kh_diagonal_mean,31,canonical knot,finite-atlas empirical stability,2.5483870967741935,2.5482838709677416,0.12692425681879144,0.95,2.2903225806451615,2.806451612903226,5000,
stage23B_equal_size_scores,No Khovanov C3,raw_sse,kh_diagonal_ge_3_prop,31,canonical knot,finite-atlas empirical stability,0.41935483870967744,0.4198709677419355,0.08839678454778163,0.95,0.25806451612903225,0.5806451612903226,5000,
stage23B_equal_size_scores,No Khovanov C3,raw_sse,kh_diagonal_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.12903225806451613,0.12841290322580645,0.0603107670517087,0.95,0.03225806451612903,0.25806451612903225,5000,
stage23B_equal_size_scores,No Khovanov C3,raw_sse,kh_support_mean,31,canonical knot,finite-atlas empirical stability,29.838709677419356,29.841051612903225,0.5426162382785151,0.95,28.774193548387096,30.93548387096774,5000,
stage23B_equal_size_scores,No Khovanov C3,raw_sse,crossing_15_prop,31,canonical knot,finite-atlas empirical stability,1.0,1.0,0.0,0.95,1.0,1.0,5000,
stage23B_equal_size_scores,No Khovanov C3,raw_sse,alternating_prop,31,canonical knot,finite-atlas empirical stability,0.5806451612903226,0.5801290322580644,0.08839678454778163,0.95,0.41935483870967744,0.7419354838709677,5000,
stage23B_equal_size_scores,No Khovanov C3,relative_nre,abs_gap_positive_prop,31,canonical knot,finite-atlas empirical stability,0.3,0.29933564766984344,0.08263291925533582,0.95,0.13793103448275862,0.4666666666666667,5000,
stage23B_equal_size_scores,No Khovanov C3,relative_nre,mean_abs_gap,31,canonical knot,finite-atlas empirical stability,0.7333333333333333,0.7313537795035682,0.2175961990776799,0.95,0.3333333333333333,1.1724137931034482,5000,
stage23B_equal_size_scores,No Khovanov C3,relative_nre,abs_gap_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.06666666666666667,0.06634124208194063,0.04509590406270598,0.95,0.0,0.16666666666666666,5000,
stage23B_equal_size_scores,No Khovanov C3,relative_nre,kh_diagonal_mean,31,canonical knot,finite-atlas empirical stability,3.129032258064516,3.1295548387096774,0.07574149700396246,0.95,3.0,3.2903225806451615,5000,
stage23B_equal_size_scores,No Khovanov C3,relative_nre,kh_diagonal_ge_3_prop,31,canonical knot,finite-atlas empirical stability,0.967741935483871,0.9679483870967742,0.03154948131340128,0.95,0.9032258064516129,1.0,5000,
stage23B_equal_size_scores,No Khovanov C3,relative_nre,kh_diagonal_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.16129032258064516,0.1616064516129032,0.06576639567639156,0.95,0.03225806451612903,0.2903225806451613,5000,
stage23B_equal_size_scores,No Khovanov C3,relative_nre,kh_support_mean,31,canonical knot,finite-atlas empirical stability,32.03225806451613,32.032277419354834,0.4195965043215162,0.95,31.193548387096776,32.83951612903224,5000,
stage23B_equal_size_scores,No Khovanov C3,relative_nre,crossing_15_prop,31,canonical knot,finite-atlas empirical stability,0.6129032258064516,0.6134903225806453,0.08896555471123432,0.95,0.45161290322580644,0.7741935483870968,5000,
stage23B_equal_size_scores,No Khovanov C3,relative_nre,alternating_prop,31,canonical knot,finite-atlas empirical stability,0.03225806451612903,0.0320516129032258,0.03154948131340126,0.95,0.0,0.0967741935483871,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_mahalanobis,abs_gap_positive_prop,31,canonical knot,finite-atlas empirical stability,0.9166666666666666,0.9147517417899402,0.08246733292450036,0.95,0.7272727272727273,1.0,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_mahalanobis,mean_abs_gap,31,canonical knot,finite-atlas empirical stability,2.5,2.4865496135585445,0.35083217913537285,0.95,1.8,3.1666666666666665,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_mahalanobis,abs_gap_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.3333333333333333,0.3285230649893323,0.1383999159707023,0.95,0.08333333333333333,0.625,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_mahalanobis,kh_diagonal_mean,31,canonical knot,finite-atlas empirical stability,2.4838709677419355,2.4814709677419358,0.12893407462873713,0.95,2.2580645161290325,2.7419354838709675,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_mahalanobis,kh_diagonal_ge_3_prop,31,canonical knot,finite-atlas empirical stability,0.3548387096774194,0.3540645161290323,0.08627361653727393,0.95,0.1935483870967742,0.5161290322580645,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_mahalanobis,kh_diagonal_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.12903225806451613,0.1274064516129032,0.060101839611486726,0.95,0.03225806451612903,0.25806451612903225,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_mahalanobis,kh_support_mean,31,canonical knot,finite-atlas empirical stability,29.419354838709676,29.421625806451612,0.5406009048816204,0.95,28.322580645161292,30.451612903225808,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_mahalanobis,crossing_15_prop,31,canonical knot,finite-atlas empirical stability,0.967741935483871,0.9675548387096775,0.03139417072355307,0.95,0.9032258064516129,1.0,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_mahalanobis,alternating_prop,31,canonical knot,finite-atlas empirical stability,0.6129032258064516,0.6129548387096775,0.08784316110708533,0.95,0.45161290322580644,0.7741935483870968,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_isolation_forest,abs_gap_positive_prop,31,canonical knot,finite-atlas empirical stability,1.0,1.0,0.0,0.95,1.0,1.0,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_isolation_forest,mean_abs_gap,31,canonical knot,finite-atlas empirical stability,2.6,2.601286519356117,0.3028519346032754,0.95,2.0,3.25,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_isolation_forest,abs_gap_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.3,0.30064325967805844,0.1514259673016377,0.95,0.0,0.625,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_isolation_forest,kh_diagonal_mean,31,canonical knot,finite-atlas empirical stability,2.4193548387096775,2.4186838709677416,0.11825762125750745,0.95,2.193548387096774,2.645967741935472,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_isolation_forest,kh_diagonal_ge_3_prop,31,canonical knot,finite-atlas empirical stability,0.3225806451612903,0.3219290322580645,0.08363450753389104,0.95,0.16129032258064516,0.4838709677419355,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_isolation_forest,kh_diagonal_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.0967741935483871,0.09675483870967741,0.05300874319674273,0.95,0.0,0.1935483870967742,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_isolation_forest,kh_support_mean,31,canonical knot,finite-atlas empirical stability,29.032258064516128,29.048774193548386,0.5766415426888013,0.95,27.806451612903224,30.0,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_isolation_forest,crossing_15_prop,31,canonical knot,finite-atlas empirical stability,0.967741935483871,0.9685161290322579,0.031235594345472992,0.95,0.9032258064516129,1.0,5000,
stage23B_equal_size_scores,No Khovanov C3,residual_isolation_forest,alternating_prop,31,canonical knot,finite-atlas empirical stability,0.6774193548387096,0.6780709677419356,0.08363450753389104,0.95,0.5161290322580645,0.8387096774193549,5000,
stage23B_equal_size_scores,No Khovanov C3,conditional_percentile_100,abs_gap_positive_prop,31,canonical knot,finite-atlas empirical stability,0.7857142857142857,0.7853790747362561,0.07915042683903711,0.95,0.6206896551724138,0.9285714285714286,5000,
stage23B_equal_size_scores,No Khovanov C3,conditional_percentile_100,mean_abs_gap,31,canonical knot,finite-atlas empirical stability,2.0,1.996762527296852,0.2518344460147432,0.95,1.5,2.4831896551724078,5000,
stage23B_equal_size_scores,No Khovanov C3,conditional_percentile_100,abs_gap_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.21428571428571427,0.2130021889121699,0.07791196435983533,0.95,0.07142857142857142,0.3793103448275862,5000,
stage23B_equal_size_scores,No Khovanov C3,conditional_percentile_100,kh_diagonal_mean,31,canonical knot,finite-atlas empirical stability,3.161290322580645,3.1590709677419357,0.11267676246933317,0.95,2.935483870967742,3.3870967741935485,5000,
stage23B_equal_size_scores,No Khovanov C3,conditional_percentile_100,kh_diagonal_ge_3_prop,31,canonical knot,finite-atlas empirical stability,0.8709677419354839,0.8700774193548386,0.060248668770673516,0.95,0.7419354838709677,0.967741935483871,5000,
stage23B_equal_size_scores,No Khovanov C3,conditional_percentile_100,kh_diagonal_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.2903225806451613,0.2889935483870968,0.08123379290321926,0.95,0.12903225806451613,0.45161290322580644,5000,
stage23B_equal_size_scores,No Khovanov C3,conditional_percentile_100,kh_support_mean,31,canonical knot,finite-atlas empirical stability,31.129032258064516,31.13053548387097,0.6765102900992507,0.95,29.774193548387096,32.41935483870968,5000,
stage23B_equal_size_scores,No Khovanov C3,conditional_percentile_100,crossing_15_prop,31,canonical knot,finite-atlas empirical stability,0.9032258064516129,0.9022258064516129,0.05315618199320741,0.95,0.8064516129032258,1.0,5000,
stage23B_equal_size_scores,No Khovanov C3,conditional_percentile_100,alternating_prop,31,canonical knot,finite-atlas empirical stability,0.0967741935483871,0.09704516129032258,0.05297466472542148,0.95,0.0,0.22580645161290322,5000,
stage22_no_khovanov_full_atlas,No Khovanov >=3/4,conditional_percentile_100,abs_gap_positive_prop,220,canonical knot,finite-atlas empirical stability,0.8682634730538922,0.8682083393664294,0.02573136911581901,0.95,0.8164466026480431,0.9166666666666666,5000,
stage22_no_khovanov_full_atlas,No Khovanov >=3/4,conditional_percentile_100,mean_abs_gap,220,canonical knot,finite-atlas empirical stability,2.059880239520958,2.0583350517157704,0.08243368563068633,0.95,1.8971336405529955,2.2195157197236712,5000,
stage22_no_khovanov_full_atlas,No Khovanov >=3/4,conditional_percentile_100,abs_gap_ge_4_prop,220,canonical knot,finite-atlas empirical stability,0.16167664670658682,0.16095918649145552,0.02836091892634376,0.95,0.10650887573964497,0.21839080459770116,5000,
stage22_no_khovanov_full_atlas,No Khovanov >=3/4,conditional_percentile_100,kh_diagonal_mean,220,canonical knot,finite-atlas empirical stability,2.9727272727272727,2.972101818181818,0.04584852315251051,0.95,2.881818181818182,3.0636363636363635,5000,
stage22_no_khovanov_full_atlas,No Khovanov >=3/4,conditional_percentile_100,kh_diagonal_ge_3_prop,220,canonical knot,finite-atlas empirical stability,0.7545454545454545,0.7545127272727273,0.028779571838899634,0.95,0.6954545454545454,0.8136363636363636,5000,
stage22_no_khovanov_full_atlas,No Khovanov >=3/4,conditional_percentile_100,kh_diagonal_ge_4_prop,220,canonical knot,finite-atlas empirical stability,0.21818181818181817,0.21758909090909093,0.027887067067060796,0.95,0.16363636363636364,0.2727272727272727,5000,
stage22_no_khovanov_full_atlas,No Khovanov >=3/4,conditional_percentile_100,kh_support_mean,220,canonical knot,finite-atlas empirical stability,31.03181818181818,31.028590909090905,0.2795785393971476,0.95,30.48181818181818,31.577272727272728,5000,
stage22_no_khovanov_full_atlas,No Khovanov >=3/4,conditional_percentile_100,crossing_15_prop,220,canonical knot,finite-atlas empirical stability,0.9,0.8999472727272728,0.02029098796935326,0.95,0.8590909090909091,0.9363636363636364,5000,
stage22_no_khovanov_full_atlas,No Khovanov >=3/4,conditional_percentile_100,alternating_prop,220,canonical knot,finite-atlas empirical stability,0.2409090909090909,0.24093999999999996,0.02851555502906076,0.95,0.18636363636363637,0.29545454545454547,5000,
stage19_heldout,,,abs_gap_positive_prop,39,canonical knot,finite-atlas empirical stability,0.7272727272727273,0.7274226833605187,0.0783070501109788,0.95,0.5666666666666667,0.875,5000,All_5_>=3_pca_conditional
stage19_heldout,,,mean_abs_gap,39,canonical knot,finite-atlas empirical stability,1.7575757575757576,1.7560578584204545,0.22795596605466573,0.95,1.3125,2.193548387096774,5000,All_5_>=3_pca_conditional
stage19_heldout,,,abs_gap_ge_4_prop,39,canonical knot,finite-atlas empirical stability,0.15151515151515152,0.15060624584970841,0.06362694523830512,0.95,0.03225806451612903,0.2857142857142857,5000,All_5_>=3_pca_conditional
stage19_heldout,,,kh_diagonal_mean,39,canonical knot,finite-atlas empirical stability,3.0256410256410255,3.0247025641025638,0.09874633839308404,0.95,2.8461538461538463,3.230769230769231,5000,All_5_>=3_pca_conditional
stage19_heldout,,,kh_diagonal_ge_3_prop,39,canonical knot,finite-atlas empirical stability,0.8205128205128205,0.819902564102564,0.06181772127404895,0.95,0.6923076923076923,0.9230769230769231,5000,All_5_>=3_pca_conditional
stage19_heldout,,,kh_diagonal_ge_4_prop,39,canonical knot,finite-atlas empirical stability,0.20512820512820512,0.2048,0.06465560318119945,0.95,0.07692307692307693,0.3333333333333333,5000,All_5_>=3_pca_conditional
stage19_heldout,,,kh_support_mean,39,canonical knot,finite-atlas empirical stability,29.974358974358974,29.964702564102563,0.6248961313149749,0.95,28.692307692307693,31.128846153846144,5000,All_5_>=3_pca_conditional
stage19_heldout,,,crossing_15_prop,39,canonical knot,finite-atlas empirical stability,0.8205128205128205,0.8199641025641026,0.061028199768610014,0.95,0.6923076923076923,0.9230769230769231,5000,All_5_>=3_pca_conditional
stage19_heldout,,,alternating_prop,39,canonical knot,finite-atlas empirical stability,0.15384615384615385,0.15432307692307692,0.057724023496117674,0.95,0.05128205128205128,0.28205128205128205,5000,All_5_>=3_pca_conditional
stage19_heldout,,,abs_gap_positive_prop,40,canonical knot,finite-atlas empirical stability,0.6470588235294118,0.6460578233424944,0.08283208638877598,0.95,0.4838709677419355,0.8,5000,All_5_>=3_ae_majority
stage19_heldout,,,mean_abs_gap,40,canonical knot,finite-atlas empirical stability,1.4705882352941178,1.470894458901456,0.2100540891515953,0.95,1.0588235294117647,1.8824369747899148,5000,All_5_>=3_ae_majority
stage19_heldout,,,abs_gap_ge_4_prop,40,canonical knot,finite-atlas empirical stability,0.08823529411764706,0.08938940610823361,0.049608380177454316,0.95,0.0,0.1945833333333313,5000,All_5_>=3_ae_majority
stage19_heldout,,,kh_diagonal_mean,40,canonical knot,finite-atlas empirical stability,2.975,2.974585,0.09015862959638496,0.95,2.8,3.15,5000,All_5_>=3_ae_majority
stage19_heldout,,,kh_diagonal_ge_3_prop,40,canonical knot,finite-atlas empirical stability,0.825,0.82415,0.060351105633536135,0.95,0.7,0.925,5000,All_5_>=3_ae_majority
stage19_heldout,,,kh_diagonal_ge_4_prop,40,canonical knot,finite-atlas empirical stability,0.15,0.15043499999999999,0.05650950751765563,0.95,0.05,0.275,5000,All_5_>=3_ae_majority
stage19_heldout,,,kh_support_mean,40,canonical knot,finite-atlas empirical stability,31.275,31.282120000000003,0.5186502725546803,0.95,30.275,32.275,5000,All_5_>=3_ae_majority
stage19_heldout,,,crossing_15_prop,40,canonical knot,finite-atlas empirical stability,0.825,0.825,0.06006847462961637,0.95,0.7,0.925,5000,All_5_>=3_ae_majority
stage19_heldout,,,alternating_prop,40,canonical knot,finite-atlas empirical stability,0.15,0.15077999999999997,0.05682681987839456,0.95,0.05,0.275,5000,All_5_>=3_ae_majority
stage19_heldout,,,abs_gap_positive_prop,63,canonical knot,finite-atlas empirical stability,0.7924528301886793,0.7947205441018336,0.055383531295604485,0.95,0.6792452830188679,0.8979591836734694,5000,All_5_>=3_frozen_test
stage19_heldout,,,mean_abs_gap,63,canonical knot,finite-atlas empirical stability,1.849056603773585,1.851329433260201,0.15720995642948496,0.95,1.5384615384615385,2.16,5000,All_5_>=3_frozen_test
stage19_heldout,,,abs_gap_ge_4_prop,63,canonical knot,finite-atlas empirical stability,0.1320754716981132,0.13094417252826698,0.04662740896154221,0.95,0.053547932330827164,0.23076923076923078,5000,All_5_>=3_frozen_test
stage19_heldout,,,kh_diagonal_mean,63,canonical knot,finite-atlas empirical stability,2.9523809523809526,2.950968253968254,0.07254307999975887,0.95,2.8095238095238093,3.0952380952380953,5000,All_5_>=3_frozen_test
stage19_heldout,,,kh_diagonal_ge_3_prop,63,canonical knot,finite-atlas empirical stability,0.8095238095238095,0.8088825396825395,0.049010039887789486,0.95,0.7142857142857143,0.9047619047619048,5000,All_5_>=3_frozen_test
stage19_heldout,,,kh_diagonal_ge_4_prop,63,canonical knot,finite-atlas empirical stability,0.14285714285714285,0.14208571428571426,0.04416518386900229,0.95,0.06349206349206349,0.23809523809523808,5000,All_5_>=3_frozen_test
stage19_heldout,,,kh_support_mean,63,canonical knot,finite-atlas empirical stability,29.095238095238095,29.081803174603177,0.5430503001619633,0.95,28.015873015873016,30.126984126984127,5000,All_5_>=3_frozen_test
stage19_heldout,,,crossing_15_prop,63,canonical knot,finite-atlas empirical stability,0.8253968253968254,0.8242253968253969,0.048954439488932404,0.95,0.7301587301587301,0.9206349206349206,5000,All_5_>=3_frozen_test
stage19_heldout,,,alternating_prop,63,canonical knot,finite-atlas empirical stability,0.15873015873015872,0.15961587301587302,0.04559269662135281,0.95,0.07936507936507936,0.25396825396825395,5000,All_5_>=3_frozen_test
stage19_heldout,,,abs_gap_positive_prop,20,canonical knot,finite-atlas empirical stability,0.7894736842105263,0.7905702771634969,0.09214786783389194,0.95,0.6,0.95,5000,No_Khovanov_>=3_4_pca_conditional
stage19_heldout,,,mean_abs_gap,20,canonical knot,finite-atlas empirical stability,2.0,2.007522947564991,0.2971201360598656,0.95,1.4444444444444444,2.6,5000,No_Khovanov_>=3_4_pca_conditional
stage19_heldout,,,abs_gap_ge_4_prop,20,canonical knot,finite-atlas empirical stability,0.21052631578947367,0.2131911966189985,0.0942790911760249,0.95,0.05,0.42105263157894735,5000,No_Khovanov_>=3_4_pca_conditional
stage19_heldout,,,kh_diagonal_mean,20,canonical knot,finite-atlas empirical stability,3.25,3.2517400000000003,0.13721420461304115,0.95,3.0,3.5,5000,No_Khovanov_>=3_4_pca_conditional
stage19_heldout,,,kh_diagonal_ge_3_prop,20,canonical knot,finite-atlas empirical stability,0.9,0.89986,0.0664745377782694,0.95,0.75,1.0,5000,No_Khovanov_>=3_4_pca_conditional
stage19_heldout,,,kh_diagonal_ge_4_prop,20,canonical knot,finite-atlas empirical stability,0.35,0.35187999999999997,0.1057293778486758,0.95,0.15,0.55,5000,No_Khovanov_>=3_4_pca_conditional
stage19_heldout,,,kh_support_mean,20,canonical knot,finite-atlas empirical stability,31.1,31.087670000000003,0.8150916181443615,0.95,29.5,32.65,5000,No_Khovanov_>=3_4_pca_conditional
stage19_heldout,,,crossing_15_prop,20,canonical knot,finite-atlas empirical stability,0.9,0.90117,0.06587107787018484,0.95,0.75,1.0,5000,No_Khovanov_>=3_4_pca_conditional
stage19_heldout,,,alternating_prop,20,canonical knot,finite-atlas empirical stability,0.05,0.05027,0.04822750541398229,0.95,0.0,0.15,5000,No_Khovanov_>=3_4_pca_conditional
stage19_heldout,,,abs_gap_positive_prop,24,canonical knot,finite-atlas empirical stability,0.6363636363636364,0.6385827320306112,0.10243175522693994,0.95,0.43478260869565216,0.8260869565217391,5000,No_Khovanov_>=3_4_ae_majority
stage19_heldout,,,mean_abs_gap,24,canonical knot,finite-atlas empirical stability,1.4545454545454546,1.4614210086228514,0.26264829564857933,0.95,0.9565217391304348,2.0,5000,No_Khovanov_>=3_4_ae_majority
stage19_heldout,,,abs_gap_ge_4_prop,24,canonical knot,finite-atlas empirical stability,0.09090909090909091,0.09212777228081441,0.06187358757381225,0.95,0.0,0.22727272727272727,5000,No_Khovanov_>=3_4_ae_majority
stage19_heldout,,,kh_diagonal_mean,24,canonical knot,finite-atlas empirical stability,3.0,3.002491666666667,0.08222811766259479,0.95,2.8333333333333335,3.1666666666666665,5000,No_Khovanov_>=3_4_ae_majority
stage19_heldout,,,kh_diagonal_ge_3_prop,24,canonical knot,finite-atlas empirical stability,0.9166666666666666,0.917975,0.05526397939622122,0.95,0.7916666666666666,1.0,5000,No_Khovanov_>=3_4_ae_majority
stage19_heldout,,,kh_diagonal_ge_4_prop,24,canonical knot,finite-atlas empirical stability,0.08333333333333333,0.08451666666666666,0.056874100621928075,0.95,0.0,0.20833333333333334,5000,No_Khovanov_>=3_4_ae_majority
stage19_heldout,,,kh_support_mean,24,canonical knot,finite-atlas empirical stability,32.416666666666664,32.42785,0.514733756315049,0.95,31.415625000000006,33.416666666666664,5000,No_Khovanov_>=3_4_ae_majority
stage19_heldout,,,crossing_15_prop,24,canonical knot,finite-atlas empirical stability,0.875,0.8756083333333334,0.06771205147489288,0.95,0.75,1.0,5000,No_Khovanov_>=3_4_ae_majority
stage19_heldout,,,alternating_prop,24,canonical knot,finite-atlas empirical stability,0.08333333333333333,0.082025,0.05526397939622122,0.95,0.0,0.20833333333333334,5000,No_Khovanov_>=3_4_ae_majority
stage19_heldout,,,abs_gap_positive_prop,31,canonical knot,finite-atlas empirical stability,0.9259259259259259,0.9261713155500314,0.05069363197031832,0.95,0.8148148148148148,1.0,5000,No_Khovanov_>=3_4_frozen_test
stage19_heldout,,,mean_abs_gap,31,canonical knot,finite-atlas empirical stability,2.2962962962962963,2.2966637832616703,0.20257106543291167,0.95,1.92,2.6923076923076925,5000,No_Khovanov_>=3_4_frozen_test
stage19_heldout,,,abs_gap_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.2222222222222222,0.22216057608080356,0.08091961904167327,0.95,0.07407407407407407,0.38461538461538464,5000,No_Khovanov_>=3_4_frozen_test
stage19_heldout,,,kh_diagonal_mean,31,canonical knot,finite-atlas empirical stability,3.096774193548387,3.095948387096774,0.11476744896338875,0.95,2.870967741935484,3.3225806451612905,5000,No_Khovanov_>=3_4_frozen_test
stage19_heldout,,,kh_diagonal_ge_3_prop,31,canonical knot,finite-atlas empirical stability,0.8387096774193549,0.8383677419354837,0.06577892580433087,0.95,0.7096774193548387,0.967741935483871,5000,No_Khovanov_>=3_4_frozen_test
stage19_heldout,,,kh_diagonal_ge_4_prop,31,canonical knot,finite-atlas empirical stability,0.25806451612903225,0.2575806451612903,0.07947269583794046,0.95,0.0967741935483871,0.41935483870967744,5000,No_Khovanov_>=3_4_frozen_test
stage19_heldout,,,kh_support_mean,31,canonical knot,finite-atlas empirical stability,30.29032258064516,30.29901935483871,0.7933374250769863,0.95,28.70967741935484,31.806451612903224,5000,No_Khovanov_>=3_4_frozen_test
stage19_heldout,,,crossing_15_prop,31,canonical knot,finite-atlas empirical stability,0.9032258064516129,0.9035548387096775,0.05193262186929443,0.95,0.8064516129032258,1.0,5000,No_Khovanov_>=3_4_frozen_test
stage19_heldout,,,alternating_prop,31,canonical knot,finite-atlas empirical stability,0.12903225806451613,0.1295806451612903,0.06024065924023893,0.95,0.03225806451612903,0.25806451612903225,5000,No_Khovanov_>=3_4_frozen_test
