variant,n,k,evr,kh_diagonal_mean,kh_diagonal_ge_3_prop,kh_diagonal_ge_4_prop,kh_support_mean,alternating_prop,raw_sse_min,raw_sse_median,raw_sse_max,raw_sse_zero_n,boundary_tied_total,boundary_tied_selected
historical_standardized,31,10,,3.161290322580645,0.8709677419354839,0.2903225806451613,31.129032258064516,0.0967741935483871,0.0003478733552536311,0.045761120984289395,4242.449066055075,0,1,1
centered_only_stage41,31,10,1.0000011920928955,2.3548387096774195,0.2903225806451613,0.06451612903225806,30.161290322580644,0.6451612903225806,516.2047792777219,858023.6385446093,6437850391.674776,0,1,1
centered_only_float64,31,10,0.9999932235099503,2.3548387096774195,0.2903225806451613,0.06451612903225806,30.161290322580644,0.6451612903225806,516.27627311025,858010.318194726,6437854222.075092,0,1,1
