analysis,selected_n,observed_mean_diagonal,selected_mean_residual,residual_null_mean,residual_null_q025,residual_null_q975,p_emp,fixed_selected_structural
relative_error_no_khovanov_n31,31,3.129032258064516,0.18750468519604216,-0.0006011091704879777,-0.09528217236540021,0.0947414936594528,0.0001999600079984003,0
