knot_id_base,W_F,F_rank,F_support,stored_union_diagonal_count,F_tuple_group,F_reflection_orbit,stored_torsion_tuple_group,source_khovanov_id
08_09,2,26,16,2,0,0,1580,08_09
09_41,2,50,18,2,1,1,2643,09_41
10_043,2,74,20,2,2,2,2070,10_043
10_045,2,90,20,2,3,3,2087,10_045
10_059,2,76,20,2,4,4,1192,10_059
10_081,2,86,20,2,5,5,2072,10_081
10_106,2,76,20,2,4,4,1192,10_106
10_137,2,26,16,2,6,6,751,10_137
11a005,2,126,22,2,7,7,2649,11a005
11a044,2,118,22,2,8,8,2077,11a044
11a047,2,118,22,2,8,8,2077,11a047
11a057,2,100,22,2,9,9,3187,11a057
11a112,2,126,22,2,7,7,2649,11a112
11a231,2,100,22,2,9,9,3187,11a231
11n073,3,26,21,3,10,10,1649,11n073
11n074,3,26,21,3,10,10,1649,11n074
12a0030,2,190,24,2,11,11,3285,12a0030
12a0033,2,190,24,2,11,11,3285,12a0033
12a0122,2,172,24,2,12,12,3753,12a0122
12a0164,2,172,24,2,13,13,1227,12a0164
12a0166,2,172,24,2,13,13,1227,12a0166
12a0167,2,154,24,2,14,14,5008,12a0167
12a0182,2,172,24,2,12,12,3753,12a0182
12a0273,2,206,24,2,15,15,2667,12a0273
12a0341,2,230,24,2,16,16,2676,12a0341
12a0427,2,226,24,2,17,17,2675,12a0427
12a0435,2,226,24,2,17,17,2675,12a0435
12a0458,2,290,24,2,18,18,2768,12a0458
12a0510,2,194,24,2,19,19,2665,12a0510
12a0572,2,176,24,2,20,20,1194,12a0572
12a0627,2,230,24,2,16,16,2676,12a0627
12a0692,2,154,24,2,14,14,5008,12a0692
12a0821,2,194,24,2,19,19,2665,12a0821
12a0887,2,290,24,2,18,18,2768,12a0887
12a0890,2,206,24,2,15,15,2667,12a0890
12a0920,2,126,24,2,21,21,939,12a0920
12a0921,2,176,24,2,22,22,1226,12a0921
12a0990,2,226,24,2,17,17,2675,12a0990
12a1225,2,226,24,2,17,17,2675,12a1225
12n056,3,42,28,3,23,23,3234,12n056
12n057,3,42,28,3,23,23,3234,12n057
12n060,2,100,20,2,24,24,1691,12n060
12n061,2,100,20,2,24,24,1691,12n061
12n062,2,82,20,2,25,25,1153,12n062
12n066,2,82,20,2,25,25,1153,12n066
12n144,2,76,20,2,26,26,4287,12n144
12n360,2,50,18,2,27,27,755,12n360
12n369,2,76,20,2,4,4,1192,12n369
12n507,2,76,20,2,26,26,4287,12n507
12n605,3,42,28,3,28,28,2635,12n605
12n767,2,76,20,2,26,26,4287,12n767
12n768,2,26,17,2,29,29,3867,12n768
13a0104,2,280,26,2,30,30,1697,13a0104
13a0107,2,280,26,2,30,30,1697,13a0107
13a0136,2,392,26,2,31,31,1261,13a0136
13a0137,2,402,26,2,32,32,635,13a0137
13a0141,2,390,26,2,33,33,3443,13a0141
13a0142,2,390,26,2,33,33,3443,13a0142
13a0150,2,298,26,2,34,34,348,13a0150
13a0154,2,298,26,2,34,34,348,13a0154
13a0157,2,298,26,2,35,35,593,13a0157
13a0160,2,298,26,2,35,35,593,13a0160
13a0194,2,392,26,2,31,31,1261,13a0194
13a0196,2,402,26,2,32,32,635,13a0196
13a0199,2,392,26,2,36,36,4393,13a0199
13a0204,2,392,26,2,36,36,4393,13a0204
13a0290,2,326,26,2,37,37,2692,13a0290
13a0316,2,352,26,2,38,38,4357,13a0316
13a0336,2,326,26,2,37,37,2692,13a0336
13a0349,2,352,26,2,38,38,4357,13a0349
13a0361,2,352,26,2,39,39,1804,13a0361
13a0384,2,326,26,2,40,40,3397,13a0384
13a0395,2,352,26,2,39,39,1804,13a0395
13a0412,2,326,26,2,40,40,3397,13a0412
13a0413,2,244,26,2,41,41,1709,13a0413
13a0414,2,226,26,2,42,42,2078,13a0414
13a0471,2,374,26,2,43,43,2701,13a0471
13a0480,2,298,26,2,44,44,620,13a0480
13a0481,2,298,26,2,44,44,620,13a0481
13a0482,2,244,26,2,45,45,3756,13a0482
13a0483,2,374,26,2,43,43,2701,13a0483
13a0485,2,244,26,2,45,45,3756,13a0485
13a0518,2,368,26,2,46,46,1255,13a0518
13a0530,2,368,26,2,46,46,1255,13a0530
13a0549,2,226,26,2,47,47,3361,13a0549
13a0555,2,262,26,2,48,48,2678,13a0555
13a0556,2,226,26,2,47,47,3361,13a0556
13a0557,2,208,26,2,49,49,1700,13a0557
13a0558,2,262,26,2,50,50,2101,13a0558
13a0636,2,154,26,2,51,51,4667,13a0636
13a0637,2,244,26,2,52,52,4294,13a0637
13a0638,2,208,26,2,53,53,4310,13a0638
13a0664,2,262,26,2,48,48,2678,13a0664
13a0906,2,244,26,2,54,54,3758,13a0906
13a0916,2,244,26,2,54,54,3758,13a0916
13a0947,2,334,26,2,55,55,2683,13a0947
13a0948,2,316,26,2,56,56,3774,13a0948
13a0967,2,374,26,2,43,43,2701,13a0967
13a0994,2,190,26,2,57,57,4668,13a0994
13a0995,2,244,26,2,58,58,1702,13a0995
13a1058,2,260,26,2,59,59,4296,13a1058
13a1059,2,374,26,2,43,43,2701,13a1059
13a1114,2,372,26,2,60,60,1784,13a1114
13a1123,2,330,26,2,61,61,977,13a1123
13a1126,2,332,26,2,62,62,4325,13a1126
13a1143,2,372,26,2,60,60,1784,13a1143
13a1163,2,332,26,2,62,62,4325,13a1163
13a1231,2,208,26,2,63,63,3754,13a1231
13a1232,2,262,26,2,64,64,3301,13a1232
13a1237,2,208,26,2,63,63,3754,13a1237
13a1238,2,262,26,2,64,64,3301,13a1238
13a1316,2,316,26,2,65,65,1773,13a1316
13a1392,2,226,26,2,42,42,2078,13a1392
13a1394,2,330,26,2,61,61,977,13a1394
13a1459,2,226,26,2,66,66,2654,13a1459
13a1486,2,334,26,2,67,67,2693,13a1486
13a1604,2,316,26,2,68,68,3777,13a1604
13a1638,2,172,26,2,69,69,3188,13a1638
13a1662,2,406,26,2,70,70,2778,13a1662
13a1781,2,334,26,2,71,71,2769,13a1781
13a1813,2,316,26,2,72,72,1853,13a1813
13a1816,2,334,26,2,71,71,2769,13a1816
13a1821,2,276,26,2,73,73,2383,13a1821
13a1831,2,316,26,2,72,72,1853,13a1831
13a1990,2,348,26,2,74,74,2396,13a1990
13a1991,2,350,26,2,75,75,3381,13a1991
13a1993,2,334,26,2,76,76,2729,13a1993
13a1995,2,280,26,2,77,77,1204,13a1995
13a1996,2,316,26,2,78,78,3779,13a1996
13a2006,2,280,26,2,77,77,1204,13a2006
13a2020,2,348,26,2,74,74,2396,13a2020
13a2021,2,350,26,2,75,75,3381,13a2021
13a2022,2,316,26,2,78,78,3779,13a2022
13a2024,2,334,26,2,76,76,2729,13a2024
13a2283,2,226,26,2,79,79,2650,13a2283
13a2404,2,316,26,2,80,80,1777,13a2404
13a2407,2,334,26,2,81,81,2699,13a2407
13a2613,2,244,26,2,41,41,1709,13a2613
13a2614,2,208,26,2,49,49,1700,13a2614
13a2615,2,262,26,2,50,50,2101,13a2615
13a2616,2,154,26,2,51,51,4667,13a2616
13a2617,2,244,26,2,52,52,4294,13a2617
13a2618,2,208,26,2,53,53,4310,13a2618
13a2656,2,334,26,2,81,81,2699,13a2656
13a2720,2,244,26,2,82,82,1237,13a2720
13a2727,2,244,26,2,82,82,1237,13a2727
13a2800,2,262,26,2,83,83,3945,13a2800
13a2801,2,262,26,2,83,83,3945,13a2801
13a2802,2,334,26,2,84,84,2694,13a2802
13a2808,2,334,26,2,84,84,2694,13a2808
13a2929,2,316,26,2,80,80,1777,13a2929
13a3034,2,406,26,2,70,70,2778,13a3034
13a3035,2,190,26,2,57,57,4668,13a3035
13a3037,2,334,26,2,55,55,2683,13a3037
13a3039,2,244,26,2,58,58,1702,13a3039
13a3041,2,316,26,2,56,56,3774,13a3041
13a3043,2,334,26,2,67,67,2693,13a3043
13a3048,2,316,26,2,65,65,1773,13a3048
13a3058,2,316,26,2,68,68,3777,13a3058
13a3071,2,226,26,2,66,66,2654,13a3071
13a3072,2,172,26,2,69,69,3188,13a3072
13a3227,2,276,26,2,85,85,2303,13a3227
13a3238,2,298,26,2,86,86,974,13a3238
13a3246,2,276,26,2,85,85,2303,13a3246
13a3254,2,298,26,2,86,86,974,13a3254
13a3258,2,298,26,2,87,87,3302,13a3258
13a3271,2,276,26,2,88,88,1705,13a3271
13a3279,2,298,26,2,87,87,3302,13a3279
13a3286,2,276,26,2,88,88,1705,13a3286
13a3317,2,300,26,2,89,89,2391,13a3317
13a3320,2,300,26,2,89,89,2391,13a3320
13a3331,2,294,26,2,90,90,1041,13a3331
13a3335,2,294,26,2,90,90,1041,13a3335
13a3363,2,444,26,2,91,91,4394,13a3363
13a3365,2,444,26,2,91,91,4394,13a3365
13a3388,2,446,26,2,92,92,2788,13a3388
13a3390,2,446,26,2,92,92,2788,13a3390
13a3395,2,444,26,2,91,91,4394,13a3395
13a3396,2,444,26,2,91,91,4394,13a3396
13a3400,2,446,26,2,92,92,2788,13a3400
13a3401,2,446,26,2,92,92,2788,13a3401
13a3548,2,276,26,2,93,93,4313,13a3548
13a3549,2,226,26,2,94,94,3942,13a3549
13n0331,2,238,22,2,95,95,2689,13n0331
13n0332,3,96,31,3,96,96,206,13n0332
13n0346,2,220,22,2,97,97,1771,13n0346
13n0347,3,126,31,3,98,98,604,13n0347
13n0348,3,98,21,3,99,99,2333,13n0348
13n0351,2,170,22,2,100,100,1601,13n0351
13n0352,3,144,27,3,101,101,882,13n0352
13n0355,2,122,20,2,102,102,3338,13n0355
13n0357,2,192,22,2,103,103,817,13n0357
13n0358,3,122,31,3,104,104,1655,13n0358
13n0370,2,158,22,2,105,105,608,13n0370
13n0371,2,216,22,2,106,106,854,13n0371
13n0372,3,82,31,3,107,107,1667,13n0372
13n0373,2,158,22,2,105,105,608,13n0373
13n0374,2,216,22,2,106,106,854,13n0374
13n0375,3,82,31,3,107,107,1667,13n0375
13n0403,2,82,20,2,108,108,3921,13n0403
13n0404,2,136,22,2,109,109,508,13n0404
13n0405,3,98,27,3,110,110,2195,13n0405
13n0406,2,172,22,2,111,111,1198,13n0406
13n0407,3,78,30,3,112,112,927,13n0407
13n0415,2,82,20,2,108,108,3921,13n0415
13n0416,2,136,22,2,109,109,508,13n0416
13n0417,3,98,27,3,110,110,2195,13n0417
13n0418,2,172,22,2,111,111,1198,13n0418
13n0419,3,78,30,3,112,112,927,13n0419
13n0422,2,100,20,2,113,113,1218,13n0422
13n0423,2,100,20,2,113,113,1218,13n0423
13n0426,2,118,20,2,114,114,2158,13n0426
13n0427,2,118,20,2,114,114,2158,13n0427
13n0430,3,78,30,3,115,115,588,13n0430
13n0431,3,78,30,3,115,115,588,13n0431
13n0434,2,172,22,2,116,116,1701,13n0434
13n0435,2,172,22,2,116,116,1701,13n0435
13n0436,2,82,20,2,117,117,3273,13n0436
13n0439,2,136,22,2,118,118,780,13n0439
13n0440,3,98,27,3,119,119,1651,13n0440
13n0447,2,82,20,2,117,117,3273,13n0447
13n0448,2,136,22,2,118,118,780,13n0448
13n0449,3,98,27,3,119,119,1651,13n0449
13n0510,3,98,21,3,99,99,2333,13n0510
13n0513,2,170,22,2,100,100,1601,13n0513
13n0514,3,144,27,3,101,101,882,13n0514
13n0518,2,122,20,2,102,102,3338,13n0518
13n0520,2,192,22,2,103,103,817,13n0520
13n0521,3,122,31,3,104,104,1655,13n0521
13n0527,2,238,22,2,95,95,2689,13n0527
13n0528,3,96,31,3,96,96,206,13n0528
13n0532,2,220,22,2,97,97,1771,13n0532
13n0533,3,126,31,3,98,98,604,13n0533
13n0534,2,144,22,2,120,120,222,13n0534
13n0535,2,206,22,2,121,121,1638,13n0535
13n0536,3,92,31,3,122,122,890,13n0536
13n0549,2,144,22,2,120,120,222,13n0549
13n0550,2,206,22,2,121,121,1638,13n0550
13n0551,3,92,31,3,122,122,890,13n0551
13n0561,2,76,20,2,123,123,2260,13n0561
13n0602,2,46,18,2,124,124,145,13n0602
13n0603,2,46,18,2,124,124,145,13n0603
13n0607,2,64,18,2,125,125,841,13n0607
13n0608,2,64,18,2,125,125,841,13n0608
13n0611,3,26,22,3,126,126,766,13n0611
13n0612,3,26,22,3,126,126,766,13n0612
13n0617,2,118,22,2,127,127,3278,13n0617
13n0619,2,118,22,2,127,127,3278,13n0619
13n0791,2,126,22,2,128,128,948,13n0791
13n0794,2,176,22,2,129,129,545,13n0794
13n0795,3,74,31,3,130,130,2209,13n0795
13n0799,2,114,20,2,131,131,156,13n0799
13n0801,2,116,20,2,132,132,1222,13n0801
13n0804,2,108,20,2,133,133,1221,13n0804
13n0806,2,122,20,2,102,102,3338,13n0806
13n0823,2,70,18,2,134,134,411,13n0823
13n0824,2,88,18,2,135,135,539,13n0824
13n0827,3,50,28,3,136,136,1664,13n0827
13n0830,2,142,22,2,137,137,2652,13n0830
13n0835,3,26,21,3,138,138,2894,13n0835
13n0842,2,64,20,2,139,139,64,13n0842
13n0874,2,136,22,2,140,140,219,13n0874
13n0875,2,190,22,2,141,141,1631,13n0875
13n0876,3,76,31,3,142,142,889,13n0876
13n0881,2,116,20,2,132,132,1222,13n0881
13n0884,2,114,20,2,131,131,156,13n0884
13n0887,2,122,20,2,102,102,3338,13n0887
13n0890,2,108,20,2,133,133,1221,13n0890
13n0920,2,126,22,2,128,128,948,13n0920
13n0921,2,176,22,2,129,129,545,13n0921
13n0922,3,74,31,3,130,130,2209,13n0922
13n0949,2,136,22,2,140,140,219,13n0949
13n0950,2,190,22,2,141,141,1631,13n0950
13n0951,3,76,31,3,142,142,889,13n0951
13n0973,3,26,21,3,138,138,2894,13n0973
13n0976,2,64,20,2,139,139,64,13n0976
13n0984,2,136,22,2,143,143,1699,13n0984
13n0987,2,190,22,2,144,144,177,13n0987
13n0988,3,76,31,3,145,145,3236,13n0988
13n1022,2,126,22,2,146,146,590,13n1022
13n1025,2,176,22,2,147,147,847,13n1025
13n1026,3,74,31,3,148,148,1656,13n1026
13n1030,2,70,18,2,134,134,411,13n1030
13n1031,2,88,18,2,135,135,539,13n1031
13n1034,3,50,28,3,136,136,1664,13n1034
13n1035,2,142,22,2,137,137,2652,13n1035
13n1055,2,136,22,2,143,143,1699,13n1055
13n1056,2,190,22,2,144,144,177,13n1056
13n1057,3,76,31,3,145,145,3236,13n1057
13n1100,2,126,22,2,146,146,590,13n1100
13n1101,2,176,22,2,147,147,847,13n1101
13n1102,3,74,31,3,148,148,1656,13n1102
13n1105,3,64,30,3,149,149,5229,13n1105
13n1129,2,190,22,2,150,150,3355,13n1129
13n1130,2,190,22,2,150,150,3355,13n1130
13n1175,2,78,20,2,151,151,929,13n1175
13n1178,2,152,22,2,152,152,515,13n1178
13n1179,2,146,22,2,153,153,1593,13n1179
13n1191,2,82,22,2,154,154,3239,13n1191
13n1193,2,136,22,2,155,155,844,13n1193
13n1194,2,82,22,2,156,156,1149,13n1194
13n1196,2,82,22,2,154,154,3239,13n1196
13n1197,2,136,22,2,155,155,844,13n1197
13n1198,2,82,22,2,156,156,1149,13n1198
13n1199,3,48,23,3,157,157,450,13n1199
13n1200,2,78,20,2,151,151,929,13n1200
13n1201,2,152,22,2,152,152,515,13n1201
13n1202,2,146,22,2,153,153,1593,13n1202
13n1206,3,48,23,3,157,157,450,13n1206
13n1215,2,110,20,2,158,158,2088,13n1215
13n1221,2,102,20,2,159,159,599,13n1221
13n1249,2,110,20,2,158,158,2088,13n1249
13n1252,2,102,20,2,159,159,599,13n1252
13n1276,3,74,21,3,160,160,2259,13n1276
13n1296,3,74,21,3,160,160,2259,13n1296
13n1359,2,172,22,2,161,161,3203,13n1359
13n1360,2,172,22,2,161,161,3203,13n1360
13n1570,2,126,22,2,162,162,1589,13n1570
13n1598,2,50,18,2,27,27,755,13n1598
13n1653,3,80,26,3,163,163,877,13n1653
13n1654,2,154,22,2,164,164,4996,13n1654
13n1655,3,64,30,3,165,165,194,13n1655
13n1683,3,80,26,3,163,163,877,13n1683
13n1684,2,154,22,2,164,164,4996,13n1684
13n1685,3,64,30,3,165,165,194,13n1685
13n1693,2,76,20,2,123,123,2260,13n1693
13n1893,2,114,20,2,166,166,3979,13n1893
13n1894,2,218,22,2,167,167,4688,13n1894
13n1903,2,126,22,2,7,7,2649,13n1903
13n1992,2,76,20,2,123,123,2260,13n1992
13n2034,2,76,20,2,26,26,4287,13n2034
13n2036,2,26,17,2,29,29,3867,13n2036
13n2088,2,148,22,2,168,168,1225,13n2088
13n2098,2,114,20,2,166,166,3979,13n2098
13n2099,2,218,22,2,167,167,4688,13n2099
13n2124,2,76,20,2,123,123,2260,13n2124
13n2184,2,152,22,2,169,152,4741,13n2184
13n2185,2,240,22,2,170,169,3859,13n2185
13n2186,3,84,31,3,171,170,1672,13n2186
13n2201,3,84,31,3,171,170,1672,13n2201
13n2205,3,90,31,3,172,171,2921,13n2205
13n2228,2,152,22,2,169,152,4741,13n2228
13n2229,2,240,22,2,170,169,3859,13n2229
13n2250,3,90,31,3,172,171,2921,13n2250
13n2400,3,42,29,3,173,172,3233,13n2400
13n2401,3,42,29,3,173,172,3233,13n2401
13n2410,2,100,22,2,174,173,307,13n2410
13n2414,2,100,22,2,174,173,307,13n2414
13n2513,3,76,31,3,175,174,4285,13n2513
13n2757,3,78,30,3,176,175,2203,13n2757
13n2812,3,92,31,3,177,176,3244,13n2812
13n2885,2,82,20,2,25,25,1153,13n2885
13n2908,2,148,22,2,178,177,3194,13n2908
13n2930,3,76,31,3,179,178,1671,13n2930
13n2937,2,172,22,2,180,179,3215,13n2937
13n2955,2,172,22,2,180,179,3215,13n2955
13n2977,3,76,31,3,179,178,1671,13n2977
13n3264,3,96,30,3,181,180,4304,13n3264
13n3266,2,136,22,2,182,181,513,13n3266
13n3272,3,74,30,3,183,182,3245,13n3272
13n3390,3,64,30,3,149,149,5229,13n3390
13n3457,3,74,30,3,183,182,3245,13n3457
13n3458,2,136,22,2,182,181,513,13n3458
13n3510,3,74,30,3,184,183,1665,13n3510
13n3517,3,74,30,3,184,183,1665,13n3517
13n3571,3,42,28,3,28,28,2635,13n3571
13n3610,3,96,30,3,181,180,4304,13n3610
13n3641,3,92,31,3,177,176,3244,13n3641
13n3646,3,76,31,3,175,174,4285,13n3646
13n3658,3,78,30,3,176,175,2203,13n3658
13n3803,3,74,31,3,130,130,2209,13n3803
13n3807,2,120,20,2,185,184,541,13n3807
13n3812,3,50,23,3,186,185,2193,13n3812
13n3813,2,124,22,2,187,186,1196,13n3813
13n3822,2,120,20,2,185,184,541,13n3822
13n3830,3,74,31,3,130,130,2209,13n3830
13n3847,3,74,31,3,188,187,2920,13n3847
13n3851,3,50,23,3,186,185,2193,13n3851
13n3852,2,124,22,2,187,186,1196,13n3852
13n3865,3,74,31,3,188,187,2920,13n3865
13n3901,3,106,31,3,189,188,3317,13n3901
13n3904,3,106,31,3,189,188,3317,13n3904
13n3916,3,114,31,3,190,189,3322,13n3916
13n3919,3,114,31,3,190,189,3322,13n3919
13n3924,3,106,31,3,189,188,3317,13n3924
13n3925,3,106,31,3,189,188,3317,13n3925
13n3931,3,114,31,3,190,189,3322,13n3931
13n3932,3,114,31,3,190,189,3322,13n3932
14a00034,2,630,28,2,191,190,3549,14a00034
14a00035,2,630,28,2,191,190,3549,14a00035
14a00043,2,478,28,2,192,191,4060,14a00043
14a00048,2,478,28,2,192,191,4060,14a00048
14a00051,2,478,28,2,193,192,3447,14a00051
14a00054,2,478,28,2,193,192,3447,14a00054
14a00096,2,632,28,2,194,193,2459,14a00096
14a00103,2,632,28,2,194,193,2459,14a00103
14a00165,2,526,28,2,195,194,4062,14a00165
14a00195,2,568,28,2,196,195,2452,14a00195
14a00215,2,526,28,2,195,194,4062,14a00215
14a00228,2,568,28,2,196,195,2452,14a00228
14a00240,2,568,28,2,197,196,4818,14a00240
14a00264,2,526,28,2,198,197,3428,14a00264
14a00270,2,526,28,2,195,194,4062,14a00270
14a00275,2,568,28,2,197,196,4818,14a00275
14a00276,2,526,28,2,195,194,4062,14a00276
14a00294,2,526,28,2,198,197,3428,14a00294
14a00319,2,598,28,2,199,198,4168,14a00319
14a00328,2,478,28,2,200,199,3412,14a00328
14a00329,2,478,28,2,200,199,3412,14a00329
14a00330,2,388,28,2,201,200,3102,14a00330
14a00331,2,598,28,2,199,198,4168,14a00331
14a00333,2,388,28,2,201,200,3102,14a00333
14a00366,2,588,28,2,202,201,2533,14a00366
14a00379,2,588,28,2,202,201,2533,14a00379
14a00400,2,370,28,2,203,202,3286,14a00400
14a00408,2,370,28,2,203,202,3286,14a00408
14a00454,2,478,28,2,204,203,3422,14a00454
14a00458,2,478,28,2,204,203,3422,14a00458
14a00461,2,478,28,2,205,204,2738,14a00461
14a00464,2,478,28,2,205,204,2738,14a00464
14a00486,2,558,28,2,206,205,3470,14a00486
14a00490,2,666,28,2,207,206,661,14a00490
14a00501,2,656,28,2,208,207,1822,14a00501
14a00509,2,678,28,2,209,208,3577,14a00509
14a00516,2,548,28,2,210,209,4813,14a00516
14a00518,2,542,28,2,211,210,5427,14a00518
14a00519,2,384,28,2,212,211,5362,14a00519
14a00520,2,548,28,2,210,209,4813,14a00520
14a00533,2,420,28,2,213,212,34,14a00533
14a00534,2,572,28,2,214,213,1820,14a00534
14a00535,2,546,28,2,215,214,2710,14a00535
14a00549,2,572,28,2,214,213,1820,14a00549
14a00550,2,420,28,2,213,212,34,14a00550
14a00555,2,584,28,2,216,215,1791,14a00555
14a00585,2,678,28,2,209,208,3577,14a00585
14a00592,2,542,28,2,211,210,5427,14a00592
14a00593,2,384,28,2,212,211,5362,14a00593
14a00608,2,424,28,2,217,216,1211,14a00608
14a00617,2,424,28,2,217,216,1211,14a00617
14a00618,2,424,28,2,218,217,1706,14a00618
14a00620,2,424,28,2,218,217,1706,14a00620
14a00631,2,460,28,2,219,218,1790,14a00631
14a00635,2,460,28,2,219,218,1790,14a00635
14a00638,2,460,28,2,220,219,2400,14a00638
14a00641,2,460,28,2,220,219,2400,14a00641
14a00675,2,546,28,2,221,220,3562,14a00675
14a00684,2,666,28,2,207,206,661,14a00684
14a00687,2,656,28,2,208,207,1822,14a00687
14a00700,2,546,28,2,215,214,2710,14a00700
14a00702,2,584,28,2,216,215,1791,14a00702
14a00717,2,552,28,2,222,221,1817,14a00717
14a00718,2,398,28,2,223,222,2105,14a00718
14a00731,2,558,28,2,206,205,3470,14a00731
14a00734,2,546,28,2,221,220,3562,14a00734
14a00735,2,552,28,2,222,221,1817,14a00735
14a00736,2,398,28,2,223,222,2105,14a00736
14a00780,2,532,28,2,224,223,4364,14a00780
14a00786,2,532,28,2,224,223,4364,14a00786
14a00787,2,532,28,2,225,224,4802,14a00787
14a00789,2,532,28,2,225,224,4802,14a00789
14a00906,2,548,28,2,210,209,4813,14a00906
14a00912,2,548,28,2,210,209,4813,14a00912
14a00975,2,554,28,2,226,225,384,14a00975
14a00984,2,638,28,2,227,226,4191,14a00984
14a00985,2,638,28,2,228,227,3570,14a00985
14a00989,2,564,28,2,229,228,2529,14a00989
14a00996,2,426,28,2,230,229,4637,14a00996
14a01017,2,564,28,2,229,228,2529,14a01017
14a01031,2,420,28,2,231,230,5367,14a01031
14a01044,2,586,28,2,232,231,3567,14a01044
14a01047,2,606,28,2,233,232,5431,14a01047
14a01048,2,566,28,2,234,233,2750,14a01048
14a01070,2,420,28,2,231,230,5367,14a01070
14a01101,2,638,28,2,235,234,2816,14a01101
14a01102,2,638,28,2,228,227,3570,14a01102
14a01145,2,426,28,2,230,229,4637,14a01145
14a01166,2,586,28,2,232,231,3567,14a01166
14a01168,2,566,28,2,234,233,2750,14a01168
14a01170,2,606,28,2,233,232,5431,14a01170
14a01189,2,586,28,2,236,235,3495,14a01189
14a01233,2,638,28,2,228,227,3570,14a01233
14a01256,2,586,28,2,236,235,3495,14a01256
14a01268,2,578,28,2,237,236,3639,14a01268
14a01309,2,554,28,2,226,225,384,14a01309
14a01335,2,638,28,2,227,226,4191,14a01335
14a01362,2,578,28,2,237,236,3639,14a01362
14a01390,2,638,28,2,228,227,3570,14a01390
14a01400,2,638,28,2,235,234,2816,14a01400
14a01409,2,406,28,2,238,237,3308,14a01409
14a01410,2,280,28,2,239,238,3755,14a01410
14a01425,2,554,28,2,240,239,2716,14a01425
14a01430,2,576,28,2,241,240,1793,14a01430
14a01436,2,572,28,2,242,241,4819,14a01436
14a01437,2,572,28,2,242,241,4819,14a01437
14a01445,2,424,28,2,243,242,1213,14a01445
14a01449,2,424,28,2,243,242,1213,14a01449
14a01486,2,554,28,2,240,239,2716,14a01486
14a01487,2,576,28,2,241,240,1793,14a01487
14a01488,2,570,28,2,244,243,5283,14a01488
14a01493,2,570,28,2,244,243,5283,14a01493
14a01522,2,620,28,2,245,244,4867,14a01522
14a01526,2,730,28,2,246,245,3556,14a01526
14a01532,2,620,28,2,245,244,4867,14a01532
14a01537,2,688,28,2,247,246,4403,14a01537
14a01631,2,478,28,2,248,247,3407,14a01631
14a01644,2,478,28,2,248,247,3407,14a01644
14a01660,2,478,28,2,249,248,3388,14a01660
14a01681,2,476,28,2,250,249,1870,14a01681
14a01724,2,478,28,2,249,248,3388,14a01724
14a01744,2,460,28,2,251,250,2503,14a01744
14a01745,2,460,28,2,251,250,2503,14a01745
14a01746,2,478,28,2,252,251,2715,14a01746
14a01747,2,366,28,2,253,252,4626,14a01747
14a01753,2,478,28,2,252,251,2715,14a01753
14a01767,2,514,28,2,254,253,3537,14a01767
14a01789,2,366,28,2,253,252,4626,14a01789
14a01818,2,476,28,2,250,249,1870,14a01818
14a01860,2,514,28,2,254,253,3537,14a01860
14a01874,2,514,28,2,255,254,1123,14a01874
14a01887,2,424,28,2,256,255,1256,14a01887
14a01895,2,590,28,2,257,256,3542,14a01895
14a01903,2,476,28,2,258,257,2514,14a01903
14a01908,2,460,28,2,259,258,2445,14a01908
14a01920,2,424,28,2,256,255,1256,14a01920
14a01931,2,590,28,2,257,256,3542,14a01931
14a01941,2,514,28,2,255,254,1123,14a01941
14a01964,2,460,28,2,259,258,2445,14a01964
14a01977,2,460,28,2,260,259,1834,14a01977
14a01983,2,460,28,2,260,259,1834,14a01983
14a01992,2,476,28,2,258,257,2514,14a01992
14a01994,2,532,28,2,261,260,1899,14a01994
14a01995,2,550,28,2,262,261,2810,14a01995
14a01997,2,388,28,2,263,262,3788,14a01997
14a02000,2,352,28,2,264,263,1247,14a02000
14a02001,2,442,28,2,265,264,3445,14a02001
14a02002,2,370,28,2,266,265,5016,14a02002
14a02004,2,352,28,2,267,266,4781,14a02004
14a02005,2,316,28,2,268,267,4722,14a02005
14a02006,2,532,28,2,261,260,1899,14a02006
14a02007,2,550,28,2,262,261,2810,14a02007
14a02059,2,476,28,2,269,268,4337,14a02059
14a02083,2,514,28,2,270,269,5263,14a02083
14a02101,2,476,28,2,269,268,4337,14a02101
14a02113,2,514,28,2,270,269,5263,14a02113
14a02122,2,514,28,2,271,270,3448,14a02122
14a02145,2,476,28,2,272,271,4795,14a02145
14a02156,2,514,28,2,271,270,3448,14a02156
14a02172,2,476,28,2,272,271,4795,14a02172
14a02205,2,622,28,2,273,272,3473,14a02205
14a02209,2,752,28,2,274,273,4925,14a02209
14a02215,2,622,28,2,273,272,3473,14a02215
14a02220,2,714,28,2,275,274,4237,14a02220
14a02231,2,730,28,2,246,245,3556,14a02231
14a02232,2,688,28,2,247,246,4403,14a02232
14a02245,2,532,28,2,276,275,4770,14a02245
14a02253,2,582,28,2,277,276,4073,14a02253
14a02254,2,532,28,2,276,275,4770,14a02254
14a02255,2,742,28,2,278,277,3590,14a02255
14a02256,2,582,28,2,277,276,4073,14a02256
14a02259,2,532,28,2,279,278,4340,14a02259
14a02260,2,742,28,2,278,277,3590,14a02260
14a02262,2,532,28,2,279,278,4340,14a02262
14a02284,2,538,28,2,280,279,1080,14a02284
