knot_id_base,W_F,F_rank,F_support,stored_union_diagonal_count,F_tuple_group,F_reflection_orbit,stored_torsion_tuple_group,source_khovanov_id
15n075174,2,190,24,2,4549,4476,4277,15n075174
15n075175,2,352,26,2,4550,4477,558,15n075175
15n075178,3,186,36,3,4551,4478,2332,15n075178
15n075179,2,190,22,2,4552,4479,765,15n075179
15n075195,3,180,36,3,4553,4480,1224,15n075195
15n075196,3,200,35,3,4554,4481,208,15n075196
15n075197,2,496,26,2,4555,4482,1272,15n075197
15n075198,3,230,35,3,4556,4483,971,15n075198
15n075199,3,214,36,3,4557,4484,605,15n075199
15n075200,2,490,26,2,4558,4485,638,15n075200
15n075201,3,324,35,3,4559,4486,1783,15n075201
15n075202,3,200,35,3,4554,4481,208,15n075202
15n075203,2,496,26,2,4555,4482,1272,15n075203
15n075204,3,230,35,3,4556,4483,971,15n075204
15n075205,3,214,36,3,4557,4484,605,15n075205
15n075206,2,490,26,2,4558,4485,638,15n075206
15n075207,3,324,35,3,4559,4486,1783,15n075207
15n075209,2,326,26,2,3099,3071,4032,15n075209
15n075215,2,324,26,2,4560,4487,3095,15n075215
15n075220,3,176,37,3,4561,4488,2607,15n075220
15n075221,3,176,35,3,4522,4450,1481,15n075221
15n075222,2,280,24,2,4526,4454,576,15n075222
15n075223,2,244,26,2,4525,4453,4721,15n075223
15n075224,3,78,30,3,4523,4451,410,15n075224
15n075225,2,100,22,2,4524,4452,1576,15n075225
15n075226,2,352,24,2,4527,4455,581,15n075226
15n075245,3,130,35,3,4562,4489,2210,15n075245
15n075246,2,352,26,2,4563,4490,5456,15n075246
15n075247,3,114,35,3,4564,4491,108,15n075247
15n075253,3,188,29,3,4565,4492,1981,15n075253
15n075254,2,262,26,2,4566,4493,5398,15n075254
15n075255,3,136,35,3,4567,4494,216,15n075255
15n075259,3,236,35,3,4528,4456,1844,15n075259
15n075260,3,98,27,3,4531,4459,4540,15n075260
15n075261,2,208,22,2,4529,4457,548,15n075261
15n075262,2,226,24,2,4530,4458,1632,15n075262
15n075263,2,460,26,2,4532,4460,1950,15n075263
15n075278,2,572,26,2,4568,4495,2534,15n075278
15n075281,3,122,33,3,4569,4496,2211,15n075281
15n075282,3,114,33,3,4570,4497,3002,15n075282
15n075284,2,630,26,2,4571,4498,2884,15n075284
15n075285,3,242,36,3,4572,4499,4124,15n075285
15n075288,2,308,24,2,4573,4500,3230,15n075288
15n075289,3,204,29,3,4574,4501,4466,15n075289
15n075301,3,156,35,3,4575,4502,2279,15n075301
15n075302,2,352,26,2,4576,4503,4856,15n075302
15n075304,2,190,22,2,4552,4479,765,15n075304
15n075306,3,120,34,3,4577,4504,191,15n075306
15n075307,2,280,24,2,4578,4505,566,15n075307
15n075308,2,352,26,2,4579,4506,822,15n075308
15n075313,3,222,37,3,4580,4507,2282,15n075313
15n075314,3,110,31,3,4581,4508,2851,15n075314
15n075315,2,190,24,2,4582,4509,1025,15n075315
15n075316,2,460,26,2,4583,4510,1878,15n075316
15n075319,3,166,35,3,4584,4511,3283,15n075319
15n075329,3,216,35,3,4585,4512,4749,15n075329
15n075330,2,334,24,2,4586,4513,2779,15n075330
15n075331,3,130,33,3,4587,4514,3242,15n075331
15n075332,2,316,24,2,4588,4515,1858,15n075332
15n075333,2,316,24,2,4589,4516,3231,15n075333
15n075334,2,262,24,2,4590,4517,3394,15n075334
15n075335,2,352,26,2,4591,4518,1296,15n075335
15n075336,2,244,24,2,4592,4519,2403,15n075336
15n075339,3,138,35,3,4593,4520,2990,15n075339
15n075350,2,334,26,2,4594,4521,2129,15n075350
15n075358,2,286,25,2,4595,4522,5472,15n075358
15n075359,3,272,29,3,4596,4523,5223,15n075359
15n075360,3,170,35,3,4597,4524,3941,15n075360
15n075361,2,436,26,2,4598,4525,1973,15n075361
15n075362,3,184,35,3,4599,4526,4744,15n075362
15n075363,2,406,26,2,4600,4527,2870,15n075363
15n075364,3,148,35,3,4601,4528,1675,15n075364
15n075365,3,146,33,3,4602,4529,5444,15n075365
15n075366,3,150,36,3,4603,4530,5331,15n075366
15n075367,3,190,35,3,4604,4531,3703,15n075367
15n075368,2,322,26,2,4605,4532,2096,15n075368
15n075369,3,164,35,3,4606,4533,4500,15n075369
15n075370,2,280,26,2,4607,4534,3199,15n075370
15n075371,2,352,26,2,4608,4535,830,15n075371
15n075376,3,190,36,3,4609,4536,3330,15n075376
15n075377,2,316,24,2,4588,4515,1858,15n075377
15n075378,2,334,24,2,4586,4513,2779,15n075378
15n075379,2,172,22,2,4610,4537,813,15n075379
15n075380,2,262,24,2,4611,4538,1048,15n075380
15n075381,2,244,26,2,4612,4539,3192,15n075381
15n075382,2,316,24,2,4589,4516,3231,15n075382
15n075383,2,244,24,2,4592,4519,2403,15n075383
15n075384,2,262,24,2,4590,4517,3394,15n075384
15n075387,3,140,35,3,4613,4540,4706,15n075387
15n075388,2,406,26,2,4614,4541,2781,15n075388
15n075389,2,190,24,2,4549,4476,4277,15n075389
15n075390,2,154,22,2,4548,4475,2854,15n075390
15n075391,2,82,21,2,4547,4086,304,15n075391
15n075392,2,118,21,2,4546,4474,72,15n075392
15n075393,2,316,26,2,4615,4542,1276,15n075393
15n075396,3,224,37,3,4616,4543,940,15n075396
15n075397,2,172,22,2,4610,4537,813,15n075397
15n075398,2,262,24,2,4611,4538,1048,15n075398
15n075399,2,244,26,2,4612,4539,3192,15n075399
15n075402,3,214,36,3,4617,4544,2980,15n075402
15n075403,2,352,26,2,4550,4477,558,15n075403
15n075404,3,96,30,3,4545,4473,4470,15n075404
15n075407,3,208,37,3,4618,4545,934,15n075407
15n075410,3,176,37,3,4619,4546,1694,15n075410
15n075413,2,280,26,2,4620,4547,3811,15n075413
15n075416,2,244,24,2,4621,4548,2623,15n075416
15n075419,2,298,25,2,4622,4549,81,15n075419
15n075422,2,172,24,2,4623,4550,2057,15n075422
15n075423,2,406,26,2,4614,4541,2781,15n075423
15n075426,2,316,26,2,4624,4551,1304,15n075426
15n075432,2,262,24,2,4625,4552,1175,15n075432
15n075435,2,334,24,2,4626,4553,1646,15n075435
15n075438,3,170,35,3,4597,4524,3941,15n075438
15n075439,2,436,26,2,4598,4525,1973,15n075439
15n075440,3,198,34,3,4627,4554,5051,15n075440
15n075443,3,190,35,3,4604,4531,3703,15n075443
15n075444,2,322,26,2,4605,4532,2096,15n075444
15n075445,2,520,26,2,4628,4555,4458,15n075445
15n075448,3,58,30,3,4629,4556,3697,15n075448
15n075449,3,58,30,3,4629,4556,3697,15n075449
15n075454,2,172,24,2,4630,4557,2613,15n075454
15n075455,2,172,24,2,4630,4557,2613,15n075455
15n075459,3,250,36,3,4631,4558,5335,15n075459
15n075460,2,352,26,2,4632,4559,529,15n075460
15n075461,3,184,35,3,4599,4526,4744,15n075461
15n075462,3,148,35,3,4601,4528,1675,15n075462
15n075463,2,406,26,2,4600,4527,2870,15n075463
15n075464,3,140,35,3,4613,4540,4706,15n075464
15n075465,2,316,26,2,4615,4542,1276,15n075465
15n075472,2,226,24,2,4633,4560,1166,15n075472
15n075473,2,226,24,2,4633,4560,1166,15n075473
15n075475,2,244,24,2,4634,4055,532,15n075475
15n075476,2,244,24,2,4634,4055,532,15n075476
15n075477,3,164,35,3,4606,4533,4500,15n075477
15n075478,2,352,26,2,4608,4535,830,15n075478
15n075479,2,280,26,2,4607,4534,3199,15n075479
15n075482,3,202,35,3,4635,4561,699,15n075482
15n075488,3,142,35,3,4636,4562,943,15n075488
15n075489,2,334,26,2,4637,4563,2123,15n075489
15n075490,2,316,26,2,4638,4564,3206,15n075490
15n075540,3,150,35,3,3805,3749,589,15n075540
15n075589,2,326,26,2,3099,3071,4032,15n075589
15n075591,2,324,26,2,4560,4487,3095,15n075591
15n075625,2,334,26,2,4637,4563,2123,15n075625
15n075634,3,206,36,3,4544,4472,3048,15n075634
15n075635,3,190,36,3,4609,4536,3330,15n075635
15n075636,3,120,34,3,4577,4504,191,15n075636
15n075639,3,196,36,3,4639,4565,2294,15n075639
15n075640,2,190,24,2,4582,4509,1025,15n075640
15n075644,2,280,26,2,4620,4547,3811,15n075644
15n075645,2,172,24,2,4623,4550,2057,15n075645
15n075650,2,244,24,2,4640,4566,549,15n075650
15n075653,2,262,24,2,4625,4552,1175,15n075653
15n075657,2,444,26,2,4641,4567,3165,15n075657
15n075658,2,518,26,2,4642,4568,2154,15n075658
15n075659,3,320,37,3,4643,4569,4517,15n075659
15n075666,2,454,26,2,4644,4570,4059,15n075666
15n075667,2,508,26,2,4645,4571,1369,15n075667
15n075669,2,264,24,2,4646,4572,5356,15n075669
15n075671,2,404,26,2,4647,4573,5458,15n075671
15n075673,2,206,24,2,4648,4574,2043,15n075673
15n075674,2,426,26,2,4649,4575,2845,15n075674
15n075680,2,334,26,2,4540,4468,4682,15n075680
15n075682,3,216,35,3,4585,4512,4749,15n075682
15n075683,3,130,33,3,4587,4514,3242,15n075683
15n075684,2,352,26,2,4591,4518,1296,15n075684
15n075686,2,352,26,2,4541,4469,4450,15n075686
15n075692,3,188,36,3,4650,4576,2283,15n075692
15n075693,3,148,33,3,4651,4577,893,15n075693
15n075694,2,388,26,2,4652,4578,3823,15n075694
15n075697,2,276,24,2,4653,4579,5358,15n075697
15n075698,3,170,36,3,4654,4580,2993,15n075698
15n075699,3,170,36,3,4654,4580,2993,15n075699
15n075702,2,476,26,2,4655,4581,3853,15n075702
15n075703,2,476,26,2,4655,4581,3853,15n075703
15n075704,3,198,34,3,4627,4554,5051,15n075704
15n075705,2,388,26,2,4656,4582,3114,15n075705
15n075706,2,454,26,2,4657,4583,2152,15n075706
15n075707,2,520,26,2,4628,4555,4458,15n075707
15n075756,3,196,36,3,4639,4565,2294,15n075756
15n075759,3,238,35,3,4658,4584,3368,15n075759
15n075760,3,186,33,3,4539,4467,2208,15n075760
15n075761,2,298,24,2,4538,4466,1640,15n075761
15n075762,2,406,26,2,4659,4585,2868,15n075762
15n075763,3,188,36,3,4650,4576,2283,15n075763
15n075764,3,148,33,3,4651,4577,893,15n075764
15n075765,2,388,26,2,4652,4578,3823,15n075765
15n075769,2,244,24,2,4640,4566,549,15n075769
15n075782,2,316,26,2,4638,4564,3206,15n075782
15n075786,2,572,26,2,4568,4495,2534,15n075786
15n075787,3,114,33,3,4570,4497,3002,15n075787
15n075788,3,122,33,3,4569,4496,2211,15n075788
15n075789,2,630,26,2,4571,4498,2884,15n075789
15n075790,3,242,36,3,4572,4499,4124,15n075790
15n075791,3,204,29,3,4574,4501,4466,15n075791
15n075792,2,308,24,2,4573,4500,3230,15n075792
15n075798,2,262,24,2,4660,4586,1167,15n075798
15n075803,3,156,35,3,4575,4502,2279,15n075803
15n075804,2,352,26,2,4576,4503,4856,15n075804
15n075805,2,352,26,2,4579,4506,822,15n075805
15n075806,2,280,24,2,4578,4505,566,15n075806
15n075807,2,394,26,2,4661,4587,4631,15n075807
15n075808,2,448,26,2,4662,4588,834,15n075808
15n075809,3,206,36,3,4663,4589,5336,15n075809
15n075826,3,180,36,3,4553,4480,1224,15n075826
15n075827,3,200,35,3,4554,4481,208,15n075827
15n075828,2,496,26,2,4555,4482,1272,15n075828
15n075829,3,230,35,3,4556,4483,971,15n075829
15n075830,3,214,36,3,4557,4484,605,15n075830
15n075831,2,490,26,2,4558,4485,638,15n075831
15n075832,3,324,35,3,4559,4486,1783,15n075832
15n075833,3,200,35,3,4554,4481,208,15n075833
15n075834,2,496,26,2,4555,4482,1272,15n075834
15n075835,3,230,35,3,4556,4483,971,15n075835
15n075836,3,214,36,3,4557,4484,605,15n075836
15n075837,2,490,26,2,4558,4485,638,15n075837
15n075838,3,324,35,3,4559,4486,1783,15n075838
15n075847,3,176,37,3,4561,4488,2607,15n075847
15n075850,3,170,36,3,4664,4590,3970,15n075850
15n075851,3,224,37,3,4616,4543,940,15n075851
15n075852,3,214,36,3,4617,4544,2980,15n075852
15n075853,3,176,37,3,4619,4546,1694,15n075853
15n075854,3,202,35,3,4635,4561,699,15n075854
15n075855,3,142,35,3,4636,4562,943,15n075855
15n075858,3,122,34,3,4665,4591,2254,15n075858
15n075859,2,370,26,2,4666,4592,394,15n075859
15n075862,3,222,34,3,4667,4593,2674,15n075862
15n075872,3,212,35,3,4668,4594,1843,15n075872
15n075873,3,252,35,3,4537,4465,1846,15n075873
15n075876,3,232,36,3,4669,4595,4851,15n075876
15n075877,3,212,35,3,4668,4594,1843,15n075877
15n075879,3,154,37,3,4670,4596,3260,15n075879
15n075882,2,298,25,2,4622,4549,81,15n075882
15n075883,3,186,36,3,4551,4478,2332,15n075883
15n075884,3,208,37,3,4618,4545,934,15n075884
15n075892,3,166,35,3,4584,4511,3283,15n075892
15n075893,3,138,35,3,4593,4520,2990,15n075893
15n075894,3,238,35,3,4658,4584,3368,15n075894
15n075895,2,406,26,2,4659,4585,2868,15n075895
15n075901,2,244,24,2,4621,4548,2623,15n075901
15n075902,2,316,26,2,4624,4551,1304,15n075902
15n075906,2,334,26,2,4594,4521,2129,15n075906
15n075907,2,334,24,2,4626,4553,1646,15n075907
15n075914,2,452,26,2,4671,4597,2515,15n075914
15n075915,2,510,26,2,4672,4598,2847,15n075915
15n075916,3,218,36,3,4673,4599,3966,15n075916
15n075917,2,394,26,2,4661,4587,4631,15n075917
15n075918,2,448,26,2,4662,4588,834,15n075918
15n075919,3,206,36,3,4663,4589,5336,15n075919
15n075920,2,462,26,2,4674,4600,3414,15n075920
15n075921,2,500,26,2,4675,4601,1974,15n075921
15n075922,3,216,36,3,4676,4602,4748,15n075922
15n075926,3,226,35,3,4677,4603,4125,15n075926
15n075929,3,220,36,3,4678,4604,3977,15n075929
15n075930,2,406,26,2,4679,4605,2140,15n075930
15n075931,3,130,35,3,4562,4489,2210,15n075931
15n075932,2,352,26,2,4563,4490,5456,15n075932
15n075933,3,114,35,3,4564,4491,108,15n075933
15n075934,3,188,29,3,4565,4492,1981,15n075934
15n075935,2,262,26,2,4566,4493,5398,15n075935
15n075936,3,136,35,3,4567,4494,216,15n075936
15n075940,3,226,35,3,4677,4603,4125,15n075940
15n075941,3,250,36,3,4631,4558,5335,15n075941
15n075942,2,352,26,2,4632,4559,529,15n075942
15n075946,3,130,35,3,4542,4470,696,15n075946
15n075947,3,172,37,3,4543,4471,932,15n075947
15n075948,3,122,34,3,4665,4591,2254,15n075948
15n075949,2,370,26,2,4535,4463,5276,15n075949
15n075950,2,370,26,2,4666,4592,394,15n075950
15n075951,3,130,35,3,4534,4462,3267,15n075951
15n075952,3,172,37,3,4536,4464,3004,15n075952
15n075953,3,170,36,3,4664,4590,3970,15n075953
15n075954,3,222,34,3,4667,4593,2674,15n075954
15n075955,3,232,36,3,4669,4595,4851,15n075955
15n075959,3,154,37,3,4670,4596,3260,15n075959
15n075960,2,388,26,2,4656,4582,3114,15n075960
15n075961,2,454,26,2,4657,4583,2152,15n075961
15n075962,2,444,26,2,4641,4567,3165,15n075962
15n075963,2,518,26,2,4642,4568,2154,15n075963
15n075964,3,320,37,3,4643,4569,4517,15n075964
15n075965,2,454,26,2,4644,4570,4059,15n075965
15n075966,2,508,26,2,4645,4571,1369,15n075966
15n075967,2,452,26,2,4671,4597,2515,15n075967
15n075968,2,510,26,2,4672,4598,2847,15n075968
15n075969,3,218,36,3,4673,4599,3966,15n075969
15n075970,2,462,26,2,4674,4600,3414,15n075970
15n075971,2,500,26,2,4675,4601,1974,15n075971
15n075972,3,216,36,3,4676,4602,4748,15n075972
15n075973,2,206,24,2,4648,4574,2043,15n075973
15n075974,2,426,26,2,4649,4575,2845,15n075974
15n075975,3,222,37,3,4580,4507,2282,15n075975
15n075976,3,110,31,3,4581,4508,2851,15n075976
15n075977,2,460,26,2,4583,4510,1878,15n075977
15n075978,2,264,24,2,4646,4572,5356,15n075978
15n075979,2,404,26,2,4647,4573,5458,15n075979
15n075980,3,220,36,3,4678,4604,3977,15n075980
15n075981,2,406,26,2,4679,4605,2140,15n075981
15n075982,2,262,24,2,4660,4586,1167,15n075982
15n076068,3,148,31,3,4680,4606,4562,15n076068
15n076069,2,296,26,2,4681,4607,5385,15n076069
15n076070,3,214,32,3,4682,4608,693,15n076070
15n076071,2,372,26,2,4683,4609,4730,15n076071
15n076072,3,154,36,3,4684,4610,111,15n076072
15n076099,3,148,31,3,4680,4606,4562,15n076099
15n076100,2,296,26,2,4681,4607,5385,15n076100
15n076101,3,214,32,3,4682,4608,693,15n076101
15n076102,2,372,26,2,4683,4609,4730,15n076102
15n076103,3,154,36,3,4684,4610,111,15n076103
15n076387,2,352,26,2,4685,4611,4793,15n076387
15n076397,3,60,28,3,4686,4612,1987,15n076397
15n076400,2,226,26,2,4687,4613,3950,15n076400
15n076692,2,276,24,2,4688,4614,5127,15n076692
15n076693,3,170,36,3,4689,4615,2267,15n076693
15n076694,2,300,23,2,4690,4616,5460,15n076694
15n076695,2,432,26,2,4691,4617,4811,15n076695
15n076696,2,212,22,2,4692,4618,1970,15n076696
15n076697,3,144,33,3,4693,4619,218,15n076697
15n076698,2,476,26,2,4694,4620,4452,15n076698
15n076699,3,182,34,3,4695,4621,3737,15n076699
15n076700,3,258,35,3,4696,4622,701,15n076700
15n076701,2,232,23,2,4697,4623,5459,15n076701
15n076702,2,340,26,2,4698,4624,4727,15n076702
15n076703,2,160,20,2,4699,4625,1967,15n076703
15n076704,3,120,33,3,4700,4626,212,15n076704
15n076705,2,320,24,2,4701,4627,564,15n076705
15n076706,2,372,26,2,4702,4628,5386,15n076706
15n076748,2,324,26,2,4703,4629,4300,15n076748
15n076900,2,280,26,2,4704,4630,788,15n076900
15n076906,2,316,26,2,4705,4631,4299,15n076906
15n077375,2,226,24,2,4706,4632,1171,15n077375
15n077380,3,120,34,3,4707,4633,5396,15n077380
15n077521,2,220,24,2,4708,4634,5107,15n077521
15n077522,2,376,26,2,4709,4635,5388,15n077522
15n077523,2,234,24,2,4710,4636,4991,15n077523
15n077524,2,494,26,2,4711,4637,5312,15n077524
15n077549,3,194,35,3,4712,4638,3063,15n077549
15n077550,3,194,35,3,4712,4638,3063,15n077550
15n077553,2,532,26,2,4713,4639,3857,15n077553
15n077554,2,532,26,2,4713,4639,3857,15n077554
15n077585,2,334,26,2,4714,4640,1557,15n077585
15n077586,2,438,26,2,4715,4641,2150,15n077586
15n077840,3,172,34,3,4716,4642,3903,15n077840
15n077882,2,286,26,2,4717,4643,5407,15n077882
15n077883,2,418,26,2,4718,4644,5042,15n077883
15n077884,3,150,37,3,4719,4645,1426,15n077884
15n077885,2,320,26,2,4720,4646,5359,15n077885
15n077886,2,540,26,2,4721,4647,4951,15n077886
15n077887,3,184,37,3,4722,4648,1724,15n077887
15n077901,2,220,24,2,4708,4634,5107,15n077901
15n077902,2,376,26,2,4709,4635,5388,15n077902
15n077903,2,234,24,2,4710,4636,4991,15n077903
15n077904,2,494,26,2,4711,4637,5312,15n077904
15n077951,3,166,37,3,4723,4649,1439,15n077951
15n077957,3,278,35,3,4724,4650,3374,15n077957
15n077963,3,180,37,3,4725,4651,4491,15n077963
15n078063,2,82,20,2,846,838,496,15n078063
15n078076,2,286,26,2,4717,4643,5407,15n078076
15n078077,2,418,26,2,4718,4644,5042,15n078077
15n078078,3,150,37,3,4719,4645,1426,15n078078
15n078079,2,320,26,2,4720,4646,5359,15n078079
15n078080,2,540,26,2,4721,4647,4951,15n078080
15n078081,3,184,37,3,4722,4648,1724,15n078081
15n078299,2,106,20,2,4114,4049,2157,15n078299
15n078629,3,154,28,3,4726,4652,2156,15n078629
15n078680,2,226,24,2,4727,4653,3957,15n078680
15n078683,3,188,29,3,4728,4654,4955,15n078683
15n078684,2,226,24,2,4729,4655,4604,15n078684
15n078685,3,202,36,3,4730,4656,2337,15n078685
15n078688,2,226,24,2,4729,4655,4604,15n078688
15n078716,3,146,33,3,4731,4657,2216,15n078716
15n078718,3,156,33,3,4732,4658,5096,15n078718
15n078719,3,138,33,3,4733,4659,4551,15n078719
15n078720,2,278,26,2,4734,4660,5522,15n078720
15n078721,3,300,35,3,4735,4661,1852,15n078721
15n078722,2,536,26,2,4736,4662,4866,15n078722
15n078723,2,272,24,2,2557,2531,1251,15n078723
15n078724,2,486,26,2,4737,4663,4068,15n078724
15n078725,2,260,24,2,4738,4664,3815,15n078725
15n078727,3,250,29,3,4739,4665,5319,15n078727
15n078728,3,156,33,3,4732,4658,5096,15n078728
15n078729,3,138,33,3,4733,4659,4551,15n078729
15n078731,2,414,26,2,4740,4666,4057,15n078731
15n078732,2,290,24,2,4741,939,3524,15n078732
15n078733,3,228,36,3,4742,4667,5097,15n078733
15n078734,2,536,26,2,4736,4662,4866,15n078734
15n078735,2,272,24,2,2557,2531,1251,15n078735
15n078736,2,486,26,2,4737,4663,4068,15n078736
15n078737,2,252,24,2,4743,4668,522,15n078737
15n078771,2,148,22,2,4075,822,2058,15n078771
15n078777,2,314,24,2,4744,4669,4034,15n078777
15n078778,3,132,33,3,4745,4670,5068,15n078778
15n078779,3,166,35,3,4746,4671,944,15n078779
15n078782,2,498,26,2,4747,4672,5315,15n078782
15n078783,2,344,26,2,4748,4673,1279,15n078783
15n078788,2,442,26,2,4749,4674,4151,15n078788
15n078795,2,442,26,2,4750,4674,2151,15n078795
15n078814,3,170,34,3,4751,4675,3900,15n078814
15n078815,2,436,26,2,4752,4676,2426,15n078815
15n079123,2,208,22,2,4753,4677,550,15n079123
15n079124,2,298,24,2,4754,4678,371,15n079124
15n079125,3,130,33,3,4755,4679,2212,15n079125
15n079126,2,424,26,2,4756,4680,832,15n079126
15n079127,2,208,22,2,4753,4677,550,15n079127
15n079128,2,298,24,2,4754,4678,371,15n079128
15n079129,3,130,33,3,4755,4679,2212,15n079129
15n079130,2,424,26,2,4756,4680,832,15n079130
15n079226,2,226,24,2,4727,4653,3957,15n079226
15n079227,3,188,29,3,4728,4654,4955,15n079227
15n079228,3,202,36,3,4730,4656,2337,15n079228
15n079229,3,250,29,3,4739,4665,5319,15n079229
15n079230,2,414,26,2,4740,4666,4057,15n079230
15n079231,2,290,24,2,4741,939,3524,15n079231
15n079232,3,228,36,3,4742,4667,5097,15n079232
15n079233,2,252,24,2,4743,4668,522,15n079233
15n079326,3,176,35,3,4757,4681,211,15n079326
15n079360,3,178,35,3,4758,4682,3276,15n079360
15n079426,3,218,35,3,4759,4683,4005,15n079426
15n079427,2,550,26,2,4760,4684,2890,15n079427
15n079428,3,218,35,3,4759,4683,4005,15n079428
15n079429,2,550,26,2,4760,4684,2890,15n079429
15n079441,3,146,33,3,4731,4657,2216,15n079441
15n079442,2,278,26,2,4734,4660,5522,15n079442
15n079443,3,300,35,3,4735,4661,1852,15n079443
15n079444,2,260,24,2,4738,4664,3815,15n079444
15n079638,3,184,33,3,4761,4685,2001,15n079638
15n079639,2,406,26,2,4762,4686,3420,15n079639
15n079703,3,228,38,3,4763,4687,2277,15n079703
15n079717,2,270,26,2,4764,4688,1469,15n079717
15n079926,2,226,24,2,4765,4689,4573,15n079926
15n079927,2,262,24,2,4766,4690,2765,15n079927
15n079932,3,188,29,3,4767,4691,4464,15n079932
15n079933,2,226,24,2,2874,858,4027,15n079933
15n079934,2,262,24,2,4766,4690,2765,15n079934
15n079935,3,202,36,3,4768,4692,3054,15n079935
15n079938,2,226,24,2,2874,858,4027,15n079938
15n079985,3,218,25,3,4769,4693,3738,15n079985
15n079986,2,416,26,2,4770,4694,5389,15n079986
15n079987,2,238,24,2,4771,4695,4021,15n079987
15n079988,2,454,26,2,4772,4696,5311,15n079988
15n080017,3,194,33,3,4773,4697,2929,15n080017
15n080018,2,454,26,2,4774,4698,3426,15n080018
15n080021,2,298,24,2,4775,4699,1042,15n080021
15n080022,2,298,24,2,4775,4699,1042,15n080022
15n080169,2,286,25,2,4595,4522,5472,15n080169
15n080170,3,272,29,3,4596,4523,5223,15n080170
15n080171,3,148,35,3,4601,4528,1675,15n080171
15n080172,3,146,33,3,4602,4529,5444,15n080172
15n080173,3,150,36,3,4603,4530,5331,15n080173
15n080174,2,352,26,2,4608,4535,830,15n080174
15n080189,2,276,24,2,4653,4579,5358,15n080189
15n080199,3,170,34,3,4751,4675,3900,15n080199
15n080200,2,436,26,2,4752,4676,2426,15n080200
15n080372,2,442,26,2,4749,4674,4151,15n080372
15n080373,2,442,26,2,4750,4674,2151,15n080373
15n080397,2,226,24,2,4765,4689,4573,15n080397
15n080398,3,188,29,3,4767,4691,4464,15n080398
15n080399,3,202,36,3,4768,4692,3054,15n080399
15n080415,2,276,24,2,4688,4614,5127,15n080415
15n080416,2,300,23,2,4690,4616,5460,15n080416
15n080417,2,212,22,2,4692,4618,1970,15n080417
15n080418,2,476,26,2,4694,4620,4452,15n080418
15n080419,3,170,36,3,4689,4615,2267,15n080419
15n080420,2,432,26,2,4691,4617,4811,15n080420
15n080421,3,144,33,3,4693,4619,218,15n080421
15n080422,3,182,34,3,4695,4621,3737,15n080422
15n080423,2,232,23,2,4697,4623,5459,15n080423
15n080424,2,160,20,2,4699,4625,1967,15n080424
15n080425,2,372,26,2,4702,4628,5386,15n080425
15n080426,3,258,35,3,4696,4622,701,15n080426
15n080427,2,340,26,2,4698,4624,4727,15n080427
15n080428,3,120,33,3,4700,4626,212,15n080428
15n080429,2,320,24,2,4701,4627,564,15n080429
15n080439,2,478,26,2,4776,4700,2153,15n080439
15n080440,2,478,26,2,4776,4700,2153,15n080440
15n080484,2,424,26,2,4777,4701,1767,15n080484
15n080485,2,424,26,2,4777,4701,1767,15n080485
15n080499,2,460,26,2,4778,4702,1365,15n080499
15n080500,2,460,26,2,4778,4702,1365,15n080500
15n080551,2,314,24,2,4744,4669,4034,15n080551
15n080552,3,132,33,3,4745,4670,5068,15n080552
15n080553,2,498,26,2,4747,4672,5315,15n080553
15n080554,3,166,35,3,4746,4671,944,15n080554
15n080555,2,344,26,2,4748,4673,1279,15n080555
15n080647,3,218,25,3,4769,4693,3738,15n080647
15n080648,2,416,26,2,4770,4694,5389,15n080648
15n080649,2,238,24,2,4771,4695,4021,15n080649
15n080650,2,454,26,2,4772,4696,5311,15n080650
15n080651,2,356,26,2,4779,4703,3100,15n080651
15n080652,2,318,26,2,4780,4704,4673,15n080652
15n080679,3,244,31,3,4781,4705,4623,15n080679
15n080680,2,470,26,2,4782,4706,5032,15n080680
15n080681,3,248,36,3,4783,4707,1420,15n080681
15n080833,3,174,36,3,4784,4708,5504,15n080833
15n080842,2,226,24,2,4706,4632,1171,15n080842
15n081044,2,298,25,2,4785,4709,5476,15n081044
15n081046,2,514,26,2,4786,4710,2882,15n081046
15n081047,3,172,36,3,4787,4711,3915,15n081047
15n081049,3,244,31,3,4781,4705,4623,15n081049
15n081050,2,470,26,2,4782,4706,5032,15n081050
15n081051,3,248,36,3,4783,4707,1420,15n081051
15n081062,3,154,28,3,4726,4652,2156,15n081062
15n081069,3,194,33,3,4773,4697,2929,15n081069
15n081070,2,454,26,2,4774,4698,3426,15n081070
15n081151,2,326,24,2,3093,3065,4141,15n081151
15n081152,2,606,26,2,4788,4712,5316,15n081152
15n081153,3,240,37,3,4789,4713,936,15n081153
15n081154,2,302,24,2,4790,4714,1055,15n081154
15n081155,2,178,24,2,4791,4715,4989,15n081155
15n081156,2,394,26,2,4792,4716,4687,15n081156
15n081157,3,196,35,3,4793,4717,1999,15n081157
15n081158,2,288,24,2,4794,4718,5377,15n081158
15n081159,2,584,26,2,4795,4719,3856,15n081159
15n081160,3,254,36,3,4796,4720,2981,15n081160
15n081161,2,302,24,2,4790,4714,1055,15n081161
15n081162,3,134,34,3,4797,4721,5443,15n081162
15n081165,2,208,22,2,4798,4722,4445,15n081165
15n081166,3,236,35,3,4799,4723,2376,15n081166
15n081275,2,238,24,2,4800,4724,4616,15n081275
15n081276,2,454,26,2,4801,4725,5035,15n081276
