scope,input_family,tuple_group,n_knots,n_pairs,n_width_values,n_free_reflection_orbits,width_diff_pairs,F_diff_mod_reflection_pairs,F_reflection_only_pairs,stored_torsion_direct_diff_pairs
atlas,HOMFLY_PT_plus_Theta,122751,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,122865,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123071,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123107,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123114,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123123,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123192,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123270,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123281,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123361,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123405,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123461,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123566,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123586,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123591,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123597,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123790,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123881,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,123947,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124018,3,3,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124130,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124190,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124192,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124201,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124212,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124242,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124367,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124410,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124501,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124595,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124625,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124626,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124628,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124650,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124689,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124759,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124807,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124922,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,124946,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125016,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125036,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125037,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125128,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125139,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125223,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125224,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125274,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125284,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125286,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125366,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125469,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125512,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125513,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125517,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125535,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125564,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125581,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125587,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125591,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125616,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125637,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125814,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125823,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125836,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125846,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,125910,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126019,4,6,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126020,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126093,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126144,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126203,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126263,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126297,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126356,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126412,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126424,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126456,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126544,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126612,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126638,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126659,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126736,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126753,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126778,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126864,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,126868,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127027,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127029,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127086,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127093,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127112,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127172,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127176,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127248,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127447,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127514,3,3,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127564,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127589,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127590,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127612,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127624,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127642,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127679,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127716,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127740,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127822,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,127982,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128009,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128044,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128059,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128078,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128119,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128153,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128209,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128281,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128306,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128349,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128382,3,3,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128444,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128526,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128543,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128592,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128652,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128664,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128665,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128797,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,128949,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129032,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129057,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129184,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129207,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129221,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129406,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129412,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129416,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129454,3,3,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129459,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129500,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129544,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129545,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129589,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129626,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129635,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129653,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129773,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129774,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129872,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129878,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,129987,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130040,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130118,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130189,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130195,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130196,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130254,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130312,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130478,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130509,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130597,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130607,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130612,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130654,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130675,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130687,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130735,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130736,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130837,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,130872,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131015,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131042,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131063,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131064,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131127,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131156,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131157,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131214,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131299,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131546,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131547,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131576,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131607,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131650,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131731,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131736,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131762,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131763,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131777,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131833,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,131843,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132045,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132096,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132105,4,6,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132109,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132110,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132118,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132208,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132291,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132309,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132335,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132449,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132479,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132549,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132586,4,6,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132612,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132627,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132715,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132745,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132751,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132777,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132799,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132918,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132950,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,132990,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133114,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133146,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133174,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133175,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133324,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133325,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133332,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133566,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133638,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133729,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133731,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133764,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133778,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133895,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,133939,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134037,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134049,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134084,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134167,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134274,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134296,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134297,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134331,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134417,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134469,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134477,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134526,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134528,3,3,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134530,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134541,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134544,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134558,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134605,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134616,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134659,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134714,3,3,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134753,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134754,3,3,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134829,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134944,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,134986,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135049,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135052,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135160,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135361,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135434,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135455,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135513,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135530,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135545,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135618,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135656,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135863,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,135889,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136012,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136119,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136138,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136185,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136191,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136216,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136218,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136463,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136543,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136579,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136580,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136589,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136630,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136649,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136650,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136670,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136672,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136711,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136762,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136817,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136818,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136821,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136845,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,136863,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137056,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137058,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137105,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137156,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137288,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137310,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137330,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137335,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137359,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137407,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137602,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137646,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137648,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137652,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137670,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137671,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137689,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137693,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137801,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137810,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137863,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,137937,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138020,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138120,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138204,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138206,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138262,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138385,3,3,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138393,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138429,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138494,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138496,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138510,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138620,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138744,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138745,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138778,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138779,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138782,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138791,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138922,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138931,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,138932,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139004,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139009,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139050,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139055,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139068,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139231,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139254,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139260,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139295,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139399,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139447,2,1,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139541,4,6,1,1,0,0,0,0
atlas,HOMFLY_PT_plus_Theta,139599,2,1,1,1,0,0,0,0
