scope,input_family,tuple_group,knot_id_base,split,W_F,F_rank,F_support,stored_union_diagonal_count,F_tuple_group,F_reflection_orbit,stored_torsion_tuple_group
test,HOMFLY_PT_plus_Theta,309,15a58293,test,2,876,30,2,2352,2330,4410
test,HOMFLY_PT_plus_Theta,309,15a58317,test,2,876,30,2,2352,2330,4410
test,HOMFLY_PT_plus_Theta,309,15a59121,test,2,876,30,2,2352,2330,4410
test,HOMFLY_PT_plus_Theta,2828,15n012782,test,2,406,26,2,3171,3140,2180
test,HOMFLY_PT_plus_Theta,2828,15n012783,test,2,406,26,2,3171,3140,2180
test,HOMFLY_PT_plus_Theta,3559,15n005510,test,2,382,26,2,2728,2702,172
test,HOMFLY_PT_plus_Theta,3559,15n005625,test,2,382,26,2,2728,2702,172
test,HOMFLY_PT_plus_Theta,4265,15n024139,test,3,160,23,3,3547,3506,477
test,HOMFLY_PT_plus_Theta,4265,15n024702,test,3,160,23,3,3547,3506,477
test,HOMFLY_PT_plus_Theta,5840,15a15244,test,2,868,30,2,1521,1506,1914
test,HOMFLY_PT_plus_Theta,5840,15a15519,test,2,868,30,2,1521,1506,1914
test,HOMFLY_PT_plus_Theta,6247,15n143171,test,3,150,32,3,5509,5412,2159
test,HOMFLY_PT_plus_Theta,6247,15n162121,test,3,150,32,3,5509,5412,2159
test,HOMFLY_PT_plus_Theta,14222,15n134415,test,2,526,26,2,5468,5375,3638
test,HOMFLY_PT_plus_Theta,14222,15n134426,test,2,526,26,2,5468,5375,3638
test,HOMFLY_PT_plus_Theta,15719,15a33441,test,2,838,30,2,1949,1933,3509
test,HOMFLY_PT_plus_Theta,15719,15a51734,test,2,838,30,2,1949,1933,3509
test,HOMFLY_PT_plus_Theta,17561,15a15574,test,2,818,30,2,1526,1511,3484
test,HOMFLY_PT_plus_Theta,17561,15a18847,test,2,818,30,2,1526,1511,3484
test,HOMFLY_PT_plus_Theta,20236,15n007462,test,3,274,36,3,2877,2849,2221
test,HOMFLY_PT_plus_Theta,20236,15n010119,test,3,274,36,3,2877,2849,2221
test,HOMFLY_PT_plus_Theta,24892,15a35546,test,2,730,30,2,1977,1960,2728
test,HOMFLY_PT_plus_Theta,24892,15a39075,test,2,730,30,2,1977,1960,2728
test,HOMFLY_PT_plus_Theta,25558,12a0341,test,2,230,24,2,16,16,2676
test,HOMFLY_PT_plus_Theta,25558,12a0627,test,2,230,24,2,16,16,2676
test,HOMFLY_PT_plus_Theta,25630,14n14688,test,2,140,24,2,913,903,2611
test,HOMFLY_PT_plus_Theta,25630,14n15695,test,2,140,24,2,913,903,2611
test,HOMFLY_PT_plus_Theta,26911,14n07586,test,2,154,23,2,807,799,73
test,HOMFLY_PT_plus_Theta,26911,14n07678,test,2,154,23,2,807,799,73
test,HOMFLY_PT_plus_Theta,27266,14n10002,test,3,126,34,3,838,830,3266
test,HOMFLY_PT_plus_Theta,27266,14n11740,test,3,126,34,3,838,830,3266
test,HOMFLY_PT_plus_Theta,28320,15n118606,test,3,120,33,3,5250,5167,1415
test,HOMFLY_PT_plus_Theta,28320,15n118622,test,3,120,33,3,5250,5167,1415
test,HOMFLY_PT_plus_Theta,30094,15n081070,test,2,454,26,2,4774,4698,3426
test,HOMFLY_PT_plus_Theta,30094,15n115354,test,2,454,26,2,4774,4698,3426
test,HOMFLY_PT_plus_Theta,36567,15n139491,test,3,174,34,3,5505,5408,5328
test,HOMFLY_PT_plus_Theta,36567,15n141943,test,3,174,34,3,5505,5408,5328
test,HOMFLY_PT_plus_Theta,38819,15n027736,test,3,158,31,3,3655,3612,677
test,HOMFLY_PT_plus_Theta,38819,15n029728,test,3,158,31,3,3655,3612,677
test,HOMFLY_PT_plus_Theta,38908,14n07576,test,2,334,24,2,804,796,2700
test,HOMFLY_PT_plus_Theta,38908,14n07676,test,2,334,24,2,804,796,2700
test,HOMFLY_PT_plus_Theta,40621,15n060513,test,2,226,24,2,4380,4311,1467
test,HOMFLY_PT_plus_Theta,40621,15n062811,test,2,226,24,2,4380,4311,1467
test,HOMFLY_PT_plus_Theta,41577,15n123194,test,3,282,37,3,5307,5220,4648
test,HOMFLY_PT_plus_Theta,41577,15n123196,test,3,282,37,3,5307,5220,4648
test,HOMFLY_PT_plus_Theta,42035,13n1693,test,2,76,20,2,123,123,2260
test,HOMFLY_PT_plus_Theta,42035,14n08782,test,2,76,20,2,123,123,2260
test,HOMFLY_PT_plus_Theta,42270,14n02926,test,3,66,30,3,632,629,2232
test,HOMFLY_PT_plus_Theta,42270,14n03510,test,3,66,30,3,632,629,2232
test,HOMFLY_PT_plus_Theta,43054,15n099361,test,2,316,26,2,5070,4988,4446
test,HOMFLY_PT_plus_Theta,43054,15n099473,test,2,316,26,2,5070,4988,4446
test,HOMFLY_PT_plus_Theta,44011,15n037024,test,2,298,26,2,3901,3845,1607
test,HOMFLY_PT_plus_Theta,44011,15n037092,test,2,298,26,2,3901,3845,1607
test,HOMFLY_PT_plus_Theta,44553,15n041330,test,2,262,26,2,4067,4009,5235
test,HOMFLY_PT_plus_Theta,44553,15n109474,test,2,262,26,2,4067,4009,5235
test,HOMFLY_PT_plus_Theta,45025,15n058537,test,2,406,26,2,4342,4274,2780
test,HOMFLY_PT_plus_Theta,45025,15n109517,test,2,406,26,2,4342,4274,2780
test,HOMFLY_PT_plus_Theta,47150,14n13439,test,3,124,31,3,869,860,3864
test,HOMFLY_PT_plus_Theta,47150,14n18900,test,3,124,31,3,869,860,3864
test,HOMFLY_PT_plus_Theta,48427,15n004801,test,2,262,22,2,2665,2639,2861
test,HOMFLY_PT_plus_Theta,48427,15n005021,test,2,262,22,2,2665,2639,2861
test,HOMFLY_PT_plus_Theta,48519,15n032755,test,2,262,26,2,3811,3755,4008
test,HOMFLY_PT_plus_Theta,48519,15n032756,test,2,262,26,2,3811,3755,4008
test,HOMFLY_PT_plus_Theta,49862,15n077963,test,3,180,37,3,4725,4651,4491
test,HOMFLY_PT_plus_Theta,49862,15n083112,test,3,180,37,3,4725,4651,4491
test,HOMFLY_PT_plus_Theta,51106,15n008509,test,2,280,26,2,2968,2940,4723
test,HOMFLY_PT_plus_Theta,51106,15n008522,test,2,280,26,2,2968,2940,4723
test,HOMFLY_PT_plus_Theta,51291,15n001215,test,2,324,24,2,2547,2521,575
test,HOMFLY_PT_plus_Theta,51291,15n001321,test,2,324,24,2,2547,2521,575
test,HOMFLY_PT_plus_Theta,51444,15a50336,test,2,550,30,2,2226,2206,2786
test,HOMFLY_PT_plus_Theta,51444,15a50415,test,2,550,30,2,2226,2206,2786
test,HOMFLY_PT_plus_Theta,52032,15a18468,test,2,1054,30,2,1594,1579,3630
test,HOMFLY_PT_plus_Theta,52032,15a21121,test,2,1054,30,2,1594,1579,3630
test,HOMFLY_PT_plus_Theta,52091,13n1654,test,2,154,22,2,164,164,4996
test,HOMFLY_PT_plus_Theta,52091,13n1684,test,2,154,22,2,164,164,4996
test,HOMFLY_PT_plus_Theta,52397,15a03832,test,2,638,30,2,1150,1139,4089
test,HOMFLY_PT_plus_Theta,52397,15a04453,test,2,638,30,2,1150,1139,4089
test,HOMFLY_PT_plus_Theta,56339,15n039485,test,3,184,35,3,3975,3918,895
test,HOMFLY_PT_plus_Theta,56339,15n039936,test,3,184,35,3,3975,3918,895
test,HOMFLY_PT_plus_Theta,57071,15n009398,test,3,128,37,3,3050,3022,903
test,HOMFLY_PT_plus_Theta,57071,15n011146,test,3,128,37,3,3050,3022,903
test,HOMFLY_PT_plus_Theta,58983,15n080199,test,3,170,34,3,4751,4675,3900
test,HOMFLY_PT_plus_Theta,58983,15n115332,test,3,170,34,3,4751,4675,3900
test,HOMFLY_PT_plus_Theta,59189,15n039209,test,2,356,24,2,3930,3874,2509
test,HOMFLY_PT_plus_Theta,59189,15n039413,test,2,356,24,2,3930,3874,2509
test,HOMFLY_PT_plus_Theta,62198,15a02612,test,2,900,30,2,1108,1097,5215
test,HOMFLY_PT_plus_Theta,62198,15a02728,test,2,900,30,2,1108,1097,5215
test,HOMFLY_PT_plus_Theta,67809,15n023682,test,3,178,35,3,3530,3489,3989
test,HOMFLY_PT_plus_Theta,67809,15n023798,test,3,178,35,3,3530,3489,3989
test,HOMFLY_PT_plus_Theta,68207,15a28432,test,2,984,30,2,1844,1828,2565
test,HOMFLY_PT_plus_Theta,68207,15a30797,test,2,984,30,2,1844,1828,2565
test,HOMFLY_PT_plus_Theta,70717,15a63324,test,2,926,30,2,2173,2154,4214
test,HOMFLY_PT_plus_Theta,70717,15a63951,test,2,926,30,2,2173,2154,4214
test,HOMFLY_PT_plus_Theta,71327,15n100523,test,2,328,24,2,5128,5045,5137
test,HOMFLY_PT_plus_Theta,71327,15n101203,test,2,328,24,2,5128,5045,5137
test,HOMFLY_PT_plus_Theta,80325,14n14119,test,3,164,33,3,877,868,1842
test,HOMFLY_PT_plus_Theta,80325,14n14286,test,3,164,33,3,877,868,1842
test,HOMFLY_PT_plus_Theta,83126,15n010909,test,3,294,35,3,2772,2746,1054
test,HOMFLY_PT_plus_Theta,83126,15n011075,test,3,294,35,3,2772,2746,1054
test,HOMFLY_PT_plus_Theta,85231,15a20893,test,2,1110,30,2,1666,1650,4232
test,HOMFLY_PT_plus_Theta,85231,15a21132,test,2,1110,30,2,1666,1650,4232
test,HOMFLY_PT_plus_Theta,88573,15n008565,test,3,168,36,3,2985,2957,724
test,HOMFLY_PT_plus_Theta,88573,15n008607,test,3,168,36,3,2985,2957,724
test,HOMFLY_PT_plus_Theta,88693,15n097002,test,3,194,35,3,4987,4906,2989
test,HOMFLY_PT_plus_Theta,88693,15n110241,test,3,194,35,3,4987,4906,2989
test,HOMFLY_PT_plus_Theta,89873,14a07527,test,2,532,28,2,389,388,4771
test,HOMFLY_PT_plus_Theta,89873,14a07598,test,2,532,28,2,389,388,4771
test,HOMFLY_PT_plus_Theta,91460,14n06577,test,2,82,20,2,790,782,757
test,HOMFLY_PT_plus_Theta,91460,14n17306,test,2,82,20,2,790,782,757
test,HOMFLY_PT_plus_Theta,92813,15n038210,test,2,364,26,2,2724,2698,2410
test,HOMFLY_PT_plus_Theta,92813,15n038233,test,2,364,26,2,2724,2698,2410
test,HOMFLY_PT_plus_Theta,93371,15a28719,test,2,986,30,2,1860,1844,3561
test,HOMFLY_PT_plus_Theta,93371,15a28949,test,2,986,30,2,1860,1844,3561
test,HOMFLY_PT_plus_Theta,95295,15n076072,test,3,154,36,3,4684,4610,111
test,HOMFLY_PT_plus_Theta,95295,15n076103,test,3,154,36,3,4684,4610,111
test,HOMFLY_PT_plus_Theta,100319,15n008558,test,2,292,26,2,2978,2950,1760
test,HOMFLY_PT_plus_Theta,100319,15n008572,test,2,292,26,2,2978,2950,1760
test,HOMFLY_PT_plus_Theta,102803,15a57727,test,2,1000,30,2,2340,2319,4931
test,HOMFLY_PT_plus_Theta,102803,15a58933,test,2,1000,30,2,2340,2319,4931
test,HOMFLY_PT_plus_Theta,103034,15a18496,test,2,1354,30,2,1605,1590,4256
test,HOMFLY_PT_plus_Theta,103034,15a18850,test,2,1354,30,2,1605,1590,4256
test,HOMFLY_PT_plus_Theta,103204,15a41952,test,2,812,30,2,2152,2133,2487
test,HOMFLY_PT_plus_Theta,103204,15a42002,test,2,812,30,2,2152,2133,2487
test,HOMFLY_PT_plus_Theta,103659,15a72049,test,2,1046,30,2,2467,2442,4252
test,HOMFLY_PT_plus_Theta,103659,15a76303,test,2,1046,30,2,2467,2442,4252
test,HOMFLY_PT_plus_Theta,104384,15n014964,test,2,352,26,2,3226,3193,268
test,HOMFLY_PT_plus_Theta,104384,15n015320,test,2,352,26,2,3226,3193,268
test,HOMFLY_PT_plus_Theta,109076,15a16301,test,2,576,30,2,1546,1531,4341
test,HOMFLY_PT_plus_Theta,109076,15a16408,test,2,576,30,2,1546,1531,4341
test,HOMFLY_PT_plus_Theta,110351,15a57695,test,2,1000,30,2,2338,2317,2595
test,HOMFLY_PT_plus_Theta,110351,15a58925,test,2,1000,30,2,2338,2317,2595
test,HOMFLY_PT_plus_Theta,110351,15a58973,test,2,1000,30,2,2338,2317,2595
test,HOMFLY_PT_plus_Theta,113128,15a07965,test,2,862,30,2,1286,1275,4204
test,HOMFLY_PT_plus_Theta,113128,15a07993,test,2,862,30,2,1286,1275,4204
test,HOMFLY_PT_plus_Theta,113858,15n001724,test,2,270,24,2,2558,2532,2690
test,HOMFLY_PT_plus_Theta,113858,15n001748,test,2,270,24,2,2558,2532,2690
test,HOMFLY_PT_plus_Theta,115684,15n006621,test,2,388,26,2,2767,2741,4389
test,HOMFLY_PT_plus_Theta,115684,15n010906,test,2,388,26,2,2767,2741,4389
test,HOMFLY_PT_plus_Theta,116945,15n007066,test,3,252,37,3,2838,2812,456
test,HOMFLY_PT_plus_Theta,116945,15n009752,test,3,252,37,3,2838,2812,456
test,HOMFLY_PT_plus_Theta,117092,15n122056,test,2,388,26,2,5344,5256,2601
test,HOMFLY_PT_plus_Theta,117092,15n122152,test,2,388,26,2,5344,5256,2601
test,HOMFLY_PT_plus_Theta,123107,15a40038,test,2,694,30,2,2036,2019,3550
test,HOMFLY_PT_plus_Theta,123107,15a40346,test,2,694,30,2,2036,2019,3550
test,HOMFLY_PT_plus_Theta,125512,15n014257,test,3,96,31,3,2744,2718,1430
test,HOMFLY_PT_plus_Theta,125512,15n018014,test,3,96,31,3,2744,2718,1430
test,HOMFLY_PT_plus_Theta,128059,15a66152,test,2,698,30,2,2459,2434,5415
test,HOMFLY_PT_plus_Theta,128059,15a78331,test,2,698,30,2,2459,2434,5415
test,HOMFLY_PT_plus_Theta,132208,15n083063,test,2,270,26,2,4852,4776,5245
test,HOMFLY_PT_plus_Theta,132208,15n083747,test,2,270,26,2,4852,4776,5245
test,HOMFLY_PT_plus_Theta,133764,14n05973,test,2,178,24,2,773,765,1151
test,HOMFLY_PT_plus_Theta,133764,14n06049,test,2,178,24,2,773,765,1151
test,HOMFLY_PT_plus_Theta,134167,15n049988,test,3,132,35,3,4185,4117,5063
test,HOMFLY_PT_plus_Theta,134167,15n050816,test,3,132,35,3,4185,4117,5063
test,HOMFLY_PT_plus_Theta,135434,15n002441,test,3,266,37,3,2610,2584,4019
test,HOMFLY_PT_plus_Theta,135434,15n002846,test,3,266,37,3,2610,2584,4019
test,HOMFLY_PT_plus_Theta,135530,14n14590,test,2,258,24,2,908,898,2120
test,HOMFLY_PT_plus_Theta,135530,14n14663,test,2,258,24,2,908,898,2120
test,HOMFLY_PT_plus_Theta,137648,15a01714,test,2,712,30,2,1045,1034,5187
test,HOMFLY_PT_plus_Theta,137648,15a01723,test,2,712,30,2,1045,1034,5187
test,HOMFLY_PT_plus_Theta,138779,15a43172,test,2,1114,30,2,2162,2143,3635
test,HOMFLY_PT_plus_Theta,138779,15a49917,test,2,1114,30,2,2162,2143,3635
test,HOMFLY_PT_plus_Theta,139599,15n112331,test,3,128,34,3,5199,5116,1405
test,HOMFLY_PT_plus_Theta,139599,15n112434,test,3,128,34,3,5199,5116,1405
test,HOMFLY_PT_plus_Theta,145435,15a01487,test,2,658,30,2,1038,1027,1531
test,HOMFLY_PT_plus_Theta,145435,15a01490,test,2,658,30,2,1038,1027,1531
test,HOMFLY_PT_plus_Theta,145805,15a22277,test,2,766,30,2,1688,1672,4100
test,HOMFLY_PT_plus_Theta,145805,15a49139,test,2,766,30,2,1688,1672,4100
test,HOMFLY_PT_plus_Theta,146150,14a02000,test,2,352,28,2,264,263,1247
test,HOMFLY_PT_plus_Theta,146150,14a05606,test,2,352,28,2,264,263,1247
test,HOMFLY_PT_plus_Theta,146952,15n009397,test,2,394,26,2,3049,3021,2880
test,HOMFLY_PT_plus_Theta,146952,15n011145,test,2,394,26,2,3049,3021,2880
test,HOMFLY_PT_plus_Theta,147655,15n014837,test,3,272,36,3,3219,3186,1422
test,HOMFLY_PT_plus_Theta,147655,15n017369,test,3,272,36,3,3219,3186,1422
test,HOMFLY_PT_plus_Theta,149724,14n07599,test,3,130,33,3,805,797,2293
test,HOMFLY_PT_plus_Theta,149724,14n07684,test,3,130,33,3,805,797,2293
test,HOMFLY_PT_plus_Theta,150048,15n029721,test,2,424,26,2,3721,3670,1297
test,HOMFLY_PT_plus_Theta,150048,15n030789,test,2,424,26,2,3721,3670,1297
test,HOMFLY_PT_plus_Theta,150723,15n081047,test,3,172,36,3,4787,4711,3915
test,HOMFLY_PT_plus_Theta,150723,15n081410,test,3,172,36,3,4787,4711,3915
test,HOMFLY_PT_plus_Theta,151141,15n099223,test,3,146,34,3,5029,4948,4537
test,HOMFLY_PT_plus_Theta,151141,15n099224,test,3,146,34,3,5029,4948,4537
test,HOMFLY_PT_plus_Theta,153381,15n033469,test,3,122,32,3,3834,3778,2323
test,HOMFLY_PT_plus_Theta,153381,15n033471,test,3,122,32,3,3834,3778,2323
test,HOMFLY_PT_plus_Theta,154250,15n010345,test,3,174,37,3,3056,3028,704
test,HOMFLY_PT_plus_Theta,154250,15n011165,test,3,174,37,3,3056,3028,704
test,HOMFLY_PT_plus_Theta,157599,15a28351,test,2,698,30,2,1842,1826,2722
test,HOMFLY_PT_plus_Theta,157599,15a31554,test,2,698,30,2,1842,1826,2722
test,HOMFLY_PT_plus_Theta,157974,15a09656,test,2,604,30,2,1357,1345,4370
test,HOMFLY_PT_plus_Theta,157974,15a10677,test,2,604,30,2,1357,1345,4370
test,HOMFLY_PT_plus_Theta,158298,14a01977,test,2,460,28,2,260,259,1834
test,HOMFLY_PT_plus_Theta,158298,14a01983,test,2,460,28,2,260,259,1834
test,HOMFLY_PT_plus_Theta,158487,15a01872,test,2,818,30,2,1053,1042,1543
test,HOMFLY_PT_plus_Theta,158487,15a02700,test,2,818,30,2,1053,1042,1543
test,HOMFLY_PT_plus_Theta,158595,15a08561,test,2,734,30,2,1303,1292,2797
test,HOMFLY_PT_plus_Theta,158595,15a08566,test,2,734,30,2,1303,1292,2797
test,HOMFLY_PT_plus_Theta,158668,15n005214,test,2,122,21,2,2689,2663,44
test,HOMFLY_PT_plus_Theta,158668,15n006272,test,2,122,21,2,2689,2663,44
test,HOMFLY_PT_plus_Theta,159277,15n133930,test,2,414,26,2,5431,5340,2846
test,HOMFLY_PT_plus_Theta,159277,15n138039,test,2,414,26,2,5431,5340,2846
test,HOMFLY_PT_plus_Theta,160754,15n025263,test,3,132,35,3,3593,3552,1995
test,HOMFLY_PT_plus_Theta,160754,15n026887,test,3,132,35,3,3593,3552,1995
test,HOMFLY_PT_plus_Theta,162076,15n112332,test,3,80,32,3,5200,5117,204
test,HOMFLY_PT_plus_Theta,162076,15n112422,test,3,80,32,3,5200,5117,204
test,HOMFLY_PT_plus_Theta,162532,14n02414,test,3,170,35,3,611,608,3917
test,HOMFLY_PT_plus_Theta,162532,14n04655,test,3,170,35,3,611,608,3917
test,HOMFLY_PT_plus_Theta,164652,15n024686,test,2,218,26,2,3576,3535,49
test,HOMFLY_PT_plus_Theta,164652,15n025327,test,2,218,26,2,3576,3535,49
test,HOMFLY_PT_plus_Theta,167877,15n006636,test,3,224,29,3,2775,2749,1385
test,HOMFLY_PT_plus_Theta,167877,15n010952,test,3,224,29,3,2775,2749,1385
test,HOMFLY_PT_plus_Theta,170655,14n05855,test,2,370,24,2,764,756,5036
test,HOMFLY_PT_plus_Theta,170655,14n05861,test,2,370,24,2,764,756,5036
test,HOMFLY_PT_plus_Theta,172723,15n022001,test,2,300,26,2,89,89,2391
test,HOMFLY_PT_plus_Theta,172723,15n023072,test,2,300,26,2,89,89,2391
test,HOMFLY_PT_plus_Theta,175252,15a59237,test,2,988,30,2,2308,2287,2580
test,HOMFLY_PT_plus_Theta,175252,15a59269,test,2,988,30,2,2308,2287,2580
test,HOMFLY_PT_plus_Theta,179001,14n03874,test,3,126,34,3,686,683,2242
test,HOMFLY_PT_plus_Theta,179001,14n04077,test,3,126,34,3,686,683,2242
test,HOMFLY_PT_plus_Theta,187126,15n028723,test,3,182,35,3,3677,3626,597
test,HOMFLY_PT_plus_Theta,187126,15n095411,test,3,182,35,3,3677,3626,597
test,HOMFLY_PT_plus_Theta,189963,15n133934,test,3,140,34,3,5451,5358,1487
test,HOMFLY_PT_plus_Theta,189963,15n141837,test,3,140,34,3,5451,5358,1487
test,HOMFLY_PT_plus_Theta,192817,15n011831,test,2,352,26,2,3130,3101,4788
test,HOMFLY_PT_plus_Theta,192817,15n011833,test,2,352,26,2,3130,3101,4788
test,HOMFLY_PT_plus_Theta,194205,14n01853,test,3,114,26,3,598,595,2338
test,HOMFLY_PT_plus_Theta,194205,14n02257,test,3,114,26,3,598,595,2338
test,HOMFLY_PT_plus_Theta,196498,15a34479,test,2,946,30,2,1965,1949,4245
test,HOMFLY_PT_plus_Theta,196498,15a53672,test,2,946,30,2,1965,1949,4245
test,HOMFLY_PT_plus_Theta,202913,15n028493,test,3,214,36,3,3666,3620,1504
test,HOMFLY_PT_plus_Theta,202913,15n028629,test,3,214,36,3,3666,3620,1504
test,HOMFLY_PT_plus_Theta,203609,15a30958,test,2,1018,30,2,1927,1911,5435
test,HOMFLY_PT_plus_Theta,203609,15a31879,test,2,1018,30,2,1927,1911,5435
test,HOMFLY_PT_plus_Theta,206053,15n039589,test,3,118,34,3,4004,3947,106
test,HOMFLY_PT_plus_Theta,206053,15n039879,test,3,118,34,3,4004,3947,106
test,HOMFLY_PT_plus_Theta,206689,15n030332,test,2,412,26,2,3734,3682,1362
test,HOMFLY_PT_plus_Theta,206689,15n030394,test,2,412,26,2,3734,3682,1362
test,HOMFLY_PT_plus_Theta,210262,15n060347,test,3,116,32,3,4373,4304,1692
test,HOMFLY_PT_plus_Theta,210262,15n060399,test,3,116,32,3,4373,4304,1692
test,HOMFLY_PT_plus_Theta,211616,15n039571,test,3,196,36,3,3993,3936,920
test,HOMFLY_PT_plus_Theta,211616,15n039626,test,3,196,36,3,3993,3936,920
test,HOMFLY_PT_plus_Theta,212281,15n029573,test,2,278,26,2,3715,3664,4603
test,HOMFLY_PT_plus_Theta,212281,15n029582,test,2,278,26,2,3715,3664,4603
test,HOMFLY_PT_plus_Theta,215799,15n039448,test,2,334,26,2,3953,3897,989
test,HOMFLY_PT_plus_Theta,215799,15n039503,test,2,334,26,2,3953,3897,989
test,HOMFLY_PT_plus_Theta,223430,15n063029,test,3,100,32,3,4414,4344,769
test,HOMFLY_PT_plus_Theta,223430,15n063038,test,3,100,32,3,4414,4344,769
test,HOMFLY_PT_plus_Theta,225378,15n076703,test,2,160,20,2,4699,4625,1967
test,HOMFLY_PT_plus_Theta,225378,15n080424,test,2,160,20,2,4699,4625,1967
test,HOMFLY_PT_plus_Theta,227096,15n032822,test,2,424,26,2,3816,3760,835
test,HOMFLY_PT_plus_Theta,227096,15n032823,test,2,424,26,2,3816,3760,835
test,HOMFLY_PT_plus_Theta,227216,15n050051,test,3,162,35,3,4194,4126,4536
test,HOMFLY_PT_plus_Theta,227216,15n059917,test,3,162,35,3,4194,4126,4536
test,HOMFLY_PT_plus_Theta,227551,13a0906,test,2,244,26,2,54,54,3758
test,HOMFLY_PT_plus_Theta,227551,13a0916,test,2,244,26,2,54,54,3758
test,HOMFLY_PT_plus_Theta,229839,15n022555,test,2,402,26,2,3487,3446,2133
test,HOMFLY_PT_plus_Theta,229839,15n023286,test,2,402,26,2,3487,3446,2133
test,HOMFLY_PT_plus_Theta,230597,15a02065,test,2,826,30,2,1068,1057,645
test,HOMFLY_PT_plus_Theta,230597,15a02587,test,2,826,30,2,1068,1057,645
test,HOMFLY_PT_plus_Theta,230598,15a01950,test,2,826,30,2,1068,1057,645
test,HOMFLY_PT_plus_Theta,230598,15a01988,test,2,826,30,2,1068,1057,645
test,HOMFLY_PT_plus_Theta,232618,15n019509,test,3,220,37,3,3250,3217,1437
test,HOMFLY_PT_plus_Theta,232618,15n021274,test,3,220,37,3,3250,3217,1437
test,HOMFLY_PT_plus_Theta,233717,14a05146,test,2,622,28,2,343,342,3640
test,HOMFLY_PT_plus_Theta,233717,14a11695,test,2,622,28,2,343,342,3640
test,HOMFLY_PT_plus_Theta,234930,13n2088,test,2,148,22,2,168,168,1225
test,HOMFLY_PT_plus_Theta,234930,15n043179,test,2,148,22,2,168,168,1225
test,HOMFLY_PT_plus_Theta,237222,15n029576,test,2,472,26,2,3716,3665,5157
test,HOMFLY_PT_plus_Theta,237222,15n033211,test,2,472,26,2,3716,3665,5157
test,HOMFLY_PT_plus_Theta,238163,15n133237,test,3,280,36,3,2801,2775,2504
test,HOMFLY_PT_plus_Theta,238163,15n133244,test,3,280,36,3,2801,2775,2504
test,HOMFLY_PT_plus_Theta,250845,15a13346,test,2,784,30,2,1459,1445,1799
test,HOMFLY_PT_plus_Theta,250845,15a13353,test,2,784,30,2,1459,1445,1799
test,HOMFLY_PT_plus_Theta,252125,15n091825,test,3,174,35,3,4951,4872,5089
test,HOMFLY_PT_plus_Theta,252125,15n103282,test,3,174,35,3,4951,4872,5089
test,HOMFLY_PT_plus_Theta,252255,15a61607,test,2,946,30,2,2428,2403,3598
test,HOMFLY_PT_plus_Theta,252255,15a62515,test,2,946,30,2,2428,2403,3598
test,HOMFLY_PT_plus_Theta,254274,15a13320,test,2,586,30,2,1447,1433,983
test,HOMFLY_PT_plus_Theta,254274,15a13412,test,2,586,30,2,1447,1433,983
test,HOMFLY_PT_plus_Theta,257169,15n138027,test,3,226,37,3,5497,5401,4010
test,HOMFLY_PT_plus_Theta,257169,15n138028,test,3,226,37,3,5497,5401,4010
test,HOMFLY_PT_plus_Theta,257414,15a18423,test,2,1038,30,2,1587,1572,1575
test,HOMFLY_PT_plus_Theta,257414,15a21115,test,2,1038,30,2,1587,1572,1575
test,HOMFLY_PT_plus_Theta,260887,15n030067,test,2,286,24,2,3633,3590,1115
test,HOMFLY_PT_plus_Theta,260887,15n031495,test,2,286,24,2,3633,3590,1115
test,HOMFLY_PT_plus_Theta,262063,15n118445,test,2,472,26,2,5274,5189,4441
test,HOMFLY_PT_plus_Theta,262063,15n118453,test,2,472,26,2,5274,5189,4441
test,HOMFLY_PT_plus_Theta,266205,15n016367,test,3,186,34,3,3305,3272,1013
test,HOMFLY_PT_plus_Theta,266205,15n016428,test,3,186,34,3,3305,3272,1013
test,HOMFLY_PT_plus_Theta,266484,15n039346,test,2,208,24,2,3946,3890,3766
test,HOMFLY_PT_plus_Theta,266484,15n039347,test,2,208,24,2,3946,3890,3766
test,HOMFLY_PT_plus_Theta,269096,14n04578,test,2,262,24,2,708,700,2657
test,HOMFLY_PT_plus_Theta,269096,14n04584,test,2,262,24,2,708,700,2657
test,HOMFLY_PT_plus_Theta,269165,15n042460,test,2,454,26,2,4080,4021,5314
test,HOMFLY_PT_plus_Theta,269165,15n054674,test,2,454,26,2,4080,4021,5314
test,HOMFLY_PT_plus_Theta,270951,14a17531,test,2,686,28,2,474,472,3579
test,HOMFLY_PT_plus_Theta,270951,14a17680,test,2,686,28,2,474,472,3579
test,HOMFLY_PT_plus_Theta,273061,15a02901,test,2,762,30,2,1114,1103,2761
test,HOMFLY_PT_plus_Theta,273061,15a02911,test,2,762,30,2,1114,1103,2761
test,HOMFLY_PT_plus_Theta,275071,15n011270,test,2,326,26,2,3080,3052,4049
test,HOMFLY_PT_plus_Theta,275071,15n016183,test,2,326,26,2,3080,3052,4049
test,HOMFLY_PT_plus_Theta,276290,15n042575,test,3,120,25,3,4081,4022,1978
test,HOMFLY_PT_plus_Theta,276290,15n051108,test,3,120,25,3,4081,4022,1978
test,HOMFLY_PT_plus_Theta,278533,15n064933,test,3,250,36,3,4444,4372,4591
test,HOMFLY_PT_plus_Theta,278533,15n065215,test,3,250,36,3,4444,4372,4591
test,HOMFLY_PT_plus_Theta,279157,15n039583,test,2,190,24,2,4000,3943,1161
