scope,input_family,tuple_group,knot_id_base,split,W_F,F_rank,F_support,stored_union_diagonal_count,F_tuple_group,F_reflection_orbit,stored_torsion_tuple_group
atlas,HOMFLY_PT_plus_Theta,90282,15n010773,train,3,316,36,3,2799,2773,3890
atlas,HOMFLY_PT_plus_Theta,90284,15a03002,train,2,784,30,2,1121,1110,1798
atlas,HOMFLY_PT_plus_Theta,90284,15a03006,train,2,784,30,2,1121,1110,1798
atlas,HOMFLY_PT_plus_Theta,90315,14n12396,train,2,164,24,2,865,856,4291
atlas,HOMFLY_PT_plus_Theta,90315,14n18872,train,2,164,24,2,865,856,4291
atlas,HOMFLY_PT_plus_Theta,90359,14n06222,train,3,152,27,3,783,775,1980
atlas,HOMFLY_PT_plus_Theta,90359,14n06299,train,3,152,27,3,783,775,1980
atlas,HOMFLY_PT_plus_Theta,90362,15a32289,train,2,748,30,2,1127,1116,1904
atlas,HOMFLY_PT_plus_Theta,90362,15a53787,train,2,748,30,2,1127,1116,1904
atlas,HOMFLY_PT_plus_Theta,90378,15a41869,train,2,694,30,2,2137,2118,4115
atlas,HOMFLY_PT_plus_Theta,90378,15a41938,val,2,694,30,2,2137,2118,4115
atlas,HOMFLY_PT_plus_Theta,90395,15n009396,train,2,292,26,2,3048,3020,227
atlas,HOMFLY_PT_plus_Theta,90395,15n011144,val,2,292,26,2,3048,3020,227
atlas,HOMFLY_PT_plus_Theta,90421,15a41914,train,2,956,30,2,2149,2130,2563
atlas,HOMFLY_PT_plus_Theta,90421,15a41915,test,2,956,30,2,2149,2130,2563
atlas,HOMFLY_PT_plus_Theta,90441,15n006650,val,2,388,26,2,2780,2754,3824
atlas,HOMFLY_PT_plus_Theta,90441,15n006667,train,2,388,26,2,2780,2754,3824
atlas,HOMFLY_PT_plus_Theta,90441,15n010964,test,2,388,26,2,2780,2754,3824
atlas,HOMFLY_PT_plus_Theta,90441,15n011107,train,2,388,26,2,2780,2754,3824
atlas,HOMFLY_PT_plus_Theta,90460,14n01698,train,2,320,24,2,578,575,3860
atlas,HOMFLY_PT_plus_Theta,90460,14n01946,train,2,320,24,2,578,575,3860
atlas,HOMFLY_PT_plus_Theta,90467,15n006967,val,3,158,35,3,2811,2785,2954
atlas,HOMFLY_PT_plus_Theta,90467,15n007020,val,3,158,35,3,2811,2785,2954
atlas,HOMFLY_PT_plus_Theta,90490,13n0602,train,2,46,18,2,124,124,145
atlas,HOMFLY_PT_plus_Theta,90490,13n0603,val,2,46,18,2,124,124,145
atlas,HOMFLY_PT_plus_Theta,90497,14n15247,train,3,106,32,3,925,915,1677
atlas,HOMFLY_PT_plus_Theta,90497,14n23114,train,3,106,32,3,925,915,1677
atlas,HOMFLY_PT_plus_Theta,90555,15n130760,train,3,192,34,3,5437,5346,937
atlas,HOMFLY_PT_plus_Theta,90555,15n136242,train,3,192,34,3,5437,5346,937
atlas,HOMFLY_PT_plus_Theta,90565,15n067684,train,2,280,24,2,4478,4406,5361
atlas,HOMFLY_PT_plus_Theta,90565,15n107003,test,2,280,24,2,4478,4406,5361
atlas,HOMFLY_PT_plus_Theta,90598,15n120769,train,2,282,24,2,5311,5224,429
atlas,HOMFLY_PT_plus_Theta,90598,15n120788,train,2,282,24,2,5311,5224,429
atlas,HOMFLY_PT_plus_Theta,90613,15a02239,train,2,666,30,2,1095,1084,1480
atlas,HOMFLY_PT_plus_Theta,90613,15a08621,train,2,666,30,2,1095,1084,1480
atlas,HOMFLY_PT_plus_Theta,90625,15n099585,train,2,234,24,2,5094,5012,4612
atlas,HOMFLY_PT_plus_Theta,90625,15n099732,val,2,234,24,2,5094,5012,4612
atlas,HOMFLY_PT_plus_Theta,90730,14a03419,val,2,474,28,2,316,315,5256
atlas,HOMFLY_PT_plus_Theta,90730,14a03439,val,2,474,28,2,316,315,5256
atlas,HOMFLY_PT_plus_Theta,90735,15a10490,train,2,316,30,2,1398,1384,5115
atlas,HOMFLY_PT_plus_Theta,90735,15a38458,train,2,316,30,2,1398,1384,5115
atlas,HOMFLY_PT_plus_Theta,90882,15n011278,test,3,74,31,3,3085,3057,3699
atlas,HOMFLY_PT_plus_Theta,90882,15n011534,train,3,74,31,3,3085,3057,3699
atlas,HOMFLY_PT_plus_Theta,90882,15n015241,train,3,74,31,3,3085,3057,3699
atlas,HOMFLY_PT_plus_Theta,90882,15n020842,train,3,74,31,3,3085,3057,3699
atlas,HOMFLY_PT_plus_Theta,91094,14n14656,train,3,116,34,3,911,901,4695
atlas,HOMFLY_PT_plus_Theta,91094,14n14686,test,3,116,34,3,911,901,4695
atlas,HOMFLY_PT_plus_Theta,91154,15a57833,train,2,820,30,2,2342,2320,3747
atlas,HOMFLY_PT_plus_Theta,91154,15a58230,val,2,820,30,2,2342,2320,3747
atlas,HOMFLY_PT_plus_Theta,91160,15a02195,train,2,838,30,2,1087,1076,3485
atlas,HOMFLY_PT_plus_Theta,91160,15a02214,train,2,838,30,2,1087,1076,3485
atlas,HOMFLY_PT_plus_Theta,91255,14n05970,val,2,130,22,2,770,762,3279
atlas,HOMFLY_PT_plus_Theta,91255,14n06173,val,2,130,22,2,770,762,3279
atlas,HOMFLY_PT_plus_Theta,91281,15n098607,val,3,174,36,3,4998,4917,102
atlas,HOMFLY_PT_plus_Theta,91281,15n098671,train,3,174,36,3,4998,4917,102
atlas,HOMFLY_PT_plus_Theta,91290,14n02458,val,2,76,21,2,618,615,5059
atlas,HOMFLY_PT_plus_Theta,91290,14n12045,train,2,76,21,2,618,615,5059
atlas,HOMFLY_PT_plus_Theta,91290,14n24240,train,2,76,21,2,618,615,5059
atlas,HOMFLY_PT_plus_Theta,91331,14a05240,train,2,280,28,2,347,346,5452
atlas,HOMFLY_PT_plus_Theta,91331,14a11987,train,2,280,28,2,347,346,5452
atlas,HOMFLY_PT_plus_Theta,91364,15n004809,train,2,370,24,2,2668,2642,1645
atlas,HOMFLY_PT_plus_Theta,91364,15n005026,train,2,370,24,2,2668,2642,1645
atlas,HOMFLY_PT_plus_Theta,91365,15n009104,train,3,192,27,3,3033,3005,741
atlas,HOMFLY_PT_plus_Theta,91365,15n009236,test,3,192,27,3,3033,3005,741
atlas,HOMFLY_PT_plus_Theta,91387,15a23600,train,2,876,30,2,1709,1693,5166
atlas,HOMFLY_PT_plus_Theta,91387,15a23903,train,2,876,30,2,1709,1693,5166
atlas,HOMFLY_PT_plus_Theta,91456,14n18005,test,3,126,32,3,951,941,5055
atlas,HOMFLY_PT_plus_Theta,91456,14n18012,train,3,126,32,3,951,941,5055
atlas,HOMFLY_PT_plus_Theta,91460,14n06577,test,2,82,20,2,790,782,757
atlas,HOMFLY_PT_plus_Theta,91460,14n17306,test,2,82,20,2,790,782,757
atlas,HOMFLY_PT_plus_Theta,91489,15n032325,train,2,344,26,2,3382,3349,850
atlas,HOMFLY_PT_plus_Theta,91489,15n032326,train,2,344,26,2,3382,3349,850
atlas,HOMFLY_PT_plus_Theta,91491,15n019811,train,2,344,26,2,3382,3349,850
atlas,HOMFLY_PT_plus_Theta,91491,15n019951,train,2,344,26,2,3382,3349,850
atlas,HOMFLY_PT_plus_Theta,91598,15a04618,val,2,858,30,2,1174,1163,1107
atlas,HOMFLY_PT_plus_Theta,91598,15a10369,train,2,858,30,2,1174,1163,1107
atlas,HOMFLY_PT_plus_Theta,91653,15a01963,train,2,826,30,2,1020,1009,1091
atlas,HOMFLY_PT_plus_Theta,91653,15a02015,train,2,826,30,2,1020,1009,1091
atlas,HOMFLY_PT_plus_Theta,91653,15a02520,train,2,826,30,2,1020,1009,1091
atlas,HOMFLY_PT_plus_Theta,91653,15a02569,val,2,826,30,2,1020,1009,1091
atlas,HOMFLY_PT_plus_Theta,91692,15n039573,train,3,276,35,3,3995,3938,2404
atlas,HOMFLY_PT_plus_Theta,91692,15n039628,train,3,276,35,3,3995,3938,2404
atlas,HOMFLY_PT_plus_Theta,91695,15n049750,train,2,198,24,2,4174,4106,5475
atlas,HOMFLY_PT_plus_Theta,91695,15n109740,val,2,198,24,2,4174,4106,5475
atlas,HOMFLY_PT_plus_Theta,91707,15n024188,train,3,154,36,3,3550,3509,3922
atlas,HOMFLY_PT_plus_Theta,91707,15n024193,test,3,154,36,3,3550,3509,3922
atlas,HOMFLY_PT_plus_Theta,91790,15n025912,val,2,298,26,2,3620,3578,3522
atlas,HOMFLY_PT_plus_Theta,91790,15n026610,train,2,298,26,2,3620,3578,3522
atlas,HOMFLY_PT_plus_Theta,91798,15n000615,train,3,264,35,3,2527,2501,232
atlas,HOMFLY_PT_plus_Theta,91798,15n000692,train,3,264,35,3,2527,2501,232
atlas,HOMFLY_PT_plus_Theta,91809,15n039475,test,3,202,36,3,3969,3913,4568
atlas,HOMFLY_PT_plus_Theta,91809,15n039930,train,3,202,36,3,3969,3913,4568
atlas,HOMFLY_PT_plus_Theta,91938,15n062366,train,2,266,24,2,4397,4327,1036
atlas,HOMFLY_PT_plus_Theta,91938,15n062406,train,2,266,24,2,4397,4327,1036
atlas,HOMFLY_PT_plus_Theta,91956,15n002409,val,2,406,26,2,2601,2575,2147
atlas,HOMFLY_PT_plus_Theta,91956,15n002838,train,2,406,26,2,2601,2575,2147
atlas,HOMFLY_PT_plus_Theta,91991,15a39516,train,2,738,30,2,2012,1995,4041
atlas,HOMFLY_PT_plus_Theta,91991,15a39774,train,2,738,30,2,2012,1995,4041
atlas,HOMFLY_PT_plus_Theta,92031,14a03407,train,2,550,28,2,314,313,3437
atlas,HOMFLY_PT_plus_Theta,92031,14a03409,train,2,550,28,2,314,313,3437
atlas,HOMFLY_PT_plus_Theta,92031,14a03436,train,2,550,28,2,314,313,3437
atlas,HOMFLY_PT_plus_Theta,92031,14a03438,train,2,550,28,2,314,313,3437
atlas,HOMFLY_PT_plus_Theta,92142,15a14856,test,2,688,30,2,1514,1499,255
atlas,HOMFLY_PT_plus_Theta,92142,15a15602,train,2,688,30,2,1514,1499,255
atlas,HOMFLY_PT_plus_Theta,92179,15n057195,val,2,190,24,2,4327,4259,4281
atlas,HOMFLY_PT_plus_Theta,92179,15n109492,train,2,190,24,2,4327,4259,4281
atlas,HOMFLY_PT_plus_Theta,92258,15a03570,test,2,976,30,2,1132,1121,2578
atlas,HOMFLY_PT_plus_Theta,92258,15a04353,train,2,976,30,2,1132,1121,2578
atlas,HOMFLY_PT_plus_Theta,92319,15n011437,train,2,274,24,2,3110,3081,3668
atlas,HOMFLY_PT_plus_Theta,92319,15n011460,train,2,274,24,2,3110,3081,3668
atlas,HOMFLY_PT_plus_Theta,92446,15n112302,train,2,370,26,2,5192,5109,5259
atlas,HOMFLY_PT_plus_Theta,92446,15n112319,train,2,370,26,2,5192,5109,5259
atlas,HOMFLY_PT_plus_Theta,92505,15n010444,val,2,258,24,2,2757,2731,4624
atlas,HOMFLY_PT_plus_Theta,92505,15n010744,train,2,258,24,2,2757,2731,4624
atlas,HOMFLY_PT_plus_Theta,92506,15n006537,train,2,258,24,2,2757,2731,4624
atlas,HOMFLY_PT_plus_Theta,92506,15n006544,train,2,258,24,2,2757,2731,4624
atlas,HOMFLY_PT_plus_Theta,92517,14n10426,train,2,290,24,2,839,831,4139
atlas,HOMFLY_PT_plus_Theta,92517,15n089386,train,2,290,24,2,839,831,4139
atlas,HOMFLY_PT_plus_Theta,92530,14n21260,train,2,290,24,2,839,831,4139
atlas,HOMFLY_PT_plus_Theta,92530,15n054554,train,2,290,24,2,839,831,4139
atlas,HOMFLY_PT_plus_Theta,92597,15n125865,val,2,352,26,2,5410,5321,1803
atlas,HOMFLY_PT_plus_Theta,92597,15n125912,train,2,352,26,2,5410,5321,1803
atlas,HOMFLY_PT_plus_Theta,92601,15n034110,val,2,298,26,2,3850,3794,3376
atlas,HOMFLY_PT_plus_Theta,92601,15n034123,train,2,298,26,2,3850,3794,3376
atlas,HOMFLY_PT_plus_Theta,92615,15a05481,test,2,794,30,2,1203,1192,3481
atlas,HOMFLY_PT_plus_Theta,92615,15a05496,val,2,794,30,2,1203,1192,3481
atlas,HOMFLY_PT_plus_Theta,92747,15n085213,train,3,60,33,3,4885,4808,4692
atlas,HOMFLY_PT_plus_Theta,92747,15n085214,train,3,60,33,3,4885,4808,4692
atlas,HOMFLY_PT_plus_Theta,92751,15a28271,train,2,478,30,2,1836,1820,5239
atlas,HOMFLY_PT_plus_Theta,92751,15a53550,train,2,478,30,2,1836,1820,5239
atlas,HOMFLY_PT_plus_Theta,92769,14n01373,val,2,208,24,2,547,545,816
atlas,HOMFLY_PT_plus_Theta,92769,14n01396,train,2,208,24,2,547,545,816
atlas,HOMFLY_PT_plus_Theta,92813,15n038210,test,2,364,26,2,2724,2698,2410
atlas,HOMFLY_PT_plus_Theta,92813,15n038233,test,2,364,26,2,2724,2698,2410
atlas,HOMFLY_PT_plus_Theta,92870,15n002359,train,3,226,35,3,2599,2573,5498
atlas,HOMFLY_PT_plus_Theta,92870,15n002578,train,3,226,35,3,2599,2573,5498
atlas,HOMFLY_PT_plus_Theta,93014,15n050014,train,3,202,37,3,4192,4124,2999
atlas,HOMFLY_PT_plus_Theta,93014,15n050823,test,3,202,37,3,4192,4124,2999
atlas,HOMFLY_PT_plus_Theta,93120,15n099149,train,3,182,35,3,5006,4925,3333
atlas,HOMFLY_PT_plus_Theta,93120,15n099617,train,3,182,35,3,5006,4925,3333
atlas,HOMFLY_PT_plus_Theta,93152,14a13473,train,2,450,28,2,464,462,5413
atlas,HOMFLY_PT_plus_Theta,93152,14a13475,test,2,450,28,2,464,462,5413
atlas,HOMFLY_PT_plus_Theta,93178,14n04925,train,2,118,22,2,718,710,954
atlas,HOMFLY_PT_plus_Theta,93178,14n05085,train,2,118,22,2,718,710,954
atlas,HOMFLY_PT_plus_Theta,93225,15n015589,train,2,190,24,2,3254,3221,1157
atlas,HOMFLY_PT_plus_Theta,93225,15n015781,test,2,190,24,2,3254,3221,1157
atlas,HOMFLY_PT_plus_Theta,93363,15n004135,train,2,318,26,2,2647,2621,5439
atlas,HOMFLY_PT_plus_Theta,93363,15n004264,train,2,318,26,2,2647,2621,5439
atlas,HOMFLY_PT_plus_Theta,93371,15a28719,test,2,986,30,2,1860,1844,3561
atlas,HOMFLY_PT_plus_Theta,93371,15a28949,test,2,986,30,2,1860,1844,3561
atlas,HOMFLY_PT_plus_Theta,93405,15a23230,train,2,676,30,2,1699,1683,4872
atlas,HOMFLY_PT_plus_Theta,93405,15a48720,train,2,676,30,2,1699,1683,4872
atlas,HOMFLY_PT_plus_Theta,93672,15n099411,train,3,138,36,3,5073,4991,3914
atlas,HOMFLY_PT_plus_Theta,93672,15n099450,test,3,138,36,3,5073,4991,3914
atlas,HOMFLY_PT_plus_Theta,93727,13a1991,train,2,350,26,2,75,75,3381
atlas,HOMFLY_PT_plus_Theta,93727,13a2021,train,2,350,26,2,75,75,3381
atlas,HOMFLY_PT_plus_Theta,93760,15n039470,train,2,100,22,2,3966,3910,1578
atlas,HOMFLY_PT_plus_Theta,93760,15n039926,train,2,100,22,2,3966,3910,1578
atlas,HOMFLY_PT_plus_Theta,93771,15a41822,train,2,788,30,2,2130,2111,5151
atlas,HOMFLY_PT_plus_Theta,93771,15a41887,test,2,788,30,2,2130,2111,5151
atlas,HOMFLY_PT_plus_Theta,93790,15n079124,train,2,298,24,2,4754,4678,371
atlas,HOMFLY_PT_plus_Theta,93790,15n079128,train,2,298,24,2,4754,4678,371
atlas,HOMFLY_PT_plus_Theta,93801,15n003815,train,2,226,26,2,2624,2598,2076
atlas,HOMFLY_PT_plus_Theta,93801,15n003836,train,2,226,26,2,2624,2598,2076
atlas,HOMFLY_PT_plus_Theta,93942,15a05814,train,2,1014,30,2,1214,1203,3606
atlas,HOMFLY_PT_plus_Theta,93942,15a06047,val,2,1014,30,2,1214,1203,3606
atlas,HOMFLY_PT_plus_Theta,93953,15a27707,train,2,694,30,2,1777,1761,1099
atlas,HOMFLY_PT_plus_Theta,93953,15a27725,train,2,694,30,2,1777,1761,1099
atlas,HOMFLY_PT_plus_Theta,93985,15n122042,train,2,334,26,2,5343,3384,1060
atlas,HOMFLY_PT_plus_Theta,93985,15n122171,val,2,334,26,2,5343,3384,1060
atlas,HOMFLY_PT_plus_Theta,94029,15n075705,train,2,388,26,2,4656,4582,3114
atlas,HOMFLY_PT_plus_Theta,94029,15n075960,train,2,388,26,2,4656,4582,3114
atlas,HOMFLY_PT_plus_Theta,94083,15n007380,train,2,376,26,2,2870,2843,805
atlas,HOMFLY_PT_plus_Theta,94083,15n007649,train,2,376,26,2,2870,2843,805
atlas,HOMFLY_PT_plus_Theta,94084,15n008059,test,2,376,26,2,2870,2843,805
atlas,HOMFLY_PT_plus_Theta,94084,15n008244,train,2,376,26,2,2870,2843,805
atlas,HOMFLY_PT_plus_Theta,94084,15n009852,train,2,376,26,2,2870,2843,805
atlas,HOMFLY_PT_plus_Theta,94084,15n010240,train,2,376,26,2,2870,2843,805
atlas,HOMFLY_PT_plus_Theta,94133,14n09135,train,3,172,27,3,834,826,4465
atlas,HOMFLY_PT_plus_Theta,94133,14n18877,train,3,172,27,3,834,826,4465
atlas,HOMFLY_PT_plus_Theta,94171,15n017868,train,2,406,26,2,3364,3331,2807
atlas,HOMFLY_PT_plus_Theta,94171,15n021256,train,2,406,26,2,3364,3331,2807
atlas,HOMFLY_PT_plus_Theta,94295,15n005063,train,3,240,34,3,2682,2656,4756
atlas,HOMFLY_PT_plus_Theta,94295,15n005140,train,3,240,34,3,2682,2656,4756
atlas,HOMFLY_PT_plus_Theta,94411,15a41692,val,2,856,30,2,2095,2076,4427
atlas,HOMFLY_PT_plus_Theta,94411,15a41879,train,2,856,30,2,2095,2076,4427
atlas,HOMFLY_PT_plus_Theta,94508,15n006639,test,2,298,22,2,2776,2750,183
atlas,HOMFLY_PT_plus_Theta,94508,15n006640,train,2,298,22,2,2776,2750,183
atlas,HOMFLY_PT_plus_Theta,94508,15n010951,train,2,298,22,2,2776,2750,183
atlas,HOMFLY_PT_plus_Theta,94508,15n010953,val,2,298,22,2,2776,2750,183
atlas,HOMFLY_PT_plus_Theta,94586,15n033157,train,3,268,37,3,3711,3660,5354
atlas,HOMFLY_PT_plus_Theta,94586,15n033159,train,3,268,37,3,3711,3660,5354
atlas,HOMFLY_PT_plus_Theta,94587,15n029515,train,3,268,37,3,3711,3660,5354
atlas,HOMFLY_PT_plus_Theta,94587,15n029518,train,3,268,37,3,3711,3660,5354
atlas,HOMFLY_PT_plus_Theta,94651,15a16584,train,2,766,30,2,1563,1548,4193
atlas,HOMFLY_PT_plus_Theta,94651,15a48215,train,2,766,30,2,1563,1548,4193
atlas,HOMFLY_PT_plus_Theta,94845,15a55318,val,2,534,30,2,2286,2266,2041
atlas,HOMFLY_PT_plus_Theta,94845,15a55322,train,2,534,30,2,2286,2266,2041
atlas,HOMFLY_PT_plus_Theta,94851,15n008656,train,3,112,31,3,2971,2943,1407
atlas,HOMFLY_PT_plus_Theta,94851,15n008680,train,3,112,31,3,2971,2943,1407
atlas,HOMFLY_PT_plus_Theta,94852,15n008537,val,3,112,31,3,2971,2943,1407
atlas,HOMFLY_PT_plus_Theta,94852,15n008640,train,3,112,31,3,2971,2943,1407
atlas,HOMFLY_PT_plus_Theta,94900,15a09639,val,2,568,30,2,1349,1337,4395
atlas,HOMFLY_PT_plus_Theta,94900,15a38418,train,2,568,30,2,1349,1337,4395
atlas,HOMFLY_PT_plus_Theta,94971,15n007762,test,3,186,31,3,2917,2889,3075
atlas,HOMFLY_PT_plus_Theta,94971,15n010555,train,3,186,31,3,2917,2889,3075
atlas,HOMFLY_PT_plus_Theta,94980,15a33813,train,2,792,30,2,1953,1937,5374
atlas,HOMFLY_PT_plus_Theta,94980,15a34850,train,2,792,30,2,1953,1937,5374
atlas,HOMFLY_PT_plus_Theta,94985,15a20892,train,2,1112,30,2,1665,1649,2584
atlas,HOMFLY_PT_plus_Theta,94985,15a20895,train,2,1112,30,2,1665,1649,2584
atlas,HOMFLY_PT_plus_Theta,94985,15a22406,train,2,1112,30,2,1665,1649,2584
atlas,HOMFLY_PT_plus_Theta,94985,15a22409,train,2,1112,30,2,1665,1649,2584
atlas,HOMFLY_PT_plus_Theta,95095,15n081156,test,2,394,26,2,4792,4716,4687
atlas,HOMFLY_PT_plus_Theta,95095,15n081371,train,2,394,26,2,4792,4716,4687
atlas,HOMFLY_PT_plus_Theta,95242,12a0920,train,2,126,24,2,21,21,939
atlas,HOMFLY_PT_plus_Theta,95242,14n08778,test,2,126,24,2,21,21,939
atlas,HOMFLY_PT_plus_Theta,95247,14n03625,train,2,344,24,2,660,657,863
atlas,HOMFLY_PT_plus_Theta,95247,14n04455,train,2,344,24,2,660,657,863
atlas,HOMFLY_PT_plus_Theta,95248,14n03186,train,2,344,24,2,660,657,863
atlas,HOMFLY_PT_plus_Theta,95248,14n04016,train,2,344,24,2,660,657,863
atlas,HOMFLY_PT_plus_Theta,95249,15n017807,train,2,344,24,2,660,657,863
atlas,HOMFLY_PT_plus_Theta,95249,15n021035,train,2,344,24,2,660,657,863
atlas,HOMFLY_PT_plus_Theta,95295,15n076072,test,3,154,36,3,4684,4610,111
atlas,HOMFLY_PT_plus_Theta,95295,15n076103,test,3,154,36,3,4684,4610,111
atlas,HOMFLY_PT_plus_Theta,95331,15n011294,train,2,126,22,2,3091,3063,2030
atlas,HOMFLY_PT_plus_Theta,95331,15n011541,train,2,126,22,2,3091,3063,2030
atlas,HOMFLY_PT_plus_Theta,95331,15n119490,val,2,126,22,2,3091,3063,2030
atlas,HOMFLY_PT_plus_Theta,95331,15n120353,train,2,126,22,2,3091,3063,2030
atlas,HOMFLY_PT_plus_Theta,95458,15a30680,val,2,962,30,2,1918,1902,3588
atlas,HOMFLY_PT_plus_Theta,95458,15a30798,train,2,962,30,2,1918,1902,3588
atlas,HOMFLY_PT_plus_Theta,95496,15n001220,train,3,210,35,3,2552,2526,3353
atlas,HOMFLY_PT_plus_Theta,95496,15n001326,train,3,210,35,3,2552,2526,3353
atlas,HOMFLY_PT_plus_Theta,95516,15a43171,train,2,1120,30,2,2161,2142,2587
atlas,HOMFLY_PT_plus_Theta,95516,15a49916,train,2,1120,30,2,2161,2142,2587
atlas,HOMFLY_PT_plus_Theta,95517,15a42489,test,2,1120,30,2,2161,2142,2587
atlas,HOMFLY_PT_plus_Theta,95517,15a49492,train,2,1120,30,2,2161,2142,2587
atlas,HOMFLY_PT_plus_Theta,95543,15n054121,train,3,132,32,3,4293,4225,4716
atlas,HOMFLY_PT_plus_Theta,95543,15n109511,train,3,132,32,3,4293,4225,4716
atlas,HOMFLY_PT_plus_Theta,95618,15n075255,train,3,136,35,3,4567,4494,216
atlas,HOMFLY_PT_plus_Theta,95618,15n075936,train,3,136,35,3,4567,4494,216
atlas,HOMFLY_PT_plus_Theta,95711,15n011900,val,2,298,24,2,3140,3111,625
atlas,HOMFLY_PT_plus_Theta,95711,15n013526,train,2,298,24,2,3140,3111,625
atlas,HOMFLY_PT_plus_Theta,95737,15n099435,train,3,228,36,3,5076,4994,3074
atlas,HOMFLY_PT_plus_Theta,95737,15n099440,train,3,228,36,3,5076,4994,3074
atlas,HOMFLY_PT_plus_Theta,95810,10_106,train,2,76,20,2,4,4,1192
atlas,HOMFLY_PT_plus_Theta,95810,12n369,test,2,76,20,2,4,4,1192
atlas,HOMFLY_PT_plus_Theta,95952,15n018402,train,2,578,26,2,3371,3338,3610
atlas,HOMFLY_PT_plus_Theta,95952,15n033370,test,2,578,26,2,3371,3338,3610
atlas,HOMFLY_PT_plus_Theta,95960,15n039467,train,2,298,26,2,3963,3907,973
atlas,HOMFLY_PT_plus_Theta,95960,15n039924,train,2,298,26,2,3963,3907,973
atlas,HOMFLY_PT_plus_Theta,96035,15n050311,train,3,300,31,3,4196,4128,1983
atlas,HOMFLY_PT_plus_Theta,96035,15n051014,test,3,300,31,3,4196,4128,1983
atlas,HOMFLY_PT_plus_Theta,96233,15n002904,train,3,206,37,3,2618,2592,4553
atlas,HOMFLY_PT_plus_Theta,96233,15n003125,train,3,206,37,3,2618,2592,4553
atlas,HOMFLY_PT_plus_Theta,96341,15n046177,train,2,176,24,2,3102,3074,2357
atlas,HOMFLY_PT_plus_Theta,96341,15n134205,train,2,176,24,2,3102,3074,2357
atlas,HOMFLY_PT_plus_Theta,96354,15a03797,train,2,976,30,2,1141,1130,4912
atlas,HOMFLY_PT_plus_Theta,96354,15a04147,train,2,976,30,2,1141,1130,4912
atlas,HOMFLY_PT_plus_Theta,96355,15a04705,train,2,976,30,2,1141,1130,4912
atlas,HOMFLY_PT_plus_Theta,96355,15a05196,test,2,976,30,2,1141,1130,4912
atlas,HOMFLY_PT_plus_Theta,96356,15a03708,train,2,976,30,2,1141,1130,4912
atlas,HOMFLY_PT_plus_Theta,96356,15a04308,test,2,976,30,2,1141,1130,4912
atlas,HOMFLY_PT_plus_Theta,96478,15n016451,val,2,262,26,2,3311,3278,591
atlas,HOMFLY_PT_plus_Theta,96478,15n016496,train,2,262,26,2,3311,3278,591
atlas,HOMFLY_PT_plus_Theta,96482,15n064910,train,2,446,26,2,4435,4365,4087
atlas,HOMFLY_PT_plus_Theta,96482,15n067772,train,2,446,26,2,4435,4365,4087
atlas,HOMFLY_PT_plus_Theta,96494,15n005854,train,2,172,26,2,2743,2717,771
atlas,HOMFLY_PT_plus_Theta,96494,15n005860,test,2,172,26,2,2743,2717,771
atlas,HOMFLY_PT_plus_Theta,96555,14a07193,train,2,388,28,2,369,368,2321
atlas,HOMFLY_PT_plus_Theta,96555,14a07216,train,2,388,28,2,369,368,2321
atlas,HOMFLY_PT_plus_Theta,96595,14n11520,train,3,90,31,3,852,844,2963
atlas,HOMFLY_PT_plus_Theta,96595,14n19098,train,3,90,31,3,852,844,2963
atlas,HOMFLY_PT_plus_Theta,96595,15n057642,val,3,90,31,3,852,844,2963
atlas,HOMFLY_PT_plus_Theta,96642,15n075407,train,3,208,37,3,4618,4545,934
atlas,HOMFLY_PT_plus_Theta,96642,15n075884,train,3,208,37,3,4618,4545,934
atlas,HOMFLY_PT_plus_Theta,96683,14n01315,train,3,116,30,3,540,538,1220
atlas,HOMFLY_PT_plus_Theta,96683,14n01482,train,3,116,30,3,540,538,1220
atlas,HOMFLY_PT_plus_Theta,96702,15a40055,train,2,730,30,2,2038,2021,1127
atlas,HOMFLY_PT_plus_Theta,96702,15a40171,test,2,730,30,2,2038,2021,1127
atlas,HOMFLY_PT_plus_Theta,96703,15n032603,train,2,496,26,2,3804,3747,872
atlas,HOMFLY_PT_plus_Theta,96703,15n032632,train,2,496,26,2,3804,3747,872
atlas,HOMFLY_PT_plus_Theta,96706,15n032592,train,2,496,26,2,3801,3747,5148
atlas,HOMFLY_PT_plus_Theta,96706,15n032627,train,2,496,26,2,3801,3747,5148
atlas,HOMFLY_PT_plus_Theta,96918,15n000089,train,3,172,33,3,2483,2457,1735
atlas,HOMFLY_PT_plus_Theta,96918,15n000305,test,3,172,33,3,2483,2457,1735
atlas,HOMFLY_PT_plus_Theta,96946,15a58476,train,2,1026,30,2,2364,2342,4251
atlas,HOMFLY_PT_plus_Theta,96946,15a58818,train,2,1026,30,2,2364,2342,4251
atlas,HOMFLY_PT_plus_Theta,97004,15n050028,train,2,514,26,2,4179,4111,689
atlas,HOMFLY_PT_plus_Theta,97004,15n050825,train,2,514,26,2,4179,4111,689
atlas,HOMFLY_PT_plus_Theta,97005,15n049936,train,2,514,26,2,4179,4111,689
atlas,HOMFLY_PT_plus_Theta,97005,15n050814,train,2,514,26,2,4179,4111,689
atlas,HOMFLY_PT_plus_Theta,97039,15n090060,val,2,298,24,2,4934,4857,4136
atlas,HOMFLY_PT_plus_Theta,97039,15n092612,train,2,298,24,2,4934,4857,4136
