n_knots,n_F_coordinates,n_T2_coordinates,n_T4_coordinates,chosen_grading_formula,interpreted_q_index,interpreted_t_index,F_width_matches_frozen_endpoint_n,F_width_matches_frozen_endpoint_prop,F_vs_full_exact_agreement_n,F_vs_full_exact_agreement_prop,F_vs_full_max_difference,F_vs_full_mean_difference,n_full_width_larger_than_F,W_F_le_W_full_for_all
313230,373,337,16,index1_minus_2_index2,index1,index2,313230,1.0,313216,0.9999553044089008,1,4.469559109919229e-05,14,True
