residual_dim,method,family,affected_by_compression,metric,value,value_at_dim64,difference
128,residual_isolation_forest,No Khovanov >=3/4,True,abs_gap_ge_4_prop,0.125,0.09302325581395349,0.03197674418604651
128,residual_isolation_forest,No Khovanov >=3/4,True,kh_diagonal_mean,2.3551401869158877,2.408333333333333,-0.05319314641744555
128,residual_isolation_forest,No Khovanov >=3/4,True,kh_diagonal_ge_3_prop,0.29906542056074764,0.35833333333333334,-0.059267912772585696
128,residual_isolation_forest,No Khovanov >=3/4,True,kh_support_mean,29.91588785046729,30.341666666666665,-0.42577881619937585
128,residual_isolation_forest,No Khovanov >=3/4,True,crossing_15_prop,0.9813084112149533,0.975,0.006308411214953291
128,residual_isolation_forest,No Khovanov >=3/4,True,alternating_prop,0.7009345794392523,0.6416666666666667,0.059267912772585585
128,conditional_percentile_100,All 5 >=3/5,False,n,60.0,60.0,0.0
128,conditional_percentile_100,All 5 >=3/5,False,nonalternating_n,52.0,52.0,0.0
128,conditional_percentile_100,All 5 >=3/5,False,abs_gap_positive_prop,0.7307692307692307,0.7307692307692307,0.0
128,conditional_percentile_100,All 5 >=3/5,False,mean_abs_gap,1.7307692307692308,1.7307692307692308,0.0
128,conditional_percentile_100,All 5 >=3/5,False,abs_gap_ge_4_prop,0.1346153846153846,0.1346153846153846,0.0
128,conditional_percentile_100,All 5 >=3/5,False,kh_diagonal_mean,3.0166666666666666,3.0166666666666666,0.0
128,conditional_percentile_100,All 5 >=3/5,False,kh_diagonal_ge_3_prop,0.85,0.85,0.0
128,conditional_percentile_100,All 5 >=3/5,False,kh_support_mean,30.133333333333333,30.133333333333333,0.0
128,conditional_percentile_100,All 5 >=3/5,False,crossing_15_prop,0.8166666666666667,0.8166666666666667,0.0
128,conditional_percentile_100,All 5 >=3/5,False,alternating_prop,0.13333333333333333,0.13333333333333333,0.0
128,conditional_percentile_100,No Khovanov >=3/4,False,n,31.0,31.0,0.0
128,conditional_percentile_100,No Khovanov >=3/4,False,nonalternating_n,28.0,28.0,0.0
128,conditional_percentile_100,No Khovanov >=3/4,False,abs_gap_positive_prop,0.7857142857142857,0.7857142857142857,0.0
128,conditional_percentile_100,No Khovanov >=3/4,False,mean_abs_gap,2.0,2.0,0.0
128,conditional_percentile_100,No Khovanov >=3/4,False,abs_gap_ge_4_prop,0.21428571428571427,0.21428571428571427,0.0
128,conditional_percentile_100,No Khovanov >=3/4,False,kh_diagonal_mean,3.161290322580645,3.161290322580645,0.0
128,conditional_percentile_100,No Khovanov >=3/4,False,kh_diagonal_ge_3_prop,0.8709677419354839,0.8709677419354839,0.0
128,conditional_percentile_100,No Khovanov >=3/4,False,kh_support_mean,31.129032258064516,31.129032258064516,0.0
128,conditional_percentile_100,No Khovanov >=3/4,False,crossing_15_prop,0.9032258064516129,0.9032258064516129,0.0
128,conditional_percentile_100,No Khovanov >=3/4,False,alternating_prop,0.0967741935483871,0.0967741935483871,0.0
none,raw_sse,All 5 >=3/5,False,n,263.0,263.0,0.0
none,raw_sse,All 5 >=3/5,False,nonalternating_n,102.0,102.0,0.0
none,raw_sse,All 5 >=3/5,False,abs_gap_positive_prop,0.696078431372549,0.696078431372549,0.0
none,raw_sse,All 5 >=3/5,False,mean_abs_gap,1.5098039215686274,1.5098039215686274,0.0
none,raw_sse,All 5 >=3/5,False,abs_gap_ge_4_prop,0.058823529411764705,0.058823529411764705,0.0
none,raw_sse,All 5 >=3/5,False,kh_diagonal_mean,2.349809885931559,2.349809885931559,0.0
none,raw_sse,All 5 >=3/5,False,kh_diagonal_ge_3_prop,0.3193916349809886,0.3193916349809886,0.0
none,raw_sse,All 5 >=3/5,False,kh_support_mean,29.988593155893536,29.988593155893536,0.0
none,raw_sse,All 5 >=3/5,False,crossing_15_prop,0.9429657794676806,0.9429657794676806,0.0
none,raw_sse,All 5 >=3/5,False,alternating_prop,0.6121673003802282,0.6121673003802282,0.0
none,raw_sse,No Khovanov >=3/4,False,n,220.0,220.0,0.0
none,raw_sse,No Khovanov >=3/4,False,nonalternating_n,69.0,69.0,0.0
none,raw_sse,No Khovanov >=3/4,False,abs_gap_positive_prop,0.7391304347826086,0.7391304347826086,0.0
none,raw_sse,No Khovanov >=3/4,False,mean_abs_gap,1.6231884057971016,1.6231884057971016,0.0
none,raw_sse,No Khovanov >=3/4,False,abs_gap_ge_4_prop,0.07246376811594203,0.07246376811594203,0.0
none,raw_sse,No Khovanov >=3/4,False,kh_diagonal_mean,2.290909090909091,2.290909090909091,0.0
none,raw_sse,No Khovanov >=3/4,False,kh_diagonal_ge_3_prop,0.2590909090909091,0.2590909090909091,0.0
none,raw_sse,No Khovanov >=3/4,False,kh_support_mean,30.154545454545456,30.154545454545456,0.0
none,raw_sse,No Khovanov >=3/4,False,crossing_15_prop,0.9363636363636364,0.9363636363636364,0.0
none,raw_sse,No Khovanov >=3/4,False,alternating_prop,0.6863636363636364,0.6863636363636364,0.0
none,raw_sse,Original raw strict 5/5,False,n,39.0,39.0,0.0
none,raw_sse,Original raw strict 5/5,False,nonalternating_n,16.0,16.0,0.0
none,raw_sse,Original raw strict 5/5,False,abs_gap_positive_prop,1.0,1.0,0.0
none,raw_sse,Original raw strict 5/5,False,mean_abs_gap,2.25,2.25,0.0
none,raw_sse,Original raw strict 5/5,False,abs_gap_ge_4_prop,0.125,0.125,0.0
none,raw_sse,Original raw strict 5/5,False,kh_diagonal_mean,2.4615384615384617,2.4615384615384617,0.0
none,raw_sse,Original raw strict 5/5,False,kh_diagonal_ge_3_prop,0.41025641025641024,0.41025641025641024,0.0
none,raw_sse,Original raw strict 5/5,False,kh_support_mean,30.692307692307693,30.692307692307693,0.0
none,raw_sse,Original raw strict 5/5,False,crossing_15_prop,1.0,1.0,0.0
none,raw_sse,Original raw strict 5/5,False,alternating_prop,0.5897435897435898,0.5897435897435898,0.0
none,relative_nre,All 5 >=3/5,False,n,18.0,18.0,0.0
none,relative_nre,All 5 >=3/5,False,nonalternating_n,18.0,18.0,0.0
none,relative_nre,All 5 >=3/5,False,abs_gap_positive_prop,0.3333333333333333,0.3333333333333333,0.0
none,relative_nre,All 5 >=3/5,False,mean_abs_gap,0.8888888888888888,0.8888888888888888,0.0
none,relative_nre,All 5 >=3/5,False,abs_gap_ge_4_prop,0.1111111111111111,0.1111111111111111,0.0
none,relative_nre,All 5 >=3/5,False,kh_diagonal_mean,3.388888888888889,3.388888888888889,0.0
none,relative_nre,All 5 >=3/5,False,kh_diagonal_ge_3_prop,0.9444444444444444,0.9444444444444444,0.0
none,relative_nre,All 5 >=3/5,False,kh_support_mean,29.77777777777778,29.77777777777778,0.0
none,relative_nre,All 5 >=3/5,False,crossing_15_prop,0.4444444444444444,0.4444444444444444,0.0
none,relative_nre,All 5 >=3/5,False,alternating_prop,0.0,0.0,0.0
none,relative_nre,No Khovanov >=3/4,False,n,5.0,5.0,0.0
